mpid	log(PF_p*10^9)	mean_Number
mp-625367	6.474216264	22
mp-626534	6.292256071	3.6
mp-30130	5.970811611	43.45454545
mp-626631	5.725094521	5.714285714
mp-626727	5.980003372	8.25
mp-541728	6.403120521	24.4
mp-625616	5.390935107	5.428571429
mp-676956	6.041392685	12.64516129
mp-625632	6.041392685	5.428571429
mp-771264	6.1430148	10.76923077
mp-760684	5.925827575	12.57142857
mp-684841	4.850646235	10.4
mp-775918	6.884795364	20.4
mp-556527	5.916980047	20.66666667
mp-555846	5.591064607	16.28571429
mp-17770	5.383815366	15
mp-706243	5.880813592	6.8
mp-867930	5.041392685	7.846153846
mp-9427	5.923761961	12.36363636
mp-772748	5.158362492	13.52
mp-721287	5.334453751	6.068965517
mp-677136	6.158362492	17.6
mp-560899	5.411619706	6.117647059
mp-754920	5.021189299	20
mp-18578	6.117271296	25.14285714
mp-756323	5.781036939	12.5
mp-772605	4.713490543	14.18181818
mp-12012	7.136720567	35.14285714
mp-776407	6.250420002	27.77777778
mp-771890	4.762678564	13.45454545
mp-626024	5.646403726	9.714285714
mp-554138	5.876217841	24.22222222
mp-557728	6.668385917	23.2
mp-644852	6.257678575	13.6
mp-768159	4.799340549	11.81818182
mp-542749	6.068185862	33.73913043
mp-771335	6.635483747	12.30769231
mp-17894	6.673020907	23.64285714
mp-24165	5.389166084	8.2
mp-754175	4.956648579	11.63636364
mp-554592	5.831229694	14.22222222
mp-759602	5.561101384	23.81818182
mp-755835	6.604226053	15.11111111
mp-759161	5.382017043	3.8125
mp-12011	7.10720997	25.71428571
mp-573281	5.045322979	12.85714286
mp-772750	5.644438589	7.538461538
mp-762225	6.498310554	17.2
mp-29361	6.630427875	25.27272727
mp-559184	6.562292864	22.64
mp-568802	6.617000341	33.6
mp-698644	6.617000341	40.57142857
mp-28836	6.876794976	19
mp-690	6.167317335	15.55555556
mp-695314	6.206825876	11.66666667
mp-759849	6.292256071	13.18518519
mp-569084	6.434568904	14.75
mp-684783	6.652246341	34.58823529
mp-625249	6.346352974	6
mp-557180	5.444044796	17.85185185
mp-677454	6.322219295	27.07317073
mp-767576	6.440909082	7
mp-675801	6.607455023	20.25
mp-559768	6.158362492	19.45454545
mp-768958	6.053078443	24.23076923
mp-763903	6.51054501	11.73333333
mp-759028	6.807535028	13.46153846
mp-561303	6.682145076	18.8
mp-772758	5.658011397	23.63636364
mp-27234	6.357934847	20.33333333
mp-707290	5.187520721	29.68253968
mp-7305	5.832508913	18.33333333
mp-17008	6.170261715	19.2
mp-754075	5.305351369	13.81818182
mp-770454	6.648360011	18
mp-768373	6.155336037	39.6
mp-849802	6.451786436	52.2
mp-768695	6.717670503	21.27272727
mp-26630	6.328379603	10.8
mp-30063	6.322219295	13.07692308
mp-18987	5.794488047	11.90909091
mp-10517	6.193124598	10
mp-773040	6.025305865	31.72222222
mp-758140	6.361727836	10.05555556
mp-772850	6.120573931	28.54545455
mp-768207	6.840733235	11.16666667
mp-759141	6.260071388	13.44444444
mp-31980	6.532754379	10.22222222
mp-759485	6.595496222	11.66666667
mp-757002	5.037426498	12.36363636
mp-669328	5.505149978	45.11111111
mp-690866	5.238046103	10.71428571
mp-573888	6.217483944	25.2
mp-689973	6.692846919	9.692307692
mp-767415	5.547774705	12.45454545
mp-782034	6.294466226	18.66666667
mp-626354	5.46686762	5.578947368
mp-780402	6.919601024	12.90909091
mp-625948	4.880813592	4.428571429
mp-730691	7.096910013	11.17647059
mp-554704	6.612783857	9.75
mp-767556	5.506505032	10
mp-625868	4.797267541	4.428571429
mp-652274	5.745855195	15.64705882
mp-625238	6.103803721	15.06666667
mp-625937	4.198657087	4.428571429
mp-772783	6.294466226	11.18518519
mp-699606	4.970346876	14.06060606
mp-24456	5.338456494	9.4
mp-703393	6.178976947	4.857142857
mp-709039	6.117271296	8.444444444
mp-697317	5.252853031	14.52631579
mp-557301	6.257678575	11
mp-31746	4.556302501	9.071428571
mp-764248	5.041392685	10.22727273
mp-770579	6.193124598	47.71428571
mp-767538	4.692846919	13.27272727
mp-559234	5.964730921	14.88888889
mp-684816	6.440909082	14.2
mp-770427	6.62838893	28.28571429
mp-648805	5.149219113	17.69565217
mp-773111	6.161368002	28.8
mp-772032	6.64246452	50.4
mp-42089	7.120573931	15
mp-761780	7.227886705	11
mp-780671	7.120573931	26.8
mp-849636	6.972665592	26.8
mp-36641	6.639486489	44.35294118
mp-758413	6.755112266	17.2
mp-676644	6.864511081	45.64705882
mp-767265	5.756636108	36.63636364
mp-36165	5.850646235	13.13043478
mp-625565	6.23299611	13.2
mp-694955	6.544068044	15.46666667
mp-571177	6.201397124	61.71428571
mp-774074	5.387389826	18.47058824
mp-28016	5.610660163	13.93939394
mp-680676	6.783188691	29.57894737
mp-547017	6.093421685	12.54545455
mp-686042	5.491361694	14.30769231
mp-24181	5.707570176	13.25
mp-766256	6.017033339	26.4
mp-13274	5.442479769	9.111111111
mp-556662	5.900367129	10
mp-557134	6.004321374	10
mp-720704	5.685741739	12.42
mp-757791	6.004321374	20.975
mp-866613	5.646403726	8.482758621
mp-550925	6.025305865	14
mp-625475	5.469822016	7.142857143
mp-556865	6.079181246	7.333333333
mp-721293	5.117271296	6.901960784
mp-867681	6.465382851	11.875
mp-697960	5.440909082	9.657142857
mp-768821	6.075546961	18.30769231
mp-758174	6.645422269	18.21052632
mp-624688	6.960946196	26.57142857
mp-10426	6.902546779	17.42857143
mp-684652	4.397940009	7.333333333
mp-559373	6.305351369	20.14285714
mp-642320	4.444044796	30.24793388
mp-686747	5.748962861	15.77777778
mp-626701	6.123851641	8.6
mp-23349	6.492760389	14.6
mp-863076	6.978636948	26
mp-758810	6.839478047	17.76470588
mp-775911	6.563481085	22.72727273
mp-555966	6.31386722	17.5
mp-759568	6.799340549	15.63636364
mp-18901	6.59439255	26
mp-675425	6.264817823	38.24390244
mp-18938	6.80140371	33.71428571
mp-676109	5.44870632	16
mp-555790	6.833147112	23.55555556
mp-532524	6.340444115	16.28571429
mp-759444	6.899273187	14
mp-626565	6.357934847	10.33333333
mp-623837	6.831229694	10.28571429
mp-551135	6.350248018	15
mp-541335	6.28780173	14.31578947
mp-676979	6.158362492	11.14285714
mp-560453	6.222716471	19.13636364
mp-766207	6.688419822	18.32
mp-698454	6.613841822	7.32
mp-695449	5.522444234	13.7826087
mp-760103	6.06069784	22.54545455
mp-774754	5.079181246	19.23076923
mp-696482	5.480006943	9.375
mp-560622	5.797959644	10.5
mp-694979	6.252853031	11.10526316
mp-676975	6.414973348	16.76
mp-758059	6.342422681	41.20833333
mp-40519	6.496929648	18.24
mp-756007	5.731588765	11.875
mp-779257	5.627365857	11.875
mp-755445	5.564666064	10.25
mp-676467	6.212187604	10
mp-755821	5.938519725	8.625
mp-625452	6.546542663	12.28571429
mp-778661	6.227886705	15.125
mp-625172	5.354108439	6.666666667
mp-677193	5.033423755	7.666666667
mp-694012	6.201397124	10.69230769
mp-778743	5.401400541	8.625
mp-676449	3.728353782	9.833333333
mp-557492	6.480006943	17.26315789
mp-780050	6.705007959	33.2
mp-753769	6.064457989	21.91304348
mp-721011	5.049218023	19.95744681
mp-686585	2.974971994	12.74698795
mp-761869	5.769377326	21.91304348
mp-675395	6.965201701	5.8
mp-675541	5.944975908	25.89473684
mp-676611	6.820201459	40.84210526
mp-676802	3.752816431	18.22222222
mp-753842	6.093421685	19.23529412
mp-758379	6.746634199	23.13636364
mp-772661	6.371067862	13.39285714
mp-693773	4.318063335	6.530612245
mp-763253	7.40654018	10.85714286
mp-696649	6.759667845	26.85714286
mp-3926	6.146128036	33.28571429
mp-6402	5.660865478	14.5
mp-675678	6.532754379	44
mp-674465	5.484299839	20.57142857
mp-6406	5.761175813	10
mp-8184	5.940516485	12.5
mp-570598	6.230448921	11.44444444
mp-553881	5.861534411	10
mp-764559	6.944975908	10.27272727
mp-626448	5.387389826	6
mp-27063	5.921166051	10.25
mp-720244	5.7930916	10.4
mp-675223	6.217483944	43.07692308
mp-779046	5.252853031	8.625
mp-849786	5.309630167	5.483870968
mp-29703	6.361727836	12.44444444
mp-39159	6.164352856	17.1
mp-554260	5.993876915	16.52173913
mp-676673	5.992995098	11
mp-40186	5.992995098	18.2
mp-780238	6.103803721	35
mp-849394	6.071882007	9.625
mp-757964	5.814913181	12.75
mp-704942	6.198657087	9.782608696
mp-29193	6.478566496	16.94736842
mp-753460	6.155336037	46
mp-625803	5.465382851	4.962962963
mp-686572	7.103803721	20.23809524
mp-686543	7.170261715	20.88095238
mp-626225	5.527629901	4.296296296
mp-723064	6.281033367	26
mp-684801	6.089905111	21
mp-30325	5.599883072	18.34782609
mp-29541	6.721810615	50.44444444
mp-757793	6.068185862	10.84615385
mp-625856	6.404833717	15.4
mp-29407	6.720159303	48.44444444
mp-778554	6.08278537	9.571428571
mp-758942	6.045322979	6.846153846
mp-709030	6.826074803	6.79245283
mp-677482	6.23299611	12.44444444
mp-29018	6.720985744	24
mp-777477	6.149219113	10.83333333
mp-607953	6.450249108	33.88888889
mp-23376	6.307496038	34.44444444
mp-627291	5.517195898	8.157894737
mp-625109	6.303196057	3.5
mp-849365	6.609594409	18.66666667
mp-6708	6.710963119	21
mp-29408	6.334453751	32.44444444
mp-742801	6.071882007	8.411764706
mp-555805	6.303196057	16.44444444
mp-556154	6.28780173	12.75
mp-765358	5.245512668	8.5
mp-677002	5.530199698	27.53488372
mp-772074	7.11058971	49.84615385
mp-771955	6.873320602	37.38461538
mp-772034	6.939519253	54
mp-771883	6.584331224	24.92307692
mp-541032	6.622214023	44.76923077
mp-757343	6.562292864	29.65217391
mp-757457	6.372912003	19.38461538
mp-1599	6.629409599	6
mp-675450	6.103803721	37
mp-769517	5.255272505	10.27272727
mp-549389	6.499687083	5.555555556
mp-530303	5.741939078	15.14285714
mp-754610	6.946452265	46.5
mp-676650	5.615950052	13
mp-39003	5.499687083	10
mp-680679	6.856124444	29.78947368
mp-557343	6.217483944	13.83333333
mp-863387	4.790988475	10.53932584
mp-761033	6.658011397	31.75
mp-766325	6.471291711	48
mp-662823	6.387389826	35.62162162
mp-626506	6.11058971	6.666666667
mp-757574	5.835690571	28.34285714
mp-545541	5.378397901	9.111111111
mp-775485	6.149219113	29.09090909
mp-551267	5.285557309	20.66666667
mp-6632	6.133538908	10.88888889
mp-550895	5.336459734	12.66666667
mp-29365	6.352182518	12.54545455
mp-34038	6.656098202	7.6
mp-6388	6.227886705	13.16666667
mp-557881	4.11058971	10
mp-549565	6.340444115	5.555555556
mp-766275	6.06069784	34.68965517
mp-695325	7.11058971	25.93333333
mp-753069	6.428134794	36.26666667
mp-766885	6.290034611	20.36363636
mp-776452	6.981818607	13.04761905
mp-755206	6.621176282	13.04761905
mp-720658	5.442479769	13.05454545
mp-676473	6.487138375	18.79069767
mp-763344	6.276461804	11.33333333
mp-762351	6.390935107	10.88888889
mp-755881	6.474216264	16.47619048
mp-676314	5.537819095	23.44186047
mp-685352	5.694605199	14
mp-755491	6.257678575	14.76190476
mp-37947	6.789580712	8.727272727
mp-755526	6.889861721	16.47619048
mp-686077	6.439332694	22.66666667
mp-37727	6.220108088	23.90697674
mp-530245	6.017033339	25
mp-546787	6.568201724	10.5
mp-34857	6.475671188	10.5
mp-558708	6.243038049	21.30769231
mp-626550	6.068185862	10.33333333
mp-795621	5.86923172	11.63636364
mp-755046	6.925827575	22.42105263
mp-676459	6.371067862	16
mp-696940	6.777426822	5.259259259
mp-685928	6.086359831	28.4
mp-767636	7.161368002	12.28571429
mp-29959	6.64246452	37.6
mp-29246	6.92890769	26.33333333
mp-675419	6.915399835	23.5
mp-36053	6.583198774	10
mp-752467	6.567026366	16.5
mp-556916	6.31386722	27.5
mp-624234	6.53529412	32
mp-1340	6.394451681	32.8
mp-542200	5.890979597	29.42857143
mp-539	6.274157849	22
mp-673633	6.193124598	29.2
mp-542199	5.7930916	31.71428571
mp-32616	6.31386722	22
mp-778194	6.158362492	17.2
mp-754369	5.307496038	10
mp-674531	7.113943352	10.22222222
mp-561013	6.5774918	25.14285714
mp-344	6.745855195	6
mp-625555	5.961895474	6
mp-555743	5.170261715	11.42857143
mp-696156	5.974971994	8.285714286
mp-676278	5.773054693	12.28571429
mp-754604	5.605305046	14.5
mp-559875	5.618048097	14
mp-752401	6.06069784	23
mp-698132	5.610660163	7.647058824
mp-696853	5.675778342	10.6
mp-24389	5.485721426	6.769230769
mp-29825	4.795880017	11.77777778
mp-625145	5.238046103	4.363636364
mp-555313	6.089905111	25.6
mp-771185	4.6599162	15.77777778
mp-42508	5.403120521	10
mp-43068	4.988558957	12.69565217
mp-541291	6.096910013	13.71428571
mp-684589	6.853698212	41.33333333
mp-752561	5.814247596	19
mp-757144	5.10720997	8.133333333
mp-696347	5.505149978	7
mp-753515	6.787460475	24.25
mp-31373	5.08278537	4.193548387
mp-6318	5.969415912	10
mp-677526	5.414973348	20
mp-625474	5.598790507	7.142857143
mp-698170	5.673941999	8.2
mp-14535	5.546542663	12.76923077
mp-677613	6.672097858	20.76923077
mp-685991	6.824125834	8.222222222
mp-684704	5.810232518	3.333333333
mp-754855	5.600972896	8.153846154
mp-697645	5.369215857	6.384615385
mp-760506	6.542825427	10
mp-768330	6.743509765	16.90909091
mp-570957	6.621176282	45
mp-779525	4.26245109	11.95348837
mp-706566	5.902002891	12.24242424
mp-625957	6.562292864	15.84615385
mp-756570	6.531478917	27.75
mp-558277	6.492760389	26
mp-849475	6.257678575	12
mp-625789	6.748188027	20.44444444
mp-560423	5.56937391	11.45454545
mp-850882	5.056904851	9.782608696
mp-757624	6.340444115	25.875
mp-540440	6.738780558	11.2
mp-504910	5.980003372	17.33333333
mp-753572	6.521138084	12.69230769
mp-558219	6.750508395	13.81818182
mp-767641	6.041392685	11.2
mp-755492	6.463892989	11.45454545
mp-756443	6.687528961	24.75
mp-779602	4.982271233	14.18604651
mp-690508	6.311753861	21.2
mp-685300	5.683047038	16.3902439
mp-754637	6.389166084	11.45454545
mp-554716	6.515873844	13.875
mp-540193	6.356025857	10.36363636
mp-690525	6.487138375	11
mp-650960	5.396199347	12.76190476
mp-774721	6.1430148	16.54545455
mp-652663	6.214843848	19.77777778
mp-761527	6.367355921	10.71428571
mp-744533	6.389166084	8.666666667
mp-764501	6.252853031	10.8
mp-745180	6.597695186	6.8
mp-10419	6.639486489	17.5
mp-735481	4.346352974	4.857142857
mp-32352	5.868056362	10.38888889
mp-556281	6.136720567	10.61538462
mp-754459	5.748962861	9.25
mp-743771	5.350248018	14.62222222
mp-28408	6.045322979	22.6
mp-703542	5.622214023	7.142857143
mp-662565	5.361727836	14.26315789
mp-657300	5.608526034	20.85714286
mp-690548	6.866287339	10.72222222
mp-757306	5.553883027	10.44444444
mp-554646	6.350248018	16.30769231
mp-561256	6.880241776	19.6
mp-772160	7.385606274	51.42857143
mp-779064	6.056904851	8.272727273
mp-765761	4.80140371	11.5
mp-704299	6.049218023	12.16666667
mp-654305	5.800717078	17.86666667
mp-768918	5.374748346	12.0952381
mp-675701	6.788875116	41.42857143
mp-753575	6.753583059	48
mp-757303	5.792391689	11.96363636
mp-29354	6.650307523	34
mp-765640	6.318063335	26.91044776
mp-760863	6.475671188	12.07407407
mp-558543	5.713490543	9.142857143
mp-1683	6.804139432	35.5
mp-28397	6.730782276	47.47826087
mp-568927	6.915927212	50
mp-29849	6.915399835	26.90909091
mp-29337	6.890979597	42.28571429
mp-556225	6.889301703	36.66666667
mp-505747	6.983175072	35.16666667
mp-616255	7.004321374	30
mp-28347	6.330413773	22.75
mp-674849	6.675778342	33.33333333
mp-14447	6.936513742	37.42857143
mp-570803	6.943988875	45.14285714
mp-756801	6.733999287	12.76923077
mp-555853	7.004321374	31.23076923
mp-541979	7.201397124	71.14285714
mp-29682	6.711807229	36.57142857
mp-9922	6.916453949	30
mp-29376	6.440909082	16.8
mp-759915	5.862131379	13.375
mp-27802	7.10720997	34
mp-562394	5.946452265	15.92592593
mp-9509	6.611723308	24.5
mp-696804	6.240549248	18
mp-24007	5.338456494	23.6
mp-569613	7.012837225	23.4
mp-753673	5.848804701	33.33333333
mp-697144	6.056904851	11.5
mp-780293	6.103803721	22.90909091
mp-626173	6.380211242	21
mp-20606	6.008600172	31.6
mp-30018	6.447158031	45.14285714
mp-24428	6.356025857	7
mp-531590	5.352182518	10.45614035
mp-768740	6.170261715	23.47826087
mp-4691	6.710963119	20.66666667
mp-561551	5.895422546	14.72727273
mp-560222	4.592176757	10
mp-557752	5.257678575	14.85714286
mp-542214	5.911157609	13.47826087
mp-558240	5.178976947	10.92307692
mp-772986	5.348304863	12.15384615
mp-775466	5.365487985	12.21052632
mp-10476	6.033423755	14.58333333
mp-625465	6.553883027	13.71428571
mp-13282	7.123851641	47
mp-542451	4.374748346	12.88888889
mp-707176	5.810232518	8.740740741
mp-768867	6.979548375	12.5
mp-772726	5.881384657	10.76923077
mp-625409	6.563481085	12.71428571
mp-2309	6.971275849	37.2
mp-561424	5.774516966	11.33333333
mp-767417	5.507855872	10.66666667
mp-23723	5.209515015	10.25
mp-560176	5.238046103	10.88888889
mp-756876	4.966141733	14.61538462
mp-684679	6.06069784	21.57894737
mp-767431	5.688419822	11.38461538
mp-767562	5.012837225	14.16666667
mp-768670	5.679427897	11.23076923
mp-767414	4.831229694	15.16666667
mp-772777	5.133538908	13.23076923
mp-561179	5.519827994	35
mp-768503	5.729974286	14.46153846
mp-772832	4.830588669	15.5
mp-767523	5.561101384	13.41666667
mp-696175	5.621176282	8
mp-768141	5.357934847	13.75
mp-767573	5.190331698	13.91666667
mp-768154	5.586587305	9.384615385
mp-767462	5.326335861	11.5
mp-756968	5.307496038	11.84615385
mp-768120	5.572871602	10.83333333
mp-772780	5.445604203	10.61538462
mp-768200	6.021189299	12.5
mp-770380	6.506505032	26.15384615
mp-768195	6.021189299	12.58333333
mp-768220	6.053078443	10.16666667
mp-556859	6.766412847	44
mp-752515	6.413299764	25.38461538
mp-555013	5.990338855	35.25
mp-22023	6.591064607	31
mp-768585	6.436162647	27.53846154
mp-770646	7.068185862	13.69230769
mp-754034	5.677606953	13.66666667
mp-28967	6.551449998	30.28571429
mp-17187	5.595496222	15.07142857
mp-756769	5.611723308	15
mp-775916	5.426511261	11.81818182
mp-6560	6.44870632	12
mp-768556	6.787460475	12.30769231
mp-773176	6.071882007	10.41666667
mp-567221	5.856124444	5.866666667
mp-644332	6.428134794	14.2
mp-630760	6.28780173	16.90909091
mp-570388	5.882524538	3.666666667
mp-777777	6.245512668	3.379310345
mp-559061	6.567026366	25.5
mp-23750	5.970346876	4.352941176
mp-772395	6.831229694	10
mp-569812	5.891537458	18.8
mp-771304	6.909020854	10.46153846
mp-559336	6.298853076	19.58333333
mp-24124	6.588831726	15.83333333
mp-757172	6.7084209	12.30769231
mp-778969	5.392696953	15.14285714
mp-669543	6.307496038	18.54545455
mp-6568	6.589949601	13.6
mp-554842	5.867467488	24.22222222
mp-3395	6.729974286	19.2
mp-11114	6.852479994	33
mp-754061	6.783188691	12.30769231
mp-11115	6.881384657	35.25
mp-1707	6.195899652	14
mp-560845	6.307496038	24.72727273
mp-772561	5.710963119	12.85714286
mp-571260	6.892651034	45.66666667
mp-696949	6.469822016	10.44444444
mp-754251	6.976349979	14.15384615
mp-768582	6.646403726	14.76923077
mp-774255	5.992553518	12.15384615
mp-775907	6.212187604	20.4
mp-561489	6.451786436	24.6
mp-13292	6.113943352	36
mp-561096	6.161368002	36.1
mp-556762	5.465382851	9.384615385
mp-779389	6.049218023	19.2
mp-684477	6.198657087	10.95652174
mp-770700	6.238046103	10.66666667
mp-722189	6.437750563	10
mp-561470	5.867467488	17.46666667
mp-772155	6.36361198	15.33333333
mp-771804	6.975891136	12.66666667
mp-768097	6.146128036	9
mp-36903	6.348304863	10
mp-559235	6.198657087	4.545454545
mp-557606	6.937016107	24.28571429
mp-608354	6.491361694	21.375
mp-19447	6.184691431	22
mp-767518	5.582063363	10
mp-646182	6.298853076	12.72
mp-571061	6.374748346	32.125
mp-556726	5.671172843	24.66666667
mp-770349	6.491361694	9.272727273
mp-554896	5.1430148	15.89473684
