mpid	log(PF_p*10^9)	mean_Number
mp-38950	6.941511433	22.72727273
mp-16945	5.774516966	22.66666667
mp-17129	5.928395852	18.66666667
mp-752755	6.068185862	17.2
mp-754658	6.167317335	19
mp-770359	6.201397124	23
mp-23373	5.808885867	25.66666667
mp-29312	6.017033339	51.66666667
mp-560098	6.113943352	22.33333333
mp-767419	5.36361198	8.181818182
mp-28048	5.736396502	40
mp-768988	6.475671188	19.81818182
mp-568108	6.336459734	39.66666667
mp-23970	6.041392685	8.136363636
mp-27352	6.225309282	32
mp-568848	5.928395852	21.66666667
mp-27522	5.711807229	17.55555556
mp-555942	6.269512944	22.05882353
mp-647226	6.901458321	26
mp-581217	6.045322979	21.29411765
mp-540686	6.442479769	17.5
mp-29423	6.184691431	41.16666667
mp-541218	6.51054501	8.318181818
mp-667373	6.093421685	10
mp-31043	5.426511261	3.75
mp-554282	6.045322979	16.7
mp-558534	6.149219113	16.4
mp-23922	6.167317335	4
mp-23875	6.652246341	9.222222222
mp-556631	6.397940009	17.2
mp-556666	5.723455672	18.75
mp-13726	5.475671188	13.03448276
mp-556132	5.911157609	10
mp-554397	6.46834733	10
mp-15728	5.382017043	12.57142857
mp-557366	5.777426822	9.142857143
mp-27308	5.692846919	15.8
mp-560046	6.710117365	39.07692308
mp-636654	6.509202522	25.57142857
mp-558188	6.492760389	34
mp-28432	6.50242712	59.16666667
mp-5966	5.625312451	25.42857143
mp-638005	6.626340367	16.66666667
mp-779294	5.499687083	18.18181818
mp-29424	6.912222057	35.85714286
mp-556798	6.715167358	31.75
mp-755856	6.136720567	15.14285714
mp-4279	5.673941999	15.5
mp-29332	6.214843848	39.14285714
mp-4425	6.285557309	50.15384615
mp-542903	6.635483747	29.2
mp-28657	6.017033339	14.57142857
mp-570983	6.227886705	37.2
mp-8360	7.120573931	44.5
mp-554053	6.071882007	15.14285714
mp-21137	6.155336037	22
mp-20944	5.937517892	27.14285714
mp-21452	6.235528447	39.71428571
mp-764236	6.501059262	8.555555556
mp-752537	6.281033367	25.71428571
mp-558332	5.80140371	29.6
mp-864993	6.717670503	21.33333333
mp-768382	5.963787827	15.86666667
mp-556872	5.764176132	14.75
mp-19393	6.744292983	18.75
mp-556078	6.230448921	15.71428571
mp-560591	6.252853031	10.8
mp-554191	6.648360011	20.85714286
mp-540610	6.485721426	27.67741935
mp-556343	5.949390007	15.14285714
mp-778103	6.037426498	12.85714286
mp-557395	6.123851641	8.75
mp-27278	6.40654018	5.666666667
mp-555939	6.401400541	16.66666667
mp-600219	6.975891136	6.238095238
mp-679944	7.120573931	30.38095238
mp-24834	5.86332286	4.666666667
mp-557130	6.77815125	21.25
mp-777893	6.017033339	10.6
mp-29654	6.463892989	2.8
mp-568713	6.328379603	13.28571429
mp-651231	5.936010796	15.5
mp-23927	6.567026366	5.36
mp-707466	6.045322979	8.625
mp-566278	6.655138435	24.5
mp-20878	6.271841607	45
mp-571582	7.100370545	58.66666667
mp-5537	6.178976947	22.4
mp-672237	6.403120521	45
mp-768342	7.195899652	21.71428571
mp-559319	5.673020907	13.27272727
mp-17816	4.992553518	11.63636364
mp-741045	5.424881637	9.411764706
mp-18584	6.72916479	26.75
mp-18005	6.758911892	14.85714286
mp-720861	5.494154594	3.9
mp-17750	6.910624405	27
mp-556894	6.614897216	33.5
mp-6055	6.859138297	27.75
mp-667371	5.966141733	10
mp-541513	6.57054294	18.42857143
mp-18099	6.426511261	21.71428571
mp-29594	6.550228353	20.44444444
mp-16903	6.283301229	19.14285714
mp-7018	6.64246452	25.6
mp-766324	6.907948522	48
mp-554863	6.598790507	17.26315789
mp-557589	5.95230801	16.28571429
mp-30299	6.328379603	21.5
mp-560107	6.731588765	19.14285714
mp-696315	6.503790683	7
mp-772534	6.840733235	30
mp-557635	5.862727528	19.85714286
mp-504922	7.271841607	34.33333333
mp-768604	6.632457292	25.71428571
mp-730972	4.481442629	9.913043478
mp-2455	6.959518377	47.33333333
mp-19795	6.904174368	32.5
mp-570155	7.5132176	30.66666667
mp-21575	6.612783857	43
mp-1413	7.356025857	24.66666667
mp-2695	7.176091259	59.33333333
mp-22882	6.053078443	46.66666667
mp-28584	5.868056362	58.33333333
mp-766	7.290034611	36.66666667
mp-560872	5.812244697	10.4
mp-21604	6.534026106	33.1
mp-604304	5.870988814	12.37037037
mp-17375	5.758911892	18.4
mp-600026	6.419955748	10
mp-559814	6.359835482	20
mp-557467	5.624282096	6.923076923
mp-22888	6.436162647	30
mp-541568	6.630427875	15.4
mp-570137	6.451786436	10.82758621
mp-559064	5.56937391	17.73333333
mp-18420	6.418301291	32.4
mp-556298	4.886490725	4.608695652
mp-559067	5.95568775	22.66666667
mp-22857	6.683047038	19.33333333
mp-30096	6.892651034	31.6
mp-558014	6.178976947	16
mp-10553	6.271841607	7.090909091
mp-6105	5.610660163	31.26666667
mp-624117	6.348304863	20.41666667
mp-28291	6.269512944	11.46666667
mp-19185	6.705007959	12.09090909
mp-581026	4.741939078	8.272727273
mp-560839	6.851869601	10.57142857
mp-690698	6.167317335	12.85714286
mp-695945	5.913813852	7.904761905
mp-22405	6.73479983	8.545454545
mp-607436	5.591064607	23.66666667
mp-746670	5.82672252	4.325
mp-27850	7.294466226	15.33333333
mp-570157	6.948901761	27.33333333
mp-17830	7.214843848	39.75
mp-560054	6.301029996	40.66666667
mp-28929	7.161368002	45
mp-28458	7.100370545	51.66666667
mp-27246	7.008600172	40.66666667
mp-8840	5.643452676	13.6
mp-510341	7.324282455	46.5
mp-560607	6.780317312	25.2
mp-27702	6.222716471	24.66666667
mp-559419	2.96425963	17.78571429
mp-505698	5.531478917	10.03225806
mp-8871	6.086359831	15.14285714
mp-504474	6.526339277	20.5
mp-623854	6.285557309	16.5
mp-8872	6.181843588	12.57142857
mp-4693	5.807535028	14.33333333
mp-779593	5.88592634	14.4
mp-18742	6.751279104	21.8
mp-756086	6.59439255	16.2
mp-776970	6.656098202	13
mp-27502	6.045322979	10
mp-28728	6.093421685	30.64285714
mp-19100	6.818885415	18.6
mp-560354	5.824776462	13.8
mp-667349	6.753583059	28.28
mp-16608	7.093421685	38.8
mp-720283	7.123851641	9.9
mp-555487	5.88422877	22
mp-28597	6.751279104	31.2
mp-6764	6.44870632	16.28571429
mp-568001	5.641474111	36.5
mp-10913	5.975431809	16
mp-16610	7.283301229	49.6
mp-680193	6.565847819	11.39130435
mp-568293	5.771587481	14.8
mp-766467	6.103803721	16
mp-568436	5.475671188	24.28571429
mp-771645	6.328379603	46
mp-721084	5.996511672	7.4
mp-753737	6.608526034	11.66666667
mp-16970	5.768638101	10
mp-28364	5.660865478	27.6
mp-755217	6.257678575	36.4
mp-643701	6.593286067	16.25
mp-27742	5.673020907	20.4
mp-776023	5.851869601	17.2
mp-23522	6.056904851	25.66666667
mp-3552	5.890421019	8.222222222
mp-556814	6.071882007	18.14285714
mp-5026	5.915399835	10
mp-27622	6.383815366	24
mp-28856	6.431363764	31.55555556
mp-28857	6.322219295	26.22222222
mp-772876	6.225309282	50
mp-9749	6.127104798	11.42857143
mp-11165	5.301029996	10
mp-756798	6.507855872	46
mp-3123	6.629409599	31.66666667
mp-754967	6.338456494	23.33333333
mp-769283	5.432969291	24.66666667
mp-554264	6.523746467	24.56
mp-772109	6.910624405	18.85714286
mp-769147	5.779596491	16.23529412
mp-667426	6.017033339	29.63636364
mp-556932	6.50242712	24
mp-25908	5.264817823	12.11764706
mp-559562	6.136720567	18.25
mp-5746	7.041392685	19.5
mp-768315	6.471291711	18.44444444
mp-556585	5.948901761	14.33333333
mp-27792	5.283301229	10.69565217
mp-775980	6.567026366	18.66666667
mp-706579	6.068185862	11.5
mp-17765	6.553883027	24.88888889
mp-770692	6.426511261	20.44444444
mp-758957	4.716837723	15.64705882
mp-16771	6.720159303	15
mp-542233	5.968482949	33.85714286
mp-766348	6.378397901	48
mp-18373	6.753583059	17.25
mp-772342	6.725094521	22.92307692
mp-771047	6.567026366	19.88888889
mp-34475	6.722633923	24.33333333
mp-752460	6.380211242	14.33333333
mp-778385	5.703291378	7.75
mp-696658	6.53529412	4.166666667
mp-29001	6.096910013	25
mp-771771	6.485721426	30.66666667
mp-672958	6.526339277	11.66666667
mp-768093	5.802089258	10.88888889
mp-17953	6.56937391	15.77777778
mp-16025	6.045322979	13.05882353
mp-696490	5.98721923	10
mp-778347	6.530199698	10.83333333
mp-759360	6.037426498	13.44444444
mp-772400	6.075546961	14.66666667
mp-683981	6.526339277	28.58333333
mp-19516	6.571708832	20.23529412
mp-558964	6.214843848	16
mp-19521	6.57054294	14.58823529
mp-763199	6.29666519	10.66666667
mp-559560	6.865103975	18.93333333
mp-680180	6.004321374	10.125
mp-28279	6.928395852	31
mp-606691	6.478566496	18
mp-8986	5.953276337	18.78571429
mp-759870	6.440909082	33.33333333
mp-4575	5.489958479	13.6
mp-7656	4.995635195	11.8
mp-657338	6.079181246	10
mp-557154	5.826074803	14.5
mp-13998	5.178976947	10
mp-4066	5.526339277	16.5
mp-505121	6.540329475	36.22222222
mp-769368	6.624282096	27.75
mp-5525	5.757396029	12
mp-558432	5.536558443	12
mp-735022	5.399673721	12.28571429
mp-568545	5.491361694	42.33333333
mp-573635	6.409933123	42.22222222
mp-28217	6.514547753	37.5
mp-2125	6.638489257	22.66666667
mp-776890	5.582063363	27.33333333
mp-29397	7.079181246	48
mp-769262	5.049218023	16.6
mp-14680	6.488550717	24.22222222
mp-22841	6.396199347	32.22222222
mp-619034	5.838219222	13.6
mp-583345	5.683047038	38.30769231
mp-541431	5.790988475	9.6
mp-720296	5.505149978	6.52173913
mp-559109	6.012837225	27.875
mp-7652	4.926342447	16.8
mp-29097	5.501059262	54
mp-706489	5.361727836	6.75
mp-707324	5.871572936	5.272727273
mp-13603	5.810232518	10.33333333
mp-561027	5.804820679	10
mp-774753	6.093421685	7.8
mp-24053	5.796574333	11.77777778
mp-15960	5.5132176	6
mp-697268	5.546542663	12
mp-721279	5.204119983	6.25
mp-707571	5.361727836	5.416666667
mp-16585	6.037426498	13
mp-23662	5.57863921	4.4
mp-24355	5.655138435	4.545454545
mp-14743	5.881954971	33.75
mp-707368	5.653212514	6.571428571
mp-778752	6.414973348	24.44444444
mp-768960	6.004321374	5.2
mp-707536	4.46686762	12.28571429
mp-24359	5.158362492	7.25
mp-568441	6.968949681	4.666666667
mp-720376	5.836324116	7.8
mp-10368	7.240549248	25.33333333
mp-14988	6.857332496	18.75
mp-568557	6.641474111	31
mp-557364	5.214843848	11.81818182
mp-24640	6.033423755	11.31578947
mp-680122	6.212187604	12.14285714
mp-13500	6.049218023	18.6875
mp-31356	6.155336037	23
mp-24733	5.932980822	7.565217391
mp-28563	6.809559715	39
mp-703527	6.161368002	4.4
mp-568965	6.217483944	12
mp-553972	7.093421685	14.5
mp-707023	5.829303773	4.545454545
mp-560794	5.894869657	19
mp-780403	6.264817823	19
mp-7214	6.26245109	20.75
mp-770416	6.81756537	28.22222222
mp-776268	6.721810615	13
mp-781015	6.431363764	26.22222222
mp-560666	5.752816431	30
mp-680395	7.012837225	24
mp-558763	6.130333768	26.36363636
mp-616463	6.315970345	8.4
mp-24656	6.178976947	9.789473684
mp-23634	6.158362492	19
mp-570194	6.432969291	3.454545455
mp-769038	6.545307116	14.25
mp-703380	6.401400541	7
mp-669496	6.85672889	58
mp-23316	5.939519253	13
mp-570480	6.390935107	36.6
mp-695995	6.457881897	14.30769231
mp-722862	6.045322979	9.8
mp-561117	5.873901598	16
mp-27780	6.184691431	22.2
mp-653096	6.413299764	18.85714286
mp-559228	7.075546961	30
mp-27485	6.380211242	15.77777778
mp-556904	5.812913357	14.22222222
mp-760091	6.298853076	12.45454545
mp-650510	6.401400541	11.75
mp-560331	6.872156273	20.28571429
mp-744605	6.33243846	8.7
mp-24156	6.271841607	8.636363636
mp-571432	5.324282455	48.375
mp-559568	6.10720997	16.22222222
mp-679991	5.604226053	45.09090909
mp-647549	5.835690571	14.75
mp-667369	6.657055853	16.48
mp-604583	5.456366033	7.368421053
mp-28791	6.176091259	21
mp-540628	6.079181246	26.42857143
mp-707929	5.967547976	6.235294118
mp-744517	5.498310554	7
mp-560928	5.198657087	20.25
mp-30003	6.206825876	21.16666667
mp-28046	5.996511672	43.33333333
mp-29197	6.596597096	38.8
mp-554788	5.571708832	14.28571429
mp-605665	4.691965103	5.487179487
mp-655052	5.741939078	8.333333333
mp-662643	5.617000341	12.90909091
mp-720586	5.729974286	7.333333333
mp-758806	6.602059991	5.545454545
mp-556406	5.906873535	11.57142857
mp-21838	5.874481818	17.27272727
mp-707987	5.7084209	7.19047619
mp-559493	5.305351369	16.4
mp-777567	5.462397998	10.83333333
mp-654447	4.675778342	14.73684211
mp-721180	6.212187604	7.333333333
mp-745199	5.921166051	7.333333333
mp-700	7.155336037	33
mp-691	7.748962861	42
mp-29374	6.992111488	42.33333333
mp-2095	6.806179974	46
mp-3858	6.378397901	21.6
mp-5193	7.152288344	25.2
mp-23712	7.264817823	4.666666667
mp-22996	6.521138084	46
mp-569707	6.392696953	50.66666667
mp-23020	6.572871602	56.66666667
mp-21166	7.004321374	46.66666667
mp-2160	6.877946952	40.8
mp-365	7.46686762	6.4
mp-761755	7.267171728	10.64285714
mp-571465	6.87909588	56.66666667
mp-23041	6.696356389	40
mp-22982	6.547774705	36
mp-22971	6.426511261	34
mp-28413	6.809559715	33.5
mp-583052	6.942999593	47.33333333
mp-23357	6.776701184	31.33333333
mp-568570	7.565847819	52.8
mp-570590	6.365487985	46.8
mp-23408	6.85672889	51.81818182
mp-614572	6.933993164	22
mp-757850	6.868056362	19.81818182
mp-27252	6.727541257	57.6
mp-505284	6.40654018	47.42857143
mp-30456	7.318063335	41.33333333
mp-571146	6.631443769	40
mp-22856	6.556302501	42.8
mp-2576	6.756636108	36
mp-27655	6.683047038	52.33333333
mp-568761	6.440909082	49.5
mp-765493	6.723455672	28.22222222
mp-601286	6.939019776	46.33333333
mp-601257	6.939519253	46.5
mp-559276	6.845718018	18.85714286
mp-1509	7.173186268	29.6
mp-8725	7.130333768	34
mp-28316	6.622214023	14.5
mp-12027	6.793790385	51.2
mp-29237	7.167317335	52.33333333
mp-11265	6.611723308	42
mp-21365	6.551449998	29.6
mp-18335	6.771587481	38.44444444
mp-16921	6.583198774	21.55555556
mp-697084	6.8162413	36
mp-558849	6.380211242	36
mp-29372	6.604226053	48.6
mp-766422	6.29666519	19.5
mp-569501	7.465382851	35.33333333
mp-4019	6.541579244	13.2
mp-31086	7.164352856	14.33333333
mp-12455	6.926342447	32.5
mp-761916	6.222716471	20.83333333
mp-12453	6.962369336	32
mp-7756	7.212187604	30.66666667
mp-755790	6.698100546	35.6
mp-782065	6.773054693	13.75
mp-753508	6.709269961	16
mp-978	6.480006943	42
mp-556111	6.904715545	27.33333333
mp-4192	7.004321374	20
mp-644751	6.920645001	6
mp-616327	6.096910013	50.85714286
mp-28029	7.158362492	22
mp-3733	5.897627091	28.85714286
mp-505743	6.613841822	21.42857143
mp-17927	6.98721923	56.57142857
mp-29827	6.556302501	55.63636364
mp-14550	6.564666064	18.8
mp-866811	6.834420704	23.6
mp-17153	6.986771734	56.28571429
mp-30949	6.900367129	27.2
mp-567391	6.707570176	43.85714286
mp-567681	6.411619706	48.4
mp-643727	6.705863712	31.5
mp-22997	6.589949601	44.66666667
mp-28270	6.744292983	21.33333333
mp-16870	6.359835482	43.66666667
mp-28219	6.792391689	46.8
mp-654109	6.72427587	27.5
mp-13003	6.037426498	20.8
mp-27373	6.356025857	25.33333333
mp-2511	6.681241237	33.33333333
mp-17786	6.972665592	55.42857143
mp-18101	5.973127854	27.33333333
mp-8754	6.399673721	22
mp-553903	5.324282455	14
mp-541375	6.184691431	18.22222222
mp-759825	6.382017043	33.33333333
mp-772025	6.190331698	25.09090909
mp-540805	6.86923172	29.71428571
mp-754897	5.899820502	35.71428571
mp-23496	6.045322979	51.33333333
mp-622171	5.720985744	20.625
mp-28595	6.017033339	21.33333333
mp-3917	5.948901761	22.85714286
mp-19727	6.899820502	25.5
mp-23399	5.713490543	46.66666667
mp-865865	6.849419414	38.57142857
mp-703295	6.152288344	25.66666667
mp-30156	6.307496038	7.333333333
mp-644236	6.526339277	18
mp-643770	6.536558443	12.85714286
mp-18008	6.269512944	40
mp-568745	6.550228353	42
mp-28218	6.868056362	36
mp-540688	5.703291378	24
mp-556247	6.640481437	36.14285714
mp-5637	6.152288344	21
mp-569152	6.423245874	28
mp-554944	6.808885867	11.14285714
mp-8885	6.445604203	34
mp-644741	6.831229694	24.4
mp-634326	5.829303773	12
mp-643385	6.462397998	25
mp-8850	6.686636269	36
mp-1125	6.977266212	7.333333333
mp-769778	6.414973348	19.77777778
mp-756909	5.782472624	27.2
mp-756654	6.311753861	22.66666667
mp-1403	6.742725131	34.4
mp-29698	6.161368002	17.81818182
mp-31468	6.06069784	10
mp-438	6.733999287	33.6
mp-5970	6.622214023	29.2
mp-18501	6.640481437	50.8
mp-2632	5.673941999	27
mp-29036	6.736396502	28.28571429
mp-567744	6.093421685	36
mp-568796	6.271841607	53.2
mp-505496	6.611723308	12.16666667
mp-540586	6.463892989	39.33333333
mp-571473	6.206825876	35.6
mp-13718	5.545307116	17.2
mp-556841	6.431363764	34.8
mp-756452	6.460897843	30.4
mp-756118	6.465382851	30.2
mp-772609	6.72427587	23.77777778
mp-769321	6.283301229	16
mp-17612	6.079181246	22.57142857
mp-17854	6.071882007	16.57142857
mp-23730	6.767897616	5.2
mp-29454	6.436162647	21.66666667
mp-29693	5.718501689	28.66666667
mp-759707	6.257678575	23.81818182
mp-769263	6.336459734	27.6
mp-772413	5.744292983	10
mp-4682	6.403120521	17.6
mp-697170	6.260071388	9.272727273
mp-23915	5.813580989	10.27272727
mp-24356	5.91750551	12.22222222
mp-3075	6.611723308	36.25
mp-740718	6.037426498	7
mp-640053	5.556302501	25.66666667
mp-560026	5.884795364	8.666666667
mp-755792	6.238046103	25.2
mp-756469	6.474216264	32.2
mp-17673	6.320146286	27.4
mp-756979	6.214843848	27.2
mp-752435	6.46686762	31.8
mp-755138	6.404833717	26.6
mp-754171	5.877371346	33.33333333
mp-22574	6.776701184	23.25
mp-23131	6.184691431	18.66666667
mp-23390	5.918554531	27.2
mp-3051	6.139879086	12.57142857
mp-625404	6.198657087	7.5
mp-29573	6.526339277	28.90909091
mp-756762	6.459392488	31.6
mp-755574	6.344392274	21.6
mp-770472	6.45331834	32.4
mp-24337	5.812913357	9.333333333
mp-4438	5.88536122	18.8
mp-754578	6.225309282	24.8
mp-567601	5.863917377	20.66666667
mp-4698	4.230448921	15.92592593
mp-756978	6.225309282	31.14285714
mp-18132	5.828659897	29.11111111
mp-560114	6.29666519	26.5
mp-776439	6.382017043	31
mp-554481	5.238046103	19.28
mp-23291	6.450249108	38.66666667
mp-3081	6.330413773	8.857142857
mp-7205	5.971275849	14
mp-30119	5.668385917	28.75
mp-505001	5.563481085	35.11111111
mp-756182	6.113943352	15.33333333
mp-23740	5.527629901	8.888888889
mp-555585	5.860338007	24.66666667
mp-754145	6.442479769	32
mp-27865	6.146128036	16.4
mp-752442	6.378397901	32.85714286
mp-696582	6.609594409	22
mp-754004	6.127104798	21.5
mp-755416	6.167317335	24.4
mp-16253	6.683947131	30
mp-17394	6.068185862	16.28571429
mp-754203	6.372912003	30.8
mp-2895	6.164352856	10
mp-560818	5.549003262	15.88888889
mp-562569	6.506505032	30.85714286
mp-15257	6.781036939	46.4
mp-6383	5.683947131	12.33333333
mp-759242	5.967547976	8.736842105
mp-653454	6.257678575	19.42857143
mp-561457	6.328379603	16.28571429
mp-18673	5.800029359	18.85714286
mp-3196	6.089905111	23
mp-10233	6.540329475	11.33333333
mp-5126	6.245512668	13
mp-766966	5.680335513	16.54545455
mp-7995	5.615950052	8.857142857
mp-17975	5.991226076	14.85714286
mp-6684	5.949877704	15.14285714
mp-6812	5.857332496	17.42857143
mp-1270	6.715167358	36
mp-555387	5.602059991	12.15384615
mp-23553	6.544068044	29.75
mp-3795	6.361727836	13.6
mp-5285	5.942504106	14.33333333
mp-4449	6.687528961	32.57142857
mp-505782	5.411619706	22.57142857
mp-558458	5.965201701	10
mp-11623	6.214843848	26
mp-755991	6.086359831	19
mp-15081	6.753583059	45.2
mp-9186	6.383815366	21.2
mp-769310	6.798650645	27.5
mp-6160	5.836956737	17.42857143
mp-753564	6.501059262	26.28571429
mp-6493	5.891537458	11.14285714
mp-6032	5.322219295	10.76923077
mp-866870	6.403120521	21.65217391
mp-17660	6.662757832	38
mp-27425	6.041392685	11.2
mp-768263	6.58546073	29.55555556
mp-3372	5.457881897	17.42857143
mp-555118	5.346352974	10
mp-510328	6.716003344	16
mp-555182	5.975891136	9
mp-13680	5.751279104	16
mp-23007	7.283301229	40
mp-12431	5.418301291	16
mp-12262	5.545307116	17.2
mp-9323	6.7084209	35.6
mp-559969	6.103803721	20
mp-558162	5.553883027	14.33333333
mp-3009	5.240549248	16.28571429
mp-6419	5.46686762	9.384615385
mp-849271	6.640481437	24.8
mp-768814	6.120573931	18.75
mp-4529	5.665580991	12.28571429
mp-555770	5.409933123	8.727272727
mp-756402	6.1430148	14
mp-15066	6.086359831	16.85714286
mp-758587	5.711807229	10.25
mp-5251	6.11058971	12.66666667
mp-559786	6.556302501	18.83333333
mp-2139	7.217483944	40
mp-2173	6.136720567	10
mp-23416	6.152288344	14.85714286
mp-15408	5.790988475	14.33333333
mp-28877	6.688419822	52.57142857
mp-8870	6.117271296	11.42857143
mp-505274	5.704150517	10
mp-17891	6.113943352	13.71428571
mp-696701	6.726727209	27
mp-695948	5.28780173	6.444444444
mp-558938	6.361727836	20.47058824
mp-559062	5.769377326	11.33333333
mp-3457	5.614897216	12.75
mp-17434	5.387389826	18.125
mp-28679	5.882524538	30.33333333
mp-757747	6.582063363	17.2
mp-557463	6.292256071	10.61538462
mp-569427	6.136720567	33.11111111
mp-6441	5.963787827	12.28571429
mp-6643	6.613841822	28.66666667
mp-558628	5.736396502	7.714285714
mp-561076	6.77815125	29
mp-771049	6.965201701	8.75
mp-3032	4.865103975	13
mp-13981	5.960470778	11.6
mp-767403	7.017033339	11.71428571
mp-555692	5.852479994	17.33333333
mp-18449	6.198657087	17
mp-27714	5.832508913	4
mp-561368	5.810232518	10
mp-706586	5.352182518	6
mp-18040	5.387389826	19
mp-720391	4.875061263	5.2
mp-29221	5.469822016	11.6
mp-5926	5.44870632	13.2
mp-625159	5.707570176	6.666666667
mp-626222	5.965201701	5.833333333
mp-505771	5.33243846	7.222222222
mp-779846	6.691081492	27.53846154
mp-30231	5.866877814	22.66666667
mp-752418	6.727541257	38
mp-770936	6.583198774	21.55555556
mp-570005	6.572871602	39
mp-696403	6.089905111	5.5
mp-18177	7.096910013	39.5
mp-28433	5.278753601	14.33333333
mp-30206	5.222716471	17.33333333
mp-759821	6.037426498	21.4
mp-6495	6.644438589	29.11111111
mp-770296	6.890979597	24.375
mp-562977	5.555094449	14
mp-768731	7.056904851	15.75
mp-3446	6.390935107	29.71428571
mp-759405	5.709269961	31
mp-10837	5.315970345	13.27272727
mp-605821	6.608526034	37.57142857
mp-277	7.133538908	21.14285714
mp-559715	5.445604203	11.05263158
mp-504948	6.276461804	12.57142857
mp-17412	6.075546961	29.42857143
mp-2878	5.816903839	7
mp-638061	6.640481437	21.66666667
mp-866474	6.158362492	22
mp-608490	6.133538908	28.4
mp-31097	6.411619706	6
mp-559385	6.352182518	29.14285714
mp-16919	6.899820502	28.75
mp-9371	5.916980047	23.75
mp-20489	6.240549248	28.8
mp-768234	6.120573931	28.25
mp-556075	6.338456494	28.85714286
mp-22908	6.198657087	33.5
mp-774715	6.307496038	22.3
mp-766929	6.604226053	20.13333333
mp-619661	6.481442629	52.57142857
mp-18042	6.322219295	28.57142857
mp-4160	6.862131379	49.25
mp-557685	6.840106094	27.5
mp-567716	6.176091259	27
mp-30077	6.318063335	34.2
mp-753009	6.320146286	13.33333333
mp-12271	6.641474111	14
mp-772823	6.322219295	23.75
mp-756458	6.348304863	21
mp-561877	5.768638101	23.5
mp-29349	6.678518379	8
mp-554568	5.6599162	3.75
mp-697981	5.653212514	16.66666667
mp-754414	6.23299611	27.71428571
mp-771235	5.80685803	29.55555556
mp-752793	5.773054693	13.33333333
mp-23199	6.350248018	30
mp-28727	6.713490543	35.86666667
mp-762352	6.633468456	3.230769231
mp-18138	6.720985744	35.42857143
mp-558046	6.411619706	14.2
mp-559882	6.357934847	25.2
mp-7405	6.45484486	19.8
mp-17989	6.271841607	17
mp-755405	6.158362492	27.14285714
mp-752725	6.149219113	17
mp-28695	6.477121255	7.2
mp-601202	5.936513742	7.833333333
mp-720287	5.255272505	5.463414634
mp-11347	5.770115295	23
mp-559764	6.365487985	20.64285714
mp-17799	5.517195898	11.81818182
mp-766448	6.828015064	13.11111111
mp-17805	6.536558443	35.25
mp-30224	5.760422483	14.92307692
mp-7792	7.198657087	21.6
mp-29605	6.184691431	26.85714286
mp-4056	6.525044807	13.42857143
mp-17088	6.697229343	22
mp-555844	7.012837225	25
mp-624249	6.012837225	8.727272727
mp-723109	6.681241237	10.10810811
mp-30301	6.217483944	8.666666667
mp-16848	6.619093331	40.25
mp-4325	6.096910013	12.36363636
mp-765457	6.334453751	11
mp-697264	6.10720997	14.5
mp-755213	6.609594409	20
mp-17918	6.480006943	28.5
mp-6633	6.719331287	10
mp-753246	6.715167358	26.28571429
mp-770853	6.833784375	9.888888889
mp-606912	6.394451681	11.6
mp-560208	5.549003262	15.73333333
mp-542031	6.575187845	23
mp-28329	6.605305046	60
mp-17769	6.206825876	13.71428571
mp-17980	6.611723308	20.57142857
mp-863427	6.645422269	13.53846154
mp-30209	6.59439255	2
mp-779858	6.680335513	25.72727273
mp-17998	5.901458321	20.28571429
mp-558523	6.750508395	23
mp-779552	6.505149978	21.75
mp-17048	6.557507202	30.28571429
mp-753327	6.5289167	18.85714286
mp-29848	6.559906625	20
mp-28127	6.825426118	14.57142857
mp-3822	6.478566496	13.6
mp-608106	6.562292864	23.77777778
mp-4626	6.614897216	10
mp-771834	6.679427897	26.54545455
mp-7238	7.004321374	17.8
mp-764783	6.387389826	11
mp-647343	5.876217841	32.5
mp-706632	5.661812686	8.333333333
mp-17143	6.064457989	30.85714286
mp-757145	6.56937391	16.16666667
mp-557763	6.691081492	25.18181818
mp-10383	6.620136055	47.33333333
mp-773067	6.701567985	30.27272727
mp-559583	6.06069784	26.66666667
mp-752555	6.209515015	26.28571429
mp-30057	5.868644438	5.333333333
mp-23404	6.71432976	24.66666667
mp-4434	6.610660163	20.4
mp-10821	6.563481085	21.5
mp-779096	6.689308859	30.54545455
mp-625663	6.742725131	9.5
mp-19269	6.706717782	21.6
mp-3792	6.675778342	15.2
mp-557807	5.866877814	31.33333333
mp-768942	6.683947131	22
mp-556087	6.158362492	32.57142857
mp-556974	6.352182518	11
mp-556021	5.897077003	26.4
mp-553939	6.365487985	10
mp-29304	6.357934847	24.6
mp-31116	6.5289167	20.4
mp-672186	6.08278537	19.8
mp-768254	6.320146286	25.54545455
mp-31118	6.804820679	21.4
mp-1875	5.278753601	15.14285714
mp-9173	6.781036939	12.66666667
mp-683501	5.694605199	8.307692308
mp-560144	5.991226076	27.2
mp-771816	6.622214023	26.27272727
mp-28555	5.813580989	14
mp-30157	7.045322979	31.5
mp-770816	6.762678564	24.25
mp-558159	6.255272505	17.5
mp-17283	6.683947131	29.25
mp-5163	6.852479994	25.2
mp-771121	6.553883027	28.25
mp-4350	6.657055853	20.57142857
mp-770386	6.278753601	10.42857143
mp-755165	6.979092901	16.8
mp-744208	5.698970004	17.54545455
mp-567433	6.428134794	35.5
mp-3719	6.383815366	27
mp-25082	5.904715545	9.692307692
mp-758987	6.534026106	10.63636364
mp-18725	6.704150517	17.4
