mpid,formula,crystal_system,e_hull,band_gap,formation,space_group
mp-11008,BaPSe3,2,0,2.1651,-1.294053818,14
mp-28419,K2TeSe3,2,0,1.7896,-0.844382747,14
mp-909,As2Se3,2,0,1.4466,-0.139482854,14
mp-28278,Na2GeSe3,2,0,1.6256,-0.987196638,14
mp-17148,Na3GaSe3,2,0,2.0844,-1.16056519,14
mp-29022,K2GeSe4,2,0,1.7867,-1.016514825,14
mp-1201155,Cu5Se4(ClO6)2,2,0,0.0,-1.075102962,14
mp-28303,Na3SiSe4,2,0,1.7548,-1.030623323,14
mp-28393,P3Se4I,2,0,1.6437,-0.346165106,14
mp-27532,Si(PbSe2)2,2,0,1.8131,-0.627275367,14
mp-568379,KInSnSe4,2,0,1.3747,-0.941647967,14
mp-1202969,Tc3Se4I,2,0,0.9837,-0.828587204,14
mp-1221692,MnCuSe4,2,0,0.0,-0.398957841,14
mp-15380,Sb9Se4F39,2,0,1.9267,-2.510395861,14
mp-624200,Re3Se4Br,2,0,1.4421,-0.767853884,14
mp-28566,NaTiSe4,2,0,0.916,-1.172793048,14
mp-17465,Gd2Cu(SeO3)4,2,0,0.0,-2.105749019,14
mp-1214500,Cs2Re3Se4I3,2,0,2.0739,-1.061102915,14
mp-1198737,CsTc3(Se2Br)2,2,0,1.0219,-1.13752168,14
mp-18267,La2Cu(SeO3)4,2,0,0.429,-2.041895562,14
mp-1209628,RbGaSnSe4,2,0,1.3781,-0.990595327,14
mp-4727,Ba(SbSe2)2,2,0,0.8717,-1.065743429,14
mp-556303,CuBi2(SeO3)4,2,0,0.0,-1.36520515,14
mp-540940,Ti(TlSe)4,2,0,2.1544,-0.881379006,14
mp-29767,Pt5Se4,2,0,0.0,-0.383304858,14
mp-505750,Rb(SnSe2)2,2,0,0.8822,-0.876201388,14
mp-562404,Li2Co3(SeO3)4,2,0,2.6422,-1.497162878,14
mp-1216305,VSb(SeO3)4,2,0,1.5958,-1.53788581,14
mp-1201552,Ga2Cu(SeO3)4,2,0,0.7535,-1.461585172,14
mp-1202357,CsRe3(Se2Br)2,2,0,1.4231,-1.051287062,14
mp-1201376,ZnIn2(SeO3)4,2,0,3.8886,-1.520745784,14
mp-1192595,Ba2SnSe4,2,0,1.2646,-1.633364206,14
mp-17874,Sm2Cu(SeO3)4,2,0,0.52,-2.003239493,14
mp-1205478,SbSe5F6,2,0,1.4677,-1.590816174,14
mp-573109,Sm2Se5O13,2,0,3.6065,-1.662407098,14
mp-680168,K2Re3C2Se5N2,2,0,1.1218,-0.683996958,14
mp-1204061,K4As2Se5,2,0,1.1592,-1.021338617,14
mp-18112,Sr2Ge2Se5,2,0,1.1029,-1.325382537,14
mp-622199,KCuP2Se5,2,0,0.8444,-0.61302625,14
mp-628804,K2EuSiSe5,2,0,0.339,-1.347061447,14
mp-582708,Cs3GeAsSe5,2,0,1.7514,-1.028562325,14
mp-568855,K2Hg(PSe3)2,2,0,1.3922,-0.778263398,14
mp-11643,K2Mg(PSe3)2,2,0,1.6572,-0.973371605,14
mp-555589,Fe2(Se2O5)3,2,0,0.7094,-1.312157954,14
mp-541897,Rb2Cd(PSe3)2,2,0,1.7917,-0.854305311,14
mp-555802,Zn3Fe2(SeO3)6,2,0,2.4708,-1.455990136,14
mp-1211534,KPr(PSe3)2,2,0,2.0113,-1.091347222,14
mp-558202,Fe2Cu3(SeO3)6,2,0,0.2582,-1.24859309,14
mp-569435,KBi(PSe3)2,2,0,1.3545,-0.6842497,14
mp-569618,NaCe(PSe3)2,2,0,0.1414,-1.024768515,14
mp-541916,Rb2Ag(AsSe2)3,2,0,1.2402,-0.700409,14
mp-1195020,PrTl(PSe3)2,2,0,1.8205,-0.932716351,14
mp-1203611,Ga2Cu3(SeO3)6,2,0,0.0481,-1.337022179,14
mp-570593,RbAg2(AsSe2)3,2,0,1.0057,-0.526920764,14
mp-1195195,CeTl(PSe3)2,2,0,0.0,-0.914590577,14
mp-863753,Cs2Mn(PSe3)2,2,0,0.965,-0.859256494,14
mp-1201929,BaLa(SbSe3)2,2,0,0.6453,-1.379474266,14
mp-1213727,Cs2(PSe2)3,2,0,1.3135,-0.765813169,14
mp-567864,TlBi(PSe3)2,2,0,1.3847,-0.528126861,14
mp-560955,Ba2Mn3(SeO3)6,2,0,0.9861,-1.836990161,14
mp-571662,KLa(PSe3)2,2,0,1.9747,-1.134322815,14
mp-1195547,LaTl(PSe3)2,2,0,1.7775,-0.97493126,14
mp-541915,K2Ag(AsSe2)3,2,0,1.2346,-0.691736012,14
mp-1200516,In2Cu3(SeO3)6,2,0,0.3895,-1.297736702,14
mp-1204289,Cs4BiAs3Se7,2,0,1.4739,-0.92321307,14
