mpid,formula,crystal_system,e_hull,band_gap,formation,space_group
mp-1201509,Rb3B(SeO4)3,3,0,3.0595,-1.721882506,73
mp-29955,Hg3(SeI)2,3,0,1.1701,-0.519706646,74
mp-1226303,CrAgSnSe4,3,0,0.0041,-0.660701051,74
mp-637206,AlBiSeCl4,4,0,2.5424,-1.589050787,82
mp-866695,ReTeSeCl4,4,0,2.3069,-1.016345361,82
mp-20731,In2HgSe4,4,0,0.6337,-0.587147222,82
mp-4730,Ga2HgSe4,4,0,0.9168,-0.600496146,82
mp-1223893,InAgGeSe4,4,0,0.857,-0.623049189,82
mp-1232332,ZnCu2SiSe4,4,0,0.5549,-0.637532579,82
mp-7907,Al2ZnSe4,4,0,2.1529,-1.10077395,82
mp-3038,Al2HgSe4,4,0,1.4254,-0.825231305,82
mp-1221609,MnGa(CuSe2)2,4,0,0.0344,-0.635049937,82
mp-15776,Zn(GaSe2)2,4,0,1.4001,-0.915275578,82
mp-10955,Sn(HgSe2)2,4,0,0.2753,-0.319070227,82
mp-1228963,AlAgSnSe4,4,0,1.1072,-0.769702025,82
mp-1228980,AlCuGeSe4,4,0,0.8905,-0.743088371,82
mp-1229027,AlCuSnSe4,4,0,0.5513,-0.772785169,82
mp-3772,Cd(GaSe2)2,4,0,1.3487,-0.885353439,82
mp-22607,Zn(InSe2)2,4,0,0.9929,-0.861168598,82
mp-20261,Mn(GaSe2)2,4,0,0.8566,-0.806760576,82
mp-22304,Cd(InSe2)2,4,0,0.9564,-0.834326585,82
mp-1224210,InCuGeSe4,4,0,0.6493,-0.629379917,82
mp-1224851,GaCuGeSe4,4,0,0.7335,-0.658216346,82
mp-3159,Al2CdSe4,4,0,2.0047,-1.075488398,82
mp-3167,Hg2GeSe4,4,0,0.4336,-0.502389456,82
mp-1224848,GaAgSnSe4,4,0,0.8903,-0.675288989,82
mp-37829,La5TlSe8,4,0,1.3004,-2.131377053,82
mp-21165,PdSe,4,0,0.0,-0.391958783,84
mp-1199840,Cs5As(PSe3)4,4,0,1.4867,-0.884979815,84
mp-568380,Tl5Se3,4,0,0.0,-0.415048587,85
mp-569349,Rb2HgPSe5,4,0,1.3781,-0.856853477,86
mp-8866,La10Se19,4,0,0.575,-2.088301256,86
mp-14613,Pr10Se19,4,0,0.3177,-1.954018045,86
mp-14650,Nd10Se19,4,0,0.2941,-1.953054456,86
mp-29832,Sm10Se19,4,0,0.2701,-1.934532605,86
mp-1087497,V5Se4,4,0,0.0,-0.722309207,87
mp-11765,Ti5Se4,4,0,0.0,-1.26958342,87
mp-675989,Tl9BiSe6,4,0,0.7463,-0.551899418,87
mp-676274,Tl9SbSe6,4,0,0.741,-0.427286423,87
mp-505357,InSeI,4,0,1.5132,-0.836150989,88
mp-1095230,CaSeO4,4,0,3.2683,-1.82580116,88
mp-561911,Ca3Co(SeO3)4,4,0,2.7444,-2.077041974,88
mp-1194813,Rh2(Se3Br2)3,4,0,1.3799,-0.733257515,88
mp-1196619,Ir2(Se3Cl2)3,4,0,1.5989,-0.386400144,88
mp-1195597,Ir2(Se3Br2)3,4,0,1.5193,-0.709220229,88
mp-559613,K6Se2O9,4,0,1.6318,-1.720683794,92
mp-29310,Si2H6Se,4,0,3.7464,-0.101391558,96
mp-30531,Ta2Se8I,4,0,0.0,-0.907677567,97
mp-1220298,Ni17(GeSe)4,4,0,0.0,-0.363539274,99
mp-557295,V(SeO3)2,4,0,1.9721,-1.614258437,103
mp-1223442,KSnAuSe3,4,0,1.4173,-0.821640634,103
mp-1223690,KAgSnSe3,4,0,1.2891,-0.817842756,103
mp-1225836,Cu4Bi3Pb(SeO)4,4,0,0.0,-0.9764427,107
mp-973793,Li8SeN2,4,0,1.7523,-0.750440787,109
mp-28423,Ga2TeSe2,4,0,1.6141,-0.620183087,109
mp-1212167,In5CuSe8,4,0,0.4548,-0.650566009,111
mp-20683,Cu3Se2,4,0,0.0,-0.189889616,113
mp-7548,BaSe3,4,0,0.926,-1.391277738,113
mp-7818,Pd4Se,4,0,0.0,-0.167827365,114
mp-28768,Na4SnSe4,4,0,1.4647,-1.120886811,114
mp-1226784,Ce2Mn(SeO)2,4,0,0.0,-2.61600102,115
mp-31292,Rb2PdSe16,4,0,0.851,-0.673330731,117
mp-628305,K2MnSnSe4,4,0,0.2896,-1.018125357,118
mp-1221565,MnTlCuSe2,4,0,0.0054,-0.537863501,119
mp-12855,Cu2HgGeSe4,4,0,0.0,-0.4781898,121
mp-10967,CdCu2GeSe4,4,0,0.0,-0.570855356,121
mp-1079645,K2CdSnSe4,4,0,1.6721,-1.052944497,121
mp-568968,K2SnHgSe4,4,0,1.4785,-0.949722536,121
mp-1147776,K3VSe4,4,0,1.0358,-1.122689515,121
mp-9814,Cu3SbSe4,4,0,0.0,-0.232113537,121
mp-16566,Cu2SnHgSe4,4,0,0.0,-0.507165616,121
mp-1025340,Cu2WSe4,4,0,1.2757,-0.400722725,121
mp-22400,MnCu2SnSe4,4,0,0.0,-0.559845412,121
mp-675626,Cu3AsSe4,4,0,0.0,-0.193227767,121
mp-22811,InCuSe2,4,0,0.0,-0.555774406,122
mp-4840,GaCuSe2,4,0,0.0398,-0.573650895,122
mp-15514,NaSe2,4,0,1.1815,-0.685783831,122
mp-558555,LiFe(SeO3)2,4,0,2.6596,-1.592147142,122
mp-14090,TlCuSe2,4,0,0.0,-0.30041236,122
mp-5518,GaAgSe2,4,0,0.2492,-0.688034592,122
mp-1198930,LiGa(SeO3)2,4,0,4.2558,-1.717476522,122
mp-983565,CuBSe2,4,0,1.487,-0.186407558,122
mp-8016,AlCuSe2,4,0,0.8922,-0.756334193,122
mp-14091,AlAgSe2,4,0,1.1352,-0.852677169,122
mp-20554,InAgSe2,4,0,0.0,-0.651237781,122
mp-20187,LiInSe2,4,0,1.5731,-1.056964434,122
mp-32689,Pr2Se3,4,0,1.4256,-2.190777714,122
mp-32688,Nd2Se3,4,0,1.4285,-2.191013234,122
mp-32798,La2Se3,4,0,1.539,-2.342295032,122
mp-28089,P4Se3I2,4,0,2.0716,-0.333772753,122
mp-32578,Ce2Se3,4,0,0.0,-2.100741785,122
mp-39033,Sr(NdSe2)2,4,0,1.7524,-2.242733372,122
mp-36407,Nd2EuSe4,4,0,0.4907,-2.250445118,122
mp-36819,Sr(CeSe2)2,4,0,0.0,-2.161931339,122
mp-33569,Sr(LaSe2)2,4,0,1.6753,-2.358940672,122
mp-37859,Sr(PrSe2)2,4,0,1.7497,-2.246160954,122
mp-1173369,Pr2EuSe4,4,0,0.5078,-2.252477565,122
mp-505138,K2PdSe10,4,0,1.1765,-0.756974782,122
mp-37312,Na(La2Se3)4,4,0,0.0,-2.248723238,122
mp-675013,Na(Ce2Se3)4,4,0,0.0,-2.061993972,122
mp-1025222,ZnPd5Se,4,0,0.0,-0.393209515,123
mp-1102524,In2Pd8Se,4,0,0.0,-0.437894264,123
mp-1077944,HgPd5Se,4,0,0.0,-0.272027339,123
mp-1025371,CdPd5Se,4,0,0.0,-0.353180235,123
mp-22395,KCeSe4,4,0,0.0,-1.453518733,125
mp-628185,K3NaSn3Se8,4,0,1.4211,-1.019696193,125
mp-571164,Rb3AgSn3Se8,4,0,1.1725,-0.917866302,125
mp-571085,Ga2BiSe4,4,0,1.8901,-0.818415905,126
mp-571623,Al2BiSe4,4,0,2.2404,-1.01824725,126
mp-29138,KAuSe2,4,0,0.885,-0.708253692,127
mp-1208533,Ta3Se12I,4,0,0.1797,-0.907533224,128
mp-23410,Nb3Se12I,4,0,0.0742,-0.940372059,128
mp-1079647,BaAgSeF,4,0,1.2693,-2.263657034,129
mp-4628,ZrSiSe,4,0,0.0,-1.207684296,129
mp-20311,FeSe,4,0,0.0,-0.507918761,129
mp-8658,CsNaSe,4,0,2.027,-1.236933473,129
mp-7917,HfGeSe,4,0,0.0,-1.090815744,129
mp-21356,EuCuSeF,4,0,0.0305,-2.202238134,129
mp-552488,LaCuSeO,4,0,1.5381,-2.3130671,129
mp-8756,KLiSe,4,0,2.5249,-1.41947941,129
mp-9195,BaCuSeF,4,0,1.4265,-2.238796895,129
mp-23116,CuBiSeO,4,0,0.3006,-0.962171816,129
mp-16236,KAgSe,4,0,0.4822,-0.811976039,129
mp-9250,RbLiSe,4,0,2.3089,-1.337456629,129
mp-13962,HfSiSe,4,0,0.0,-1.133158002,129
mp-4878,ZrGeSe,4,0,0.0,-1.190350564,129
mp-1191916,Ag5PSeO4,4,0,0.3076,-1.134599115,129
mp-7433,NaCuSe,4,0,0.0477,-0.722765901,129
mp-2273942,TmAsSe,4,0,0.0,-1.532292777,129
mp-8732,Ta2Se,4,0,0.0,-0.512051233,129
mp-12620,NdSeF,4,0,0.9158,-3.23021055,129
mp-1018665,CeSe2,4,0,0.0,-1.916278437,129
mp-1018707,GdSe2,4,0,0.0,-1.789611788,129
mp-28920,Tl5Se2Cl,4,0,0.5641,-0.717590541,130
mp-1195087,Tl4PbSe3,4,0,0.2813,-0.493712768,130
mp-669410,K2Mn(SnSe3)2,4,0,0.8791,-0.939914773,130
mp-1195072,K2Zn(SnSe3)2,4,0,1.5684,-0.980549351,130
mp-1199790,Cs10P4PdSe16,4,0,1.2531,-1.073260975,131
mp-10489,Cs2Ti(CuSe2)2,4,0,1.3642,-1.170877257,132
mp-726,SeO2,4,0,3.2874,-0.723586133,135
mp-1209912,Pd3Se2S,4,0,0.3222,-0.418261584,135
mp-861871,SeI2,4,0,0.9079,-0.219242426,136
mp-10480,CsAg5Se3,4,0,0.0031,-0.471762516,136
mp-30313,Tb2Se2O7,4,0,3.2199,-2.590950094,138
mp-619928,Zr(Se2Cl3)2,4,0,1.3208,-1.020735787,138
mp-29420,Hf(Se2Cl3)2,4,0,1.3131,-1.03627263,138
mp-552098,Bi2SeO2,4,0,0.3687,-1.369466349,139
mp-5000,Tl(CuSe)2,4,0,0.0,-0.31575111,139
mp-1078664,Pr2Mn2Se2O3,4,0,0.5565,-2.456342694,139
mp-557020,Sr3Fe2Cu2Se2O5,4,0,0.0,-1.924792678,139
mp-1080029,Ba2Mn2Se2OF2,4,0,0.0,-2.546695323,139
mp-567657,K(CuSe)2,4,0,0.0,-0.643476324,139
mp-1079069,La2Mn2Se2O3,4,0,0.6198,-2.587418603,139
mp-550306,YCu2Bi2(SeO2)2,4,0,0.0,-1.740900029,139
mp-38494,Y4AsSe3,4,0,0.0,-2.001360929,139
mp-1836,TlSe,4,0,0.198,-0.373153116,140
mp-22232,TlInSe2,4,0,0.7351,-0.672915077,140
mp-23488,Tl5Se2I,4,0,0.7102,-0.616950168,140
mp-28921,Tl5Se2Br,4,0,0.3854,-0.686702976,140
mp-1211225,KTlSe2,4,0,1.3576,-0.872298193,140
mp-607785,Rb6LiNd11Se12(Cl4O9)4,4,0,3.2922,-2.37914942,140
mp-645405,Rb6LiPr11Se12(Cl4O9)4,4,0,3.2871,-2.373568472,140
mp-38593,Sm2AsSe,4,0,0.0,-2.007836053,141
mp-35388,LiSmSe2,4,0,1.5106,-1.928351616,141
mp-14912,La4Si2Se3O7,4,0,2.2305,-3.260341733,141
mp-14836,Pr4Si2Se3O7,4,0,2.3921,-3.168626902,141
mp-31285,Cs2PdSe8,4,0,1.1887,-0.843102777,142
mp-531600,Na3B5Se9,4,0,2.7845,-0.707823131,142
mp-558535,La10Se14O,4,0,1.5519,-2.438595034,142
mp-1219892,Pr6Ge3Se14,5,0,1.2058,-1.619456177,143
mp-1220273,Nd6Ge3Se14,5,0,1.165,-1.616972818,143
mp-754598,Hg3SeO6,5,0,0.4373,-0.54718626,144
mp-569702,KPSe3,5,0,1.4182,-0.799751222,144
mp-27313,NbSeF9,5,0,5.0491,-2.544760142,146
mp-504894,MgH12SeO9,5,0,5.0692,-1.448723103,146
mp-1228984,AlCu(PSe3)2,5,0,0.8799,-0.558878993,146
mp-1181839,Cs4Sr(SnSe3)3,5,0,1.6162,-1.212186766,146
mp-1223486,La9Al5Se21,5,0,1.694,-1.903148168,146
mp-1220064,Pr9Al5Se21,5,0,1.7884,-1.797958491,146
mp-1218878,Sm9Al5Se21,5,0,1.6432,-1.79753074,146
mp-1220655,Nd9Al5Se21,5,0,1.7754,-1.796041817,146
mp-17516,Ca10P6SeO24,5,0,3.7475,-3.280614031,147
mp-1219672,Rb(Nb3Se4)2,5,0,0.3993,-1.147805926,147
mp-1223931,K(Ti3Se4)2,5,0,0.0,-1.468723663,147
mp-640950,NaB9Se8,5,0,1.9422,-0.516334924,147
mp-1229235,Cs(Ti3Se4)2,5,0,0.0,-1.468362163,147
mp-1223754,K(Nb3Se4)2,5,0,0.3909,-1.147290646,147
mp-1219673,Rb(Ti3Se4)2,5,0,0.0,-1.470684774,147
mp-865961,K3Bi(AsSe2)6,5,0,1.3987,-0.691586421,147
mp-4855,Li2SeO4,5,0,3.8324,-1.848552499,148
mp-568883,Pr3SiSe2N3,5,0,2.0836,-1.786797428,148
mp-975924,Ge3Ir2Se3,5,0,0.5894,-0.648177628,148
mp-8695,MnPSe3,5,0,0.0,-0.540280137,148
mp-1079559,CdPSe3,5,0,1.0486,-0.581421915,148
mp-570152,Co2(SnSe)3,5,0,0.3384,-0.54208813,148
mp-756970,Al2(SeO4)3,5,0,3.0578,-1.757804682,148
mp-2832,Cr2Se3,5,0,0.0,-0.810428132,148
mp-30943,MgPSe3,5,0,2.0382,-0.881643759,148
mp-5094,Co2(GeSe)3,5,0,0.3737,-0.523631975,148
mp-976401,Ge3Rh2Se3,5,0,0.3303,-0.679848658,148
mp-1194504,Sn3Ir2Se3,5,0,0.4376,-0.536635254,148
mp-569126,AgBi(PSe3)2,5,0,1.2778,-0.470835583,148
mp-9888,Ir3Se8,5,0,0.0,-0.361656985,148
mp-1407,Rh3Se8,5,0,0.0,-0.454999517,148
mp-1196748,LiMn3H6(SeO3)8,5,0,1.6131,-1.43049079,148
mp-1220574,Nb9TlSe12,5,0,0.0,-1.092800468,148
mp-21836,K2In12Se19,5,0,0.8491,-0.882789966,148
mp-1213156,CsFe(SeO4)2,5,0,2.2281,-1.42821181,150
mp-1209140,RbGa(SeO4)2,5,0,2.5128,-1.511128384,150
mp-571464,RbPSe3,5,0,1.123,-0.805161338,152
mp-17252,BaCu2GeSe4,5,0,0.3567,-0.952095912,152
mp-1018722,HgSe,5,0,1.0432,-0.236920713,154
mp-2056,Ni3Se2,5,0,0.0,-0.286681586,155
mp-1221424,Na2(TaSe2)3,5,0,0.0,-1.083698018,155
mp-1216648,TiTeSe,5,0,0.0,-1.212468431,156
mp-1216698,TiSeS,5,0,0.0,-1.523746619,156
mp-675349,DyCuSe2,5,0,1.0668,-1.419405726,156
mp-1221646,MnCdSe2,5,0,0.2055,-0.723800653,156
mp-1201686,Tl2Mo3SeO12,5,0,2.3865,-1.723248382,159
mp-651332,SeBr4,5,0,2.206,-0.737292879,159
mp-680015,Re3(SeBr)7,5,0,1.3152,-0.778112466,159
mp-569806,K5Na(Ti2Se9)3,5,0,0.8225,-1.189826084,159
mp-570021,Ti6Tl5AgSe27,5,0,0.6648,-0.955324132,159
mp-16000,Cs5Ti6AgSe27,5,0,0.5904,-1.171232224,159
mp-16001,Rb5Ti6AgSe27,5,0,0.5623,-1.157896254,159
mp-15651,NiSe,5,0,0.0,-0.329132801,160
mp-1218953,SnGe4Te4Se,5,0,0.6133,-0.386365155,160
mp-1206603,RbCrSe2,5,0,1.0185,-1.018215508,160
mp-8612,Sb2TeSe2,5,0,0.4864,-0.498195292,160
mp-1221500,MnZnSe2,5,0,0.2439,-0.777117986,160
mp-3532,CrAgSe2,5,0,0.4239,-0.596073167,160
mp-1217996,TaCu3Se3S,5,0,1.6491,-0.780868981,160
mp-7684,Tl3AsSe3,5,0,0.8814,-0.512025156,160
mp-1221561,MnZn3(CrSe2)8,5,0,0.1763,-0.84625915,160
mp-8704,K3SbSe4,5,0,1.4318,-1.028999832,161
mp-1219630,Re6Se7Br4,5,0,1.6949,-0.808052,161
mp-20902,InAg(PSe3)2,5,0,0.6041,-0.503013942,163
mp-13383,ScAg(PSe3)2,5,0,1.6441,-0.805521451,163
mp-13385,TmAg(PSe3)2,5,0,1.7789,-0.832254243,163
mp-13384,ErAg(PSe3)2,5,0,1.7618,-0.833160903,163
mp-13973,Gd2SeO2,5,0,1.3547,-3.355567464,164
mp-769284,Dy2SeO2,5,0,2.1479,-3.47381259,164
mp-754640,Ce2SeO2,5,0,0.0,-3.353261035,164
mp-13975,Er2SeO2,5,0,2.1741,-3.483933183,164
mp-753920,Tm2SeO2,5,0,2.1129,-3.50354808,164
mp-13971,Nd2SeO2,5,0,2.1511,-3.337557991,164
mp-7233,La2SeO2,5,0,2.4067,-3.489723551,164
mp-1029330,Hf2SeN2,5,0,0.6071,-1.950856107,164
mp-13972,Sm2SeO2,5,0,2.1358,-3.385129292,164
mp-1206825,Lu2SeO2,5,0,2.0255,-3.499854684,164
mp-13974,Ho2SeO2,5,0,2.1517,-3.476937466,164
mp-755340,Tb2SeO2,5,0,2.1407,-3.481766116,164
mp-1069558,Ce2SeN2,5,0,0.9476,-1.90679296,164
mp-4764,Pr2SeO2,5,0,2.1691,-3.341832924,164
mp-752658,Y2SeO2,5,0,2.1613,-3.444614326,164
mp-1206373,LiHfSe2,5,0,0.0,-1.482287629,164
mp-985831,HfSe2,5,0,0.5342,-1.564946299,164
mp-2194,TiSe2,5,0,0.0,-1.426344963,164
mp-9386,CsAu3Se2,5,0,2.1741,-0.637049269,164
mp-1206595,LiTiSe2,5,0,0.0,-1.460510835,164
mp-9385,RbAu3Se2,5,0,1.7326,-0.608776529,164
mp-665,SnSe2,5,0,0.7018,-0.423896769,164
mp-1001615,LiZrSe2,5,0,0.0,-1.56655716,164
mp-694,VSe2,5,0,0.0,-0.833392346,164
mp-1115,PtSe2,5,0,0.6193,-0.463916126,164
mp-2076,ZrSe2,5,0,0.3296,-1.580534294,164
mp-1009581,CrSe2,5,0,0.0,-0.768557238,164
mp-1096867,Cd(CuSe)2,5,0,0.0,-0.503492671,164
mp-541487,TlPt2Se3,5,0,0.462,-0.52807404,164
mp-1102023,HgPt2Se3,5,0,0.0,-0.430176132,164
mp-7038,TlPd2Se3,5,0,0.0347,-0.458453155,164
mp-29624,Mg2Al2Se5,5,0,1.97,-1.303387148,164
mp-8132,Li(TiSe2)3,5,0,0.0,-1.44130491,164
mp-29666,Bi2Te2Se,5,0,0.5442,-0.585136745,166
mp-3525,Sb2Te2Se,5,0,0.1308,-0.453608981,166
mp-27617,Ce2SeF4,5,0,0.0,-3.809894139,166
mp-22473,NaInSe2,5,0,1.0192,-1.009197115,166
mp-13313,ScTlSe2,5,0,0.6146,-1.452744161,166
mp-10782,RbTbSe2,5,0,1.9336,-1.9679524,166
mp-10780,RbSmSe2,5,0,1.899,-1.965809699,166
mp-703253,RbFeSe2O7,5,0,0.0,-1.51365476,166
mp-569393,GdTlSe2,5,0,0.4741,-1.583077545,166
mp-568062,DyTlSe2,5,0,1.2525,-1.611610018,166
mp-10779,RbNdSe2,5,0,1.8958,-1.961647512,166
mp-999472,NaLaSe2,5,0,2.2767,-1.978805695,166
mp-569507,TbTlSe2,5,0,1.2733,-1.618032431,166
mp-10784,RbErSe2,5,0,1.9769,-1.955691798,166
mp-1220879,NaSbSe2,5,0,0.6375,-0.727243492,166
mp-15793,LiTbSe2,5,0,1.5013,-1.926553914,166
mp-999474,NaHoSe2,5,0,1.8867,-1.988734831,166
mp-10781,RbGdSe2,5,0,1.0339,-1.976551806,166
mp-569178,HoTlSe2,5,0,1.2785,-1.605807921,166
mp-1067744,YTlSe2,5,0,1.2608,-1.616571717,166
mp-999137,SmTlSe2,5,0,1.2219,-1.613880871,166
mp-999461,NaPrSe2,5,0,1.7927,-1.952799965,166
mp-1229011,AgSnSe2,5,0,0.0,-0.522192775,166
mp-8584,NaErSe2,5,0,1.9258,-1.98220459,166
mp-10783,RbHoSe2,5,0,1.9587,-1.958008407,166
mp-1006891,KSmSe2,5,0,1.8906,-2.0416105,166
mp-15792,LiGdSe2,5,0,1.1717,-1.926430369,166
mp-1218995,SmGdSe2,5,0,0.0,-2.05330718,166
mp-999289,PrTlSe2,5,0,1.2621,-1.589741347,166
mp-15796,LiHoSe2,5,0,1.5729,-1.96255001,166
mp-1222885,LaErSe2,5,0,0.0,-2.103320804,166
mp-1001611,LuTlSe2,5,0,1.2129,-1.589240394,166
mp-1067280,TmTlSe2,5,0,1.1879,-1.59556289,166
mp-999448,NaYSe2,5,0,1.8434,-1.997453905,166
mp-568588,NdTlSe2,5,0,1.2255,-1.608457379,166
mp-7176,RbLaSe2,5,0,2.32,-2.041494887,166
mp-15797,LiErSe2,5,0,1.6151,-1.957845522,166
mp-1218913,SmYSe2,5,0,0.0,-2.045016442,166
mp-19137,K2Mn(SeO3)2,5,0,3.6409,-1.761161101,166
mp-999491,NaCeSe2,5,0,0.0,-1.864828622,166
mp-570117,ErTlSe2,5,0,1.2151,-1.60697226,166
mp-1221101,NaBiSe2,5,0,1.0923,-0.975461257,166
mp-10777,RbCeSe2,5,0,0.0478,-1.920673316,166
mp-999489,NaGdSe2,5,0,1.3585,-1.95902343,166
mp-3332,NaCrSe2,5,0,0.7808,-1.039510734,166
mp-1077903,Tl2Pd3Se2,5,0,0.0,-0.393888904,166
mp-10785,RbLuSe2,5,0,2.0299,-1.93479714,166
mp-999471,NaNdSe2,5,0,1.8121,-1.964508349,166
mp-15794,LiYSe2,5,0,1.5239,-1.968470494,166
mp-999488,NaDySe2,5,0,1.8635,-1.992658823,166
mp-29662,TlBiSe2,5,0,0.2323,-0.696269072,166
mp-15795,LiDySe2,5,0,1.5348,-1.96490485,166
mp-999127,NaTbSe2,5,0,1.839,-1.931277131,166
mp-19189,K2Co(SeO3)2,5,0,0.0,-1.605337769,166
mp-10778,RbPrSe2,5,0,1.8997,-1.955156013,166
mp-999450,NaSmSe2,5,0,1.8016,-1.976580612,166
mp-27607,Bi4Se3,5,0,0.0,-0.500540685,166
mp-573316,CsPt2Se3,5,0,1.0495,-0.897231298,166
mp-541837,Bi2Se3,5,0,0.3769,-0.689239791,166
mp-14796,KPt2Se3,5,0,0.9439,-0.757366246,166
mp-14797,RbPt2Se3,5,0,1.006,-0.884477466,166
mp-675543,Bi2PbSe4,5,0,0.4549,-0.72074601,166
mp-1190284,Bi8Se9,5,0,0.0025,-0.612857848,166
mp-15571,K3AuSe2,5,0,2.0524,-1.131437585,167
mp-771136,Ho2(SeO4)3,5,0,3.8112,-1.7461757,167
mp-651741,Cs2Re2Se5,5,0,0.7002,-0.962711274,167
mp-560990,Ca3Fe2(SeO3)6,5,0,1.9936,-1.892164235,167
mp-556960,Sr3Fe2(SeO3)6,5,0,0.7642,-1.908808836,167
mp-620609,Ba15(ZrSe3)14,5,0,0.3034,-1.941663789,167
mp-612740,In2Se3,6,0,0.9902,-0.686687468,169
mp-862787,AlInSe3,6,0,1.6096,-0.863921058,169
mp-504952,InGaSe3,6,0,1.331,-0.705555897,169
mp-1198721,Rb2Mo3SeO12,6,0,2.5069,-1.954158538,173
mp-18353,Cs2Mo3SeO12,6,0,2.5059,-1.966175995,173
mp-1209461,Rb2W3SeO12,6,0,3.0758,-2.107436826,173
mp-18371,Cs2W3SeO12,6,0,2.443,-2.110948858,173
mp-645272,TlV3(SeO6)2,6,0,2.3046,-1.861376784,173
mp-16917,RbV3(SeO6)2,6,0,2.0025,-1.981125616,173
mp-18545,CsV3(SeO6)2,6,0,2.3398,-1.986749696,173
mp-541520,KV3(SeO6)2,6,0,2.3366,-1.972767331,173
mp-17389,Pr3SiAgSe7,6,0,1.4423,-1.615457535,173
mp-568082,La3CuSiSe7,6,0,1.5373,-1.736871188,173
mp-641534,Nd3CuSiSe7,6,0,1.1291,-1.632453711,173
mp-510011,La3CuGeSe7,6,0,1.1936,-1.688348896,173
mp-567753,La3CuSnSe7,6,0,1.2088,-1.690010418,173
mp-568638,Y3CuSiSe7,6,0,1.5105,-1.576679984,173
mp-570045,Sm3CuSiSe7,6,0,1.4374,-1.619130236,173
mp-568189,Gd3CuGeSe7,6,0,0.7897,-1.567086088,173
mp-567428,Tb3CuGeSe7,6,0,1.1262,-1.545870864,173
mp-17155,La3AgSnSe7,6,0,1.3005,-1.67492593,173
mp-17243,Pr3CuSnSe7,6,0,1.2169,-1.586328023,173
mp-568801,Pr3CuSiSe7,6,0,1.3633,-1.635427651,173
mp-6485,La3SiAgSe7,6,0,1.6531,-1.719268847,173
mp-571472,Ce3CuSiSe7,6,0,0.0,-1.594270831,173
mp-18071,Ce3SiAgSe7,6,0,0.0,-1.557959609,173
mp-505558,Dy3CuGeSe7,6,0,1.1277,-1.532251464,173
mp-568954,Nd3CuGeSe7,6,0,1.2228,-1.584600442,173
mp-570564,Ce3CuGeSe7,6,0,0.0,-1.549808483,173
mp-568779,Tb3CuSiSe7,6,0,1.4882,-1.593316914,173
mp-570226,Sm3CuGeSe7,6,0,1.1612,-1.571149619,173
mp-641576,Gd3CuSiSe7,6,0,0.8444,-1.615131611,173
mp-18303,Nd3CuSnSe7,6,0,1.1932,-1.583156321,173
mp-17827,Nd3SiAgSe7,6,0,1.4465,-1.610765358,173
mp-571347,Pr3CuGeSe7,6,0,1.2189,-1.58664135,173
mp-569557,Dy3CuSiSe7,6,0,1.5196,-1.579378002,173
mp-1194579,Dy2SeOF2,6,0,2.8706,-3.736856007,176
mp-1195159,Tb2SeOF2,6,0,2.8314,-3.740186512,176
mp-1194754,Gd2SeOF2,6,0,1.3915,-3.692987104,176
mp-1194932,Sm2SeOF2,6,0,2.781,-3.714088251,176
mp-3411,Tl(MoSe)3,6,0,0.0,-0.58091336,176
mp-1202675,NdH3(SeO4)3,6,0,3.042,-1.504479252,176
mp-1104242,K(MoSe)3,6,0,0.0,-0.837728034,176
mp-1103685,Rb(MoSe)3,6,0,0.0,-0.917731754,176
mp-1104663,Cs(MoSe)3,6,0,0.0,-0.927829025,176
mp-31065,Sc2(SeO3)3,6,0,3.8037,-2.257013518,176
mp-1186069,Na(MoSe)3,6,0,0.3974,-0.746716727,176
mp-9227,Ti3Se4,6,0,0.0,-1.4834337,176
mp-561,Nb3Se4,6,0,0.0,-0.997860727,176
mp-1188354,Ta3VSe6,6,0,0.0,-0.995549355,182
mp-1105840,Nb3VSe6,6,0,0.0,-1.080870067,182
mp-985289,Nb3CrSe6,6,0,0.0,-1.11085791,182
mp-1188631,Ti(NbSe2)3,6,0,0.0,-1.259802855,182
mp-1018040,MgSe,6,0,2.5765,-1.474296714,186
mp-568263,GaSe,6,0,1.2121,-0.690018708,186
mp-999540,MnSe,6,0,0.0,-0.949901937,186
mp-1070,CdSe,6,0,0.5724,-0.837606194,186
mp-28987,NaPt2Se3,6,0,0.9897,-0.685094325,186
mp-14780,Na6MnSe4,6,0,1.1333,-1.248127843,186
mp-1024047,Na6ZnSe4,6,0,1.7462,-1.175660503,186
mp-555217,Dy3Se4O12F,6,0,3.7411,-2.480931368,186
mp-18481,K6MnSe4,6,0,1.232,-1.320889421,186
mp-1147626,K6ZnSe4,6,0,1.6945,-1.239638241,186
mp-1191206,K6HgSe4,6,0,1.3846,-1.187623555,186
mp-559447,Gd3Se4O12F,6,0,2.7816,-2.453889205,186
mp-740711,Cs3B6H12Se4Br,6,0,4.4933,-0.606698375,186
mp-1190907,Rb6HgSe4,6,0,1.3644,-1.143552496,186
mp-16841,La4MnSe6O,6,0,0.0,-2.327797114,186
mp-17340,Nd4MnSe6O,6,0,0.0,-2.194918727,186
mp-582774,Ce4MnSe6O,6,0,0.0,-2.14387707,186
mp-1206742,ErHSe,6,0,1.4817,-1.640615907,187
mp-1206843,LuHSe,6,0,1.4615,-1.591458548,187
mp-1207092,GdHSe,6,0,0.5979,-1.634186529,187
mp-1207186,DyHSe,6,0,1.4877,-1.669261051,187
