mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,total_atom_number,max_atom_number,min_atom_number,average_atom_number
mp-1224081,In2CuSe3Br,7,1,0.049828876,0.4908,-0.769359844,1,29,49,20,37.71428571,6.448979592,34,64,95,31,82.28571429,9.387755102,89,63.546,114.818,51.272,87.138,15.81714286,78.96,265.8,1357.77,1091.97,566.4385714,226.0946939,494,11,17,6,14.57142857,1.918367347,16,4,5,1,4.285714286,0.408163265,4,120,142,22,128,9.142857143,120,1.78,2.96,1.18,2.295714286,0.407755102,2.55,1,2,1,1.857142857,0.244897959,2,0,5,5,2.714285714,1.755102041,4,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14.57142857,1.918367347,16,0,1,1,0.142857143,0.244897959,0,0,5,5,2.428571429,1.469387755,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.571428571,1.387755102,2,11.07,29.48,18.41,23.83285714,3.646530612,25.92,0,1.457,1.457,0.550571429,0.471918367,0.799,0,0,0,0,0,0,14,225,211,87,69.14285714,14,4,0.553283335,0.476031693,0.439944521,0.432121305,0.429310329,1.857142857,2.714285714,10,0,0.12745098,0.18627451,0.68627451,0,FALSE,0.29397173,0.042668994,4.861814841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.428571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,147,49,29,36.75
mp-1079276,LiAsSe2,8,2,0.01502902,0.4896,-0.630043334,11,3,34,31,26,11.5,34,1,89,88,65.75,32.375,89,6.941,78.96,72.019,59.94565,26.502325,78.96,453.69,1090,636.31,632.9225,228.53875,494,1,16,15,12,5.5,16,2,4,2,3.5,0.75,4,119,128,9,121.75,3.125,120,0.98,2.55,1.57,2.065,0.5425,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,0,0,0,0,0,1,16,15,12,5.5,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.59333333,25.92,9.326666667,22.65208333,3.267916667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,105.75,91.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2.75,7.5,0,0.145833333,0.229166667,0.625,0,TRUE,0.460020984,0.080603596,4.849783977,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,34,3,23.33333333
mp-754834,Er2TeO2,5,5,0.07889211,0.4872,-3.256244442,164,8,68,60,40.8,26.24,8,35,90,55,66.8,25.44,35,15.9994,167.259,151.2596,98.82336,66.259168,15.9994,54.8,1770,1715.2,874.452,716.4384,54.8,3,16,13,10.8,6.24,3,2,6,4,4.2,1.76,2,66,189,123,129.6,50.88,66,1.24,3.44,2.2,2.292,0.9184,1.24,2,2,0,2,0,2,0,4,4,2.4,1.92,0,0,10,10,2,3.2,0,0,12,12,4.8,5.76,0,6,16,10,11.2,4.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,0,0,0,0,0,0,0,0,2,2,0.8,0.96,0,2,2,0,2,0,2,9.105,34.76333333,25.65833333,22.82866667,10.97893333,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,194,182,112.8,80.64,12,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,2,2.4,2,4.8,0.178571429,0.214285714,0.178571429,0.428571429,TRUE,0.701802721,0.154727049,5.092933917,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,68,8,42.66666667
mp-8612,Sb2TeSe2,5,5,0,0.4864,-0.498195292,160,34,52,18,44.4,8.32,34,85,90,5,87.6,2.08,85,78.96,127.6,48.64,105.808,21.4784,78.96,494,903.78,409.78,703.644,167.7152,494,15,16,1,15.6,0.48,15,4,5,1,4.6,0.48,4,120,139,19,131.2,8.96,120,2.05,2.55,0.5,2.26,0.232,2.05,2,2,0,2,0,2,3,4,1,3.6,0.48,3,10,10,0,10,0,10,0,0,0,0,0,0,15,16,1,15.6,0.48,15,0,0,0,0,0,0,2,3,1,2.4,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,25.92,34.76333333,8.843333333,29.94466667,3.219733333,25.92,0,0.799,0.799,0.4124,0.32992,0,0,0,0,0,0,0,14,166,152,102.4,70.72,14,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,2,3.6,10,0,0.128205128,0.230769231,0.641025641,0,TRUE,0.060586937,0.013693087,5.375726267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,52,34,45.66666667
mp-2168,SnSe,4,3,0.024146714,0.4852,-0.429399595,63,34,50,16,42,8,34,80,89,9,84.5,4.5,80,78.96,118.71,39.75,98.835,19.875,78.96,494,505.08,11.08,499.54,5.54,494,14,16,2,15,1,14,4,5,1,4.5,0.5,4,120,139,19,129.5,9.5,120,1.96,2.55,0.59,2.255,0.295,1.96,2,2,0,2,0,2,2,4,2,3,1,2,10,10,0,10,0,10,0,0,0,0,0,0,14,16,2,15,1,14,0,0,0,0,0,0,2,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,2,25.92,33.285,7.365,29.6025,3.6825,25.92,0,0.799,0.799,0.3995,0.3995,0,0,0,0,0,0,0,14,141,127,77.5,63.5,14,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,2,3,10,0,0.133333333,0.2,0.666666667,0,TRUE,0.083345821,0.020836455,4.989308312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,50,34,42
mp-1023943,TeWSe,6,5,0.043631416,0.4851,-0.316454071,156,34,74,40,53.33333333,13.77777778,34,51,90,39,76.66666667,17.11111111,51,78.96,183.84,104.88,130.1333333,35.80444444,78.96,494,3695,3201,1637.22,1371.853333,494,6,16,10,12.66666667,4.444444444,6,4,6,2,5,0.666666667,4,120,162,42,140,14.66666667,120,2.1,2.55,0.45,2.336666667,0.157777778,2.1,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,0,4,10,6,8,2.666666667,4,0,14,14,4.666666667,6.222222222,0,16,20,4,17.33333333,1.777777778,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,0,0,6,6,2,2.666666667,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,16.05,34.76333333,18.71333333,25.57777778,6.351851852,16.05,0,0.799,0.799,0.421,0.280666667,0,0,0,0,0,0,0,14,229,215,131.6666667,78.44444444,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,2,2.666666667,8,4.666666667,0.115384615,0.153846154,0.461538462,0.269230769,TRUE,0.049364908,0.008345256,5.219074338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,160,74,34,53.33333333
mp-1219475,Sb2Te2Se,5,5,0.032122694,0.4849,-0.421486287,160,34,52,18,48,5.6,51,85,90,5,87.8,2.24,85,78.96,127.6,48.64,115.536,14.6304,121.76,494,903.78,409.78,749.376,123.5232,722.66,15,16,1,15.6,0.48,15,4,5,1,4.8,0.32,5,120,139,19,134.8,5.92,138,2.05,2.55,0.5,2.17,0.152,2.05,2,2,0,2,0,2,3,4,1,3.6,0.48,3,10,10,0,10,0,10,0,0,0,0,0,0,15,16,1,15.6,0.48,15,0,0,0,0,0,0,2,3,1,2.4,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,25.92,34.76333333,8.843333333,31.71333333,2.44,31.56,0,0.799,0.799,0.3454,0.27632,0,0,0,0,0,0,0,14,166,152,130,46.4,152,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,2,3.6,10,0,0.128205128,0.230769231,0.641025641,0,TRUE,0.060586937,0.008896116,5.301291341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,52,34,45.66666667
mp-16236,KAgSe,6,4,0,0.4822,-0.811976039,129,19,47,28,33.33333333,9.555555556,19,3,89,86,52.33333333,32.88888889,3,39.0983,107.8682,68.7699,75.30883333,24.14035556,39.0983,336.53,1234.93,898.4,688.4866667,364.2955556,336.53,1,16,15,9.333333333,5.555555556,1,4,5,1,4.333333333,0.444444444,4,120,203,83,156,31.33333333,120,0.82,2.55,1.73,1.766666667,0.631111111,0.82,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,0,0,0,0,0,1,16,15,9.333333333,5.555555556,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.33,73.10666667,56.77666667,38.45222222,23.10296296,16.33,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,1.333333333,1.333333333,6.666666667,0,0.142857143,0.142857143,0.714285714,0,TRUE,0.526794252,0.098169348,3.984915544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,47,19,33.33333333
mp-358,HgTe,6,5,0.037038483,0.4802,-0.153098125,152,52,80,28,66,14,52,71,90,19,80.5,9.5,71,127.6,200.59,72.99,164.095,36.495,127.6,234.32,722.66,488.34,478.49,244.17,234.32,12,16,4,14,2,12,5,6,1,5.5,0.5,5,132,138,6,135,3,132,2,2.1,0.1,2.05,0.05,2,2,2,0,2,0,2,0,4,4,2,2,0,10,10,0,10,0,10,0,14,14,7,7,0,16,26,10,21,5,16,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,25.23758621,34.76333333,9.525747126,30.00045977,4.762873563,25.23758621,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,152,166,14,159,7,152,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,2,2,10,7,0.095238095,0.095238095,0.476190476,0.333333333,TRUE,0.002496878,0.000624219,5.353274189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,132,80,52,66
mp-1023930,MoW(SeS)2,6,5,0.093116197,0.4777,-0.72332161,156,16,74,58,36,14.66666667,16,50,89,39,75.83333333,16.88888889,88,32.065,183.84,151.775,83.64166667,37.50555556,32.065,388.36,3695,3306.64,1392.62,1268.586667,388.36,6,16,10,12.66666667,4.444444444,16,3,6,3,4.166666667,0.888888889,3,105,162,57,127.6666667,20.22222222,105,2.16,2.58,0.42,2.463333333,0.135555556,2.55,1,2,1,1.833333333,0.277777778,2,0,4,4,2.666666667,1.777777778,4,0,10,10,4.833333333,3.5,0,0,14,14,2.333333333,3.888888889,0,6,20,14,11.66666667,5.666666667,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.833333333,2.444444444,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,25.92,10.23,22.525625,4.437083333,25.786875,0,2.202,2.202,1.000333333,0.801111111,0.799,0,0,0,0,0,0,14,229,215,104.3333333,83.11111111,14,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,1.833333333,2.666666667,4.833333333,2.333333333,0.157142857,0.228571429,0.414285714,0.2,TRUE,0.043141733,0.005938299,5.336144593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,166,74,16,41.5
mp-1095026,DyAgSe2,8,4,0.034043448,0.4771,-1.402757322,109,34,66,32,45.25,11.25,34,31,89,58,68.5,20.5,89,78.96,162.5,83.54,107.07205,28.11205,78.96,494,1685,1191,976.9825,482.9825,494,3,16,13,11.5,4.5,16,4,6,2,4.75,0.75,4,120,192,72,144.25,24.25,120,1.22,2.55,1.33,2.0625,0.4875,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,7.5,3.75,10,0,10,10,2.5,3.75,0,11,16,5,13.75,2.25,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,4,4,1,1.5,0,1,4,3,2.25,0.875,2,16.33,31.24,14.91,24.8525,4.26125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,7.5,2.5,0.127272727,0.145454545,0.545454545,0.181818182,TRUE,0.357394967,0.063528174,4.721047874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,66,34,49
mp-1079429,HoAgSe2,8,4,0.034529506,0.4761,-1.398278298,109,34,67,33,45.5,11.5,34,33,89,56,69,20,89,78.96,164.93032,85.97032,107.67963,28.71963,78.96,494,1747,1253,992.4825,498.4825,494,3,16,13,11.5,4.5,16,4,6,2,4.75,0.75,4,120,192,72,144.25,24.25,120,1.23,2.55,1.32,2.065,0.485,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,7.5,3.75,10,0,11,11,2.75,4.125,0,11,16,5,14,2,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,3,3,0.75,1.125,0,1,3,2,2,0.5,2,16.33,30.73333333,14.40333333,24.72583333,4.197916667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2,7.5,2.75,0.125,0.142857143,0.535714286,0.196428571,TRUE,0.353123575,0.062799681,4.736131286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,148,67,34,49.33333333
mp-1173050,Nb2SiTe4,7,1,0.054458075,0.4744,-0.683342387,2,14,52,38,43.42857143,9.795918367,52,47,90,43,76,16.57142857,90,28.0855,127.6,99.5145,103.47118,27.57579429,127.6,722.66,2750,2027.34,1439.662857,819.4318367,722.66,5,16,11,12.57142857,4.326530612,16,3,5,2,4.714285714,0.489795918,5,111,164,53,141.5714286,12.81632653,138,1.6,2.1,0.5,1.928571429,0.195918367,2.1,1,2,1,1.714285714,0.408163265,2,0,4,4,2.571428571,1.632653061,4,0,10,10,6.857142857,3.591836735,10,0,0,0,0,0,0,4,16,12,11.14285714,5.551020408,16,0,1,1,0.285714286,0.408163265,0,0,4,4,1.714285714,0.979591837,2,0,6,6,1.714285714,2.448979592,0,0,0,0,0,0,0,2,7,5,3.714285714,1.959183673,2,18.18,34.76333333,16.58333333,27.97904762,7.753469388,34.76333333,0,0.773,0.773,0.375571429,0.214612245,0.464,0,0,0,0,0,0,152,229,77,184.7142857,37.3877551,152,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,1.714285714,2.571428571,6.857142857,0,0.153846154,0.230769231,0.615384615,0,FALSE,0.060586937,0.011612116,4.85338934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,52,14,35.66666667
mp-1219720,PtSeS,3,5,0.020833975,0.4717,-0.430830966,156,16,78,62,42.66666667,23.55555556,16,63,89,26,80,11.33333333,63,32.065,195.084,163.019,102.0363333,62.03177778,32.065,388.36,2041.4,1653.04,974.5866667,711.2088889,388.36,10,16,6,14,2.666666667,10,3,6,3,4.333333333,1.111111111,3,105,136,31,120.3333333,10.44444444,105,2.28,2.58,0.3,2.47,0.126666667,2.28,1,2,1,1.666666667,0.444444444,1,0,4,4,2.666666667,1.777777778,0,0,10,10,6.333333333,4.222222222,0,0,14,14,4.666666667,6.222222222,0,6,24,18,15.33333333,6.222222222,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,0,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,15.02,25.92,10.9,22.24229167,4.814861111,15.02,0,2.202,2.202,1.000333333,0.801111111,0,0,0,0,0,0,0,14,225,211,103,81.33333333,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,1.666666667,2.666666667,6.333333333,4.666666667,0.108695652,0.173913043,0.413043478,0.304347826,TRUE,0.022248763,0.004503741,5.88636951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,78,16,42.66666667
mp-10653,SrTe,2,7,0.241547895,0.4699,-1.776144405,221,38,52,14,45,7,38,8,90,82,49,41,8,87.62,127.6,39.98,107.61,19.99,87.62,722.66,1050,327.34,886.33,163.67,722.66,2,16,14,9,7,2,5,5,0,5,0,5,138,195,57,166.5,28.5,138,0.95,2.1,1.15,1.525,0.575,0.95,2,2,0,2,0,2,0,4,4,2,2,0,0,10,10,5,5,0,0,0,0,0,0,0,2,16,14,9,7,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,34.76333333,54.23,19.46666667,44.49666667,9.733333333,34.76333333,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,152,225,73,188.5,36.5,152,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,2,2,5,0,0.222222222,0.222222222,0.555555556,0,TRUE,0.281525454,0.070381363,3.972333595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,52,38,45
