mpid,formula,num_sites,crystal_system,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,total_atom_number,max_atom_number,min_atom_number,average_atom_number
mp-1222141,Mg2TeS,4,5,0.074124226,1.4831,-1.2924124,160,12,52,40,23,14.5,12,68,90,22,78.5,10.5,68,24.305,127.6,103.295,52.06875,37.765625,24.305,388.36,923,534.64,739.255,183.745,923,2,16,14,9,7,2,3,5,2,3.5,0.75,3,105,141,36,131.25,13.125,141,1.31,2.58,1.27,1.825,0.515,1.31,2,2,0,2,0,2,0,4,4,2,2,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,16,14,6.5,4.75,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,22.89,34.76333333,11.87333333,26.58255208,4.090390625,22.89,0,2.202,2.202,0.6665,0.76775,0,0,0,0,0,0,0,70,194,124,152.5,41.5,194,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,2,2,2.5,0,0.307692308,0.307692308,0.384615385,0,TRUE,0.331838254,0.063035839,4.726144064,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,52,12,26.66666667
mp-1206742,ErHSe,3,6,0,1.4817,-1.640615907,187,1,68,67,34.33333333,22.44444444,1,35,92,57,72,24.66666667,35,1.00794,167.259,166.25106,82.40898,56.56668,1.00794,14.01,1770,1755.99,759.3366667,673.7755556,14.01,1,16,15,6.666666667,6.222222222,1,1,6,5,3.666666667,1.777777778,1,31,189,158,113.3333333,54.88888889,31,1.24,2.55,1.31,1.996666667,0.504444444,1.24,1,2,1,1.666666667,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,3.333333333,4.444444444,0,0,12,12,4,5.333333333,0,1,16,15,10.33333333,6.222222222,1,0,1,1,0.333333333,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,1,2,1,1.666666667,0.444444444,1,6.615,30.585,23.97,21.04,9.616666667,6.615,0,7.853,7.853,2.884,3.312666667,0,0,0,0,0,0,0,14,194,180,134,80,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,1.666666667,1.333333333,3.333333333,4,0.161290323,0.129032258,0.322580645,0.387096774,TRUE,0.34885635,0.064977922,5.192255716,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,68,1,34.33333333
mp-568968,K2SnHgSe4,8,4,0,1.4785,-0.949722536,121,19,80,61,38,13.5,34,3,89,86,64.125,30.5625,89,39.0983,200.59,161.4917,89.167075,35.2414625,78.96,234.32,505.08,270.76,423.5575,90.823125,494,1,16,15,11.5,5.25,16,4,6,2,4.375,0.5625,4,120,203,83,144.625,29.1875,120,0.82,2.55,1.73,1.975,0.58125,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,7.5,3.75,10,0,14,14,1.75,3.0625,0,1,26,25,13.25,6.125,16,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,25.23758621,73.10666667,47.86908046,38.55198994,17.27733836,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,102.625,88.625,14,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,1.75,2.25,7.5,1.75,0.132075472,0.169811321,0.566037736,0.132075472,TRUE,0.526794252,0.093472284,4.455908609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183,80,19,45.75
mp-1222182,Mg(InTe2)2,7,4,0,1.4769,-0.718797056,82,12,52,40,45.42857143,9.551020408,52,68,90,22,82.57142857,8.489795918,90,24.305,127.6,103.295,109.1915714,24.25330612,127.6,429.75,923,493.25,667.5914286,135.9093878,722.66,2,16,14,13.14285714,3.265306122,16,3,5,2,4.714285714,0.489795918,5,138,142,4,139.5714286,1.795918367,138,1.31,2.1,0.79,1.895714286,0.233469388,2.1,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,0,10,10,8.571428571,2.448979592,10,0,0,0,0,0,0,2,16,14,13.14285714,3.265306122,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,22.89,34.76333333,11.87333333,30.06619048,5.368163265,34.76333333,0,0.464,0.464,0.265142857,0.227265306,0.464,0,0,0,0,0,0,139,194,55,154.2857143,11.34693878,152,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,2,2.571428571,8.571428571,0,0.152173913,0.195652174,0.652173913,0,TRUE,0.144462198,0.01811235,4.404946821,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,52,12,37.66666667
mp-974307,NdCuTeO,8,4,0.021419114,1.476,-2.073568258,129,8,60,52,37.25,18.75,8,19,90,71,65,23.5,19,15.9994,144.242,128.2426,87.84685,48.07415,15.9994,54.8,1357.77,1302.97,857.3075,468.5775,54.8,3,16,13,11.5,4.5,3,2,6,4,4.25,1.25,2,66,201,135,134.25,35.25,66,1.14,3.44,2.3,2.145,0.6475,1.14,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,5,5,0,0,4,4,1,1.5,0,6,16,10,9.75,3.75,6,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,0,0,0,0,0,0,10,10,2.5,3.75,0,1,10,9,3.75,3.125,1,9.105,34.81,25.705,22.43708333,12.34958333,9.105,0,0.464,0.464,0.116,0.174,0,0,0,0,0,0,0,12,225,213,145.75,66.875,12,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1.75,2,5,1,0.179487179,0.205128205,0.512820513,0.102564103,FALSE,0.733531702,0.118292035,4.864832196,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,149,60,8,37.25
mp-1220452,NbCu3(SeS)2,8,3,0,1.4624,-0.80205048,35,16,41,25,28.5,6.25,29,47,89,42,74.125,14.375,64,32.065,92.90638,60.84138,63.1992975,15.56714875,63.546,388.36,2750,2361.64,1073.50375,632.32375,1357.77,5,16,11,12.75,3.25,11,3,5,2,3.875,0.4375,4,105,164,59,126.25,13.75,132,1.6,2.58,0.98,2.195,0.37,1.9,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,6.75,4.0625,10,0,0,0,0,0,0,5,16,11,10.25,3.4375,11,0,1,1,0.5,0.5,1,0,2,2,1,1,0,0,6,6,0.75,1.3125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,1,11.07,25.92,14.85,19.35046875,6.50296875,11.07,0,2.202,2.202,0.75025,0.75025,0,0,0,0,0,0,0,14,229,215,134,92,225,4,0.530330086,0.441293542,0.393206018,0.380999557,0.376281366,1.5,2,6.75,0,0.146341463,0.195121951,0.658536585,0,FALSE,0.213450798,0.03367113,5.103075156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,41,16,30
mp-1206843,LuHSe,3,6,0,1.4615,-1.591458548,187,1,71,70,35.33333333,23.77777778,1,41,92,51,74,22,41,1.00794,174.9668,173.95886,84.97824667,59.99236889,1.00794,14.01,1936,1921.99,814.67,747.5533333,14.01,1,16,15,6.666666667,6.222222222,1,1,6,5,3.666666667,1.777777778,1,31,187,156,112.6666667,54.44444444,31,1.27,2.55,1.28,2.006666667,0.491111111,1.27,1,2,1,1.666666667,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,3.666666667,4.222222222,0,0,14,14,4.666666667,6.222222222,0,1,17,16,11.33333333,6.888888889,1,0,1,1,0.333333333,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,9,9,3,4,0,0,0,0,0,0,0,1,9,8,4,3.333333333,1,6.615,28.865,22.25,20.46666667,9.234444444,6.615,0,7.853,7.853,2.884,3.312666667,0,0,0.0022471,0.0022471,0.000749033,0.000998711,0,14,194,180,134,80,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,1.666666667,1.333333333,3.666666667,4.666666667,0.147058824,0.117647059,0.323529412,0.411764706,TRUE,0.336084237,0.062299001,5.00763092,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,106,71,1,35.33333333
mp-1181577,CsTiCu3Se4,9,7,0.184508718,1.4611,-0.768494365,215,22,55,33,33.33333333,5.407407407,34,5,89,84,66.22222222,20.24691358,89,47.867,132.9054519,85.0384519,76.36116132,14.87547673,78.96,301.59,1941,1639.41,921.3222222,517.5602469,494,1,16,15,11.33333333,4.148148148,16,4,6,2,4.222222222,0.395061728,4,120,244,124,142.2222222,26.56790123,120,0.79,2.55,1.76,2.025555556,0.46617284,2.55,1,2,1,1.555555556,0.49382716,2,0,4,4,1.777777778,1.975308642,4,0,10,10,8,3.111111111,10,0,0,0,0,0,0,1,16,15,11.33333333,4.148148148,16,0,1,1,0.444444444,0.49382716,0,0,2,2,0.888888889,0.987654321,2,0,8,8,0.888888889,1.580246914,0,0,0,0,0,0,0,1,8,7,2.222222222,1.283950617,2,11.07,115.765,104.695,29.92722222,19.07506173,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,2.25E-05,2.25E-05,2.50E-06,4.45E-06,0,14,229,215,128.2222222,101.5308642,14,4,0.577350269,0.5034061,0.463927178,0.45247833,0.446886097,1.555555556,1.777777778,8,0,0.137254902,0.156862745,0.705882353,0,FALSE,0.539019714,0.065203491,4.535842257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.333333333,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,55,22,35
mp-7581,MoSe2,3,5,0.000688193,1.4467,-0.749248649,160,34,42,8,36.66666667,3.555555556,34,50,89,39,76,17.33333333,89,78.96,95.96,17,84.62666667,7.555555556,78.96,494,2896,2402,1294.666667,1067.555556,494,6,16,10,12.66666667,4.444444444,16,4,5,1,4.333333333,0.444444444,4,120,154,34,131.3333333,15.11111111,120,2.16,2.55,0.39,2.42,0.173333333,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,5,10,5,8.333333333,2.222222222,10,0,0,0,0,0,0,6,16,10,12.66666667,4.444444444,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,25.92,10.23,22.51,4.546666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,1.666666667,2.666666667,8.333333333,0,0.131578947,0.210526316,0.657894737,0,TRUE,0.037311127,0.008291361,5.140402839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,42,34,38
mp-1821,WSe2,6,6,0,1.4465,-0.603619506,194,34,74,40,47.33333333,17.77777778,34,51,89,38,76.33333333,16.88888889,89,78.96,183.84,104.88,113.92,46.61333333,78.96,494,3695,3201,1561,1422.666667,494,6,16,10,12.66666667,4.444444444,16,4,6,2,4.666666667,0.888888889,4,120,162,42,134,18.66666667,120,2.36,2.55,0.19,2.486666667,0.084444444,2.55,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,4,10,6,8,2.666666667,10,0,14,14,4.666666667,6.222222222,0,16,20,4,17.33333333,1.777777778,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,6,6,2,2.666666667,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,16.05,25.92,9.87,22.63,4.386666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,2,2.666666667,8,4.666666667,0.115384615,0.153846154,0.461538462,0.269230769,TRUE,0.008984397,0.001996533,5.341779285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108,74,34,54
mp-37091,Sr(AlTe2)2,7,4,0,1.4454,-0.996887959,97,13,52,39,38.85714286,15.02040816,52,8,90,82,73.42857143,18.93877551,90,26.9815386,127.6,100.6184614,93.1404396,39.38235474,127.6,722.66,1050,327.34,829.6542857,122.2791837,722.66,2,16,14,13.14285714,3.265306122,16,3,5,2,4.428571429,0.816326531,5,121,195,74,141.2857143,15.34693878,138,0.95,2.1,1.15,1.795714286,0.347755102,2.1,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,0,10,10,5.714285714,4.897959184,10,0,0,0,0,0,0,2,16,14,10.28571429,6.530612245,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,16.48,54.23,37.75,32.32047619,9.05170068,34.76333333,0,0.464,0.464,0.265142857,0.227265306,0.464,0,0,0,0,0,0,152,225,73,183.2857143,35.75510204,152,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,2,2.571428571,5.714285714,0,0.194444444,0.25,0.555555556,0,TRUE,0.281525454,0.03670477,4.295139953,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,52,13,34.33333333
mp-1023934,MoSe2,3,6,0.01610399,1.4311,-0.733832853,187,34,42,8,36.66666667,3.555555556,34,50,89,39,76,17.33333333,89,78.96,95.96,17,84.62666667,7.555555556,78.96,494,2896,2402,1294.666667,1067.555556,494,6,16,10,12.66666667,4.444444444,16,4,5,1,4.333333333,0.444444444,4,120,154,34,131.3333333,15.11111111,120,2.16,2.55,0.39,2.42,0.173333333,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,5,10,5,8.333333333,2.222222222,10,0,0,0,0,0,0,6,16,10,12.66666667,4.444444444,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,25.92,10.23,22.51,4.546666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,1.666666667,2.666666667,8.333333333,0,0.131578947,0.210526316,0.657894737,0,TRUE,0.037311127,0.008291361,5.140402839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,42,34,38
mp-1097013,KGaTe2,8,4,0.025640976,1.4307,-0.877788603,122,19,52,33,38.5,13.5,52,3,90,87,64.25,30.625,90,39.0983,127.6,88.5017,91.005325,36.594675,127.6,302.91,722.66,419.75,521.19,201.47,722.66,1,16,15,11.5,5.25,16,4,5,1,4.5,0.5,5,122,203,81,150.25,26.375,138,0.82,2.1,1.28,1.7075,0.44375,2.1,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,7.5,3.75,10,0,0,0,0,0,0,1,16,15,11.5,5.25,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,18.8575,73.10666667,54.24916667,40.37270833,16.36697917,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,0,64,229,165,149.25,42.625,152,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1.75,2.25,7.5,0,0.152173913,0.195652174,0.652173913,0,TRUE,0.336084237,0.058193408,3.893867844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,52,19,34
mp-9195,BaCuSeF,8,4,0,1.4265,-2.238796895,129,9,56,47,32,13,9,9,93,84,63.75,27.375,9,18.9984032,137.327,118.3285968,74.7078508,33.4356492,18.9984032,53.5,1357.77,1304.27,726.3175,452.5675,53.5,2,17,15,11.5,5,2,2,6,4,4,1,2,57,215,158,131,42.5,57,0.89,3.98,3.09,2.33,0.935,0.89,1,2,1,1.75,0.375,1,0,5,5,2.25,2.25,0,0,10,10,5,5,0,0,0,0,0,0,0,2,16,14,9,4.5,2,0,1,1,0.25,0.375,0,0,2,2,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0,9.7075,63.59,53.8825,27.571875,18.0090625,9.7075,0,1.97,1.97,0.69225,0.69225,0,0,0,0,0,0,0,14,229,215,120.75,106.25,14,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1.75,2.25,5,0,0.194444444,0.25,0.555555556,0,FALSE,0.908097312,0.174531066,5.206900458,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,128,56,9,32
mp-3038,Al2HgSe4,7,4,0,1.4254,-0.825231305,82,13,80,67,34.57142857,12.97959184,34,71,89,18,81.85714286,8.163265306,89,26.9815386,200.59,173.6084614,81.48472531,34.03007848,78.96,234.32,933.47,699.15,582.4657143,200.5738776,494,12,16,4,14.57142857,1.632653061,16,3,6,3,4,0.571428571,4,120,132,12,122,2.857142857,120,1.61,2.55,0.94,2.202857143,0.396734694,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,0,10,10,7.142857143,4.081632653,10,0,14,14,2,3.428571429,0,3,26,23,13.71428571,6.12244898,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,16.48,25.92,9.44,23.12536946,3.797353976,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,96,93.71428571,14,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,2,2.571428571,7.142857143,2,0.145833333,0.1875,0.520833333,0.145833333,TRUE,0.198203144,0.03982841,4.867430425,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,80,13,42.33333333
