mpid,formula,m_n,m_p,e_hull,band_gap,formation,space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,1,2,3,4
mp-29194,Cs2Au2Se3,,,0,1.4734,-0.877387744,15,34,79,45,52.85714286,16.16326531,34,5,89,84,58.42857143,30.53061224,89,78.96,196.966569,118.006569,128.0891488,42.110699,78.96,301.59,1337.33,1035.74,679.9771429,375.6302041,494,1,16,15,10.28571429,5.306122449,16,4,6,2,5.142857143,0.979591837,4,120,244,124,160,48,120,0.79,2.55,1.76,2.044285714,0.716734694,2.55,1,2,1,1.428571429,0.489795918,2,0,4,4,1.714285714,1.959183673,4,0,10,10,7.142857143,4.081632653,10,0,14,14,4,5.714285714,0,1,25,24,14.28571429,7.591836735,16,0,1,1,0.571428571,0.489795918,0,0,2,2,0.857142857,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.428571429,0.489795918,2,16.7,115.765,99.065,48.95571429,38.17673469,25.92,0,0.799,0.799,0.342428571,0.391346939,0.799,0,0,0,0,0,0,14,229,215,135.7142857,104.3265306,14,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,1.428571429,1.714285714,7.142857143,4,0.1,0.12,0.5,0.28,FALSE,0.539019714,0.109675419,4.40808971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,168,79,34,56
mp-30292,Nd4Se3N2,,,0,1.371,-2.030187313,15,7,60,53,39.55555556,18.17283951,60,19,89,70,56.33333333,33.18518519,19,14.0067,144.242,130.2353,93.54015556,45.06830617,144.242,63.05,1294,1230.95,753.7888889,480.1876543,1294,3,16,13,10,6.222222222,3,2,6,4,4.444444444,1.382716049,6,71,201,130,145.1111111,49.67901235,201,1.14,3.04,1.9,2.032222222,0.79308642,1.14,2,2,0,2,0,2,0,4,4,2,1.777777778,0,0,10,10,3.333333333,4.444444444,0,0,4,4,1.777777778,1.975308642,4,5,16,11,9.111111111,4.592592593,6,0,0,0,0,0,0,0,3,3,1.333333333,1.185185185,0,0,0,0,0,0,0,0,10,10,4.444444444,4.938271605,10,2,10,8,5.777777778,3.75308642,10,14.76875,34.81,20.04125,27.39305556,6.592839506,34.81,0,6.437,6.437,1.696777778,2.106765432,0,0,0,0,0,0,0,14,194,180,134,80,194,3,0.598351645,0.514007223,0.466100234,0.452915579,0.446927314,2,2,3.333333333,1.777777778,0.219512195,0.219512195,0.365853659,0.195121951,TRUE,0.594445495,0.121050182,4.591872574,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,60,7,33.66666667
mp-567734,AlAs3(SeCl)4,,,0,2.3258,-1.030452068,15,13,34,21,26.33333333,8.444444444,17,73,94,21,88.08333333,4.555555556,89,26.9815386,78.96,51.9784614,59.11652822,21.13151708,35.453,171.6,1090,918.4,572.1558333,319.1411111,171.6,13,17,4,15.83333333,0.888888889,16,3,4,1,3.583333333,0.486111111,3,102,121,19,113.8333333,7.888888889,102,1.61,3.16,1.55,2.5825,0.385,2.55,2,2,0,2,0,2,1,5,4,3.833333333,0.888888889,4,0,10,10,5.833333333,4.861111111,0,0,0,0,0,0,0,3,16,13,11.66666667,4.555555556,7,0,0,0,0,0,0,1,5,4,2.166666667,0.888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.166666667,0.888888889,1,16.48,25.92,9.44,23.72291667,1.981111111,24.4975,0,2.493,2.493,1.097333333,0.930444444,0.799,0,0,0,0,0,0,14,225,211,86.25,63,14,4,0.540061725,0.448601051,0.391617127,0.371443948,0.358251237,2,3.833333333,5.833333333,0,0.171428571,0.328571429,0.5,0,TRUE,0.451531264,0.050134781,6.115479516,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,34,13,24.25
mp-1198048,Li2Cu3(Se2O7)2,,,0,0.6886,-1.310141319,15,3,34,31,14.82608696,10.36672968,8,1,89,88,76.86956522,16.55198488,87,6.941,78.96,72.019,32.36311304,24.34227902,15.9994,54.8,1357.77,1302.97,335.8213043,342.1128922,54.8,1,16,15,14.04347826,3.062381853,16,2,4,2,2.608695652,0.846880907,2,66,132,66,89.39130435,28.47637051,66,0.98,3.44,2.46,2.870434783,0.693383743,3.44,1,2,1,1.782608696,0.34026465,2,0,4,4,3.130434783,1.361058601,4,0,10,10,3.043478261,4.234404537,0,0,0,0,0,0,0,1,16,15,7.956521739,3.59168242,6,0,1,1,0.217391304,0.34026465,0,0,2,2,1.565217391,0.680529301,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.782608696,0.34026465,2,9.105,25.92,16.815,12.93681159,5.151808444,9.105,0,0.799,0.799,0.138956522,0.22958034,0,0,0,0,0,0,0,12,229,217,59,72.86956522,12,4,0.652173913,0.615929659,0.608989404,0.608711076,0.608695885,1.782608696,3.130434783,3.043478261,0,0.224043716,0.393442623,0.382513661,0,TRUE,0.779729733,0.107194398,6.228847153,0,0,0.086956522,0,0,0,0,0.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,34,3,18.5
mp-28334,Tl4SiSe4,,,0,1.5277,-0.669363584,15,14,81,67,52.66666667,25.18518519,34,76,89,13,82,6.222222222,76,28.0855,204.3833,176.2978,129.0509667,66.96207407,78.96,494,1687,1193,663.4444444,227.4567901,494,13,16,3,14.44444444,1.382716049,13,3,6,3,4.777777778,1.086419753,4,111,145,34,130.1111111,13.2345679,120,1.62,2.55,0.93,2.064444444,0.431604938,1.62,2,2,0,2,0,2,1,4,3,2.444444444,1.382716049,1,0,10,10,8.888888889,1.975308642,10,0,14,14,6.222222222,6.913580247,0,4,27,23,19.55555556,6.617283951,16,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,20.44,26.91,6.47,25.75111111,1.180246914,25.92,0,0.799,0.799,0.441,0.392,0,0,0,0,0,0,0,14,227,213,117.6666667,92.14814815,14,3,0.638284739,0.561419372,0.510582449,0.49070859,0.476343784,2,2.444444444,8.888888889,6.222222222,0.102272727,0.125,0.454545455,0.318181818,TRUE,0.194445968,0.044317583,4.35787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,81,14,43
mp-1195606,K2Zn3(SeO3)4,,,0,4.126,-1.627557376,15,8,34,26,17.14285714,10.44897959,8,3,89,86,76.80952381,16.29024943,87,15.9994,78.96,62.9606,37.2461619,24.28201361,15.9994,54.8,692.68,637.88,256.4142857,230.4163265,54.8,1,16,15,14,3.047619048,16,2,4,2,2.857142857,0.979591837,2,66,203,137,97.33333333,35.80952381,66,0.82,3.44,2.62,2.765238095,0.771156463,3.44,1,2,1,1.904761905,0.172335601,2,0,4,4,3.047619048,1.451247166,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,1,16,15,8.285714286,4,6,0,1,1,0.095238095,0.172335601,0,0,2,2,1.523809524,0.725623583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.619047619,0.580498866,2,9.105,73.10666667,64.00166667,19.0968254,12.88689342,9.105,0,0.799,0.799,0.152190476,0.246403628,0,0,0,0,0,0,0,12,229,217,59.04761905,70.92970522,12,4,0.626330783,0.582139258,0.572023945,0.571471162,0.571429595,1.904761905,3.047619048,3.333333333,0,0.229885057,0.367816092,0.402298851,0,TRUE,0.820234131,0.125879722,6.033306599,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,34,8,22.75
mp-1189341,HfTl2PbSe4,,,0,0.6334,-1.050959443,15,34,82,48,56.5,22.5,34,45,89,44,79.25,10.1875,89,78.96,207.2,128.24,138.787075,59.827075,78.96,494,2506,2012,779.57625,431.6059375,494,4,16,12,13.5,2.625,16,4,6,2,5,1,4,120,175,55,136.375,16.375,120,1.3,2.55,1.25,2.13375,0.4653125,2.55,2,2,0,2,0,2,0,4,4,2.5,1.5,4,2,10,8,9,1.75,10,0,14,14,7,7,0,16,28,12,20.5,5.125,16,0,0,0,0,0,0,0,5,5,2.75,1.4375,2,0,8,8,1,1.75,0,0,0,0,0,0,0,2,8,6,3.75,1.75,2,22.2,28.11,5.91,25.97625,1.0003125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,107.875,93.875,14,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,2,2.5,9,7,0.097560976,0.12195122,0.43902439,0.341463415,TRUE,0.323366154,0.053397999,4.467428769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,269,82,34,67.25
mp-1189464,ZrTl2PbSe4,,,0,0.699,-1.052548886,15,34,82,48,52.5,21.625,34,44,89,45,79.125,10.34375,89,78.96,207.2,128.24,127.878825,58.08253125,78.96,494,2128,1634,732.32625,348.9184375,494,4,16,12,13.5,2.625,16,4,6,2,4.875,0.875,4,120,175,55,136.375,16.375,120,1.33,2.55,1.22,2.1375,0.460625,2.55,2,2,0,2,0,2,0,4,4,2.5,1.5,4,2,10,8,9,1.75,10,0,14,14,5.25,6.5625,0,4,28,24,18.75,6.4375,16,0,0,0,0,0,0,0,5,5,2.75,1.4375,2,0,8,8,1,1.75,0,0,0,0,0,0,0,2,8,6,3.75,1.75,2,23.195,28.11,4.915,26.100625,0.90703125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,107.875,93.875,14,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,2,2.5,9,5.25,0.106666667,0.133333333,0.48,0.28,TRUE,0.310714689,0.052283742,4.486394857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,237,82,34,59.25
mp-1195934,Na2Zn3H4(Se2O7)2,,,0,4.0703,-1.519057702,15,1,34,33,13.48148148,9.750342936,8,2,92,90,79.74074074,13.90397805,87,1.00794,78.96,77.95206,29.11047772,22.83012266,15.9994,14.01,692.68,678.67,208.1118519,216.5017284,54.8,1,16,15,12.22222222,5.037037037,16,1,4,3,2.444444444,0.888888889,2,31,166,135,82.44444444,32.2962963,66,0.93,3.44,2.51,2.73962963,0.726310014,3.44,1,2,1,1.777777778,0.345679012,2,0,4,4,2.666666667,1.777777778,4,0,10,10,2.592592593,3.840877915,0,0,0,0,0,0,0,1,16,15,7.037037037,3.758573388,6,0,1,1,0.222222222,0.345679012,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.555555556,0.592592593,2,6.615,29.24333333,22.62833333,13.25839506,6.27563786,9.105,0,7.853,7.853,1.281777778,1.947028807,0,0,0,0,0,0,0,12,229,217,75.55555556,84.14814815,12,5,0.574969433,0.528588747,0.51896567,0.518543168,0.518518905,1.777777778,2.666666667,2.592592593,0,0.252631579,0.378947368,0.368421053,0,TRUE,0.792997622,0.115326761,6.368813317,0.148148148,0,0,0,0,0,0,0.518518519,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,34,1,16.8
mp-1105692,Tl2Hg3Se4,,,0,1.0357,-0.329950313,15,34,81,47,59.77777778,22.91358025,34,71,89,18,80.11111111,7.901234568,89,78.96,204.3833,125.4233,147.3751778,60.81349136,78.96,234.32,577,342.68,425.8844444,127.7096296,494,12,16,4,14,1.777777778,16,4,6,2,5.111111111,0.987654321,4,120,145,25,129.5555556,8.49382716,120,1.62,2.55,0.93,2.16,0.346666667,2.55,2,2,0,2,0,2,0,4,4,2,1.777777778,4,10,10,0,10,0,10,0,14,14,7.777777778,6.913580247,0,16,27,11,21.77777778,5.135802469,16,0,0,0,0,0,0,0,5,5,2,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1.333333333,2,25.23758621,26.91,1.672413793,25.91252874,0.449961686,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,194,180,104.6666667,80.59259259,14,3,0.598351645,0.514007223,0.466100234,0.452915579,0.446927314,2,2,10,7.777777778,0.091836735,0.091836735,0.459183673,0.357142857,TRUE,0.194445968,0.032621467,4.923152244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,195,81,34,65
mp-505798,Na4TiSe4,,,0,1.5273,-1.335474888,15,11,34,23,22.44444444,10.27160494,11,2,89,87,45.22222222,38.91358025,2,22.98976928,78.96,55.97023072,50.62956412,25.18260967,22.98976928,370.87,1941,1570.13,600.0533333,297.9881481,370.87,1,16,15,8,7.111111111,1,3,4,1,3.555555556,0.49382716,3,120,166,46,144.8888889,22.12345679,120,0.93,2.55,1.62,1.717777778,0.739753086,0.93,1,2,1,1.555555556,0.49382716,1,0,4,4,1.777777778,1.975308642,0,0,10,10,4.666666667,4.740740741,0,0,0,0,0,0,0,1,16,15,8,7.111111111,1,0,1,1,0.444444444,0.49382716,0,0,2,2,0.888888889,0.987654321,0,0,8,8,0.888888889,1.580246914,0,0,0,0,0,0,0,1,8,7,2.222222222,1.283950617,1,16.69,29.24333333,12.55333333,26.37148148,2.552757202,25.92,0,0.799,0.799,0.355111111,0.394567901,0,0,2.25E-05,2.25E-05,2.50E-06,4.45E-06,0,14,229,215,129.5555556,102.7160494,14,3,0.638284739,0.561419372,0.510582449,0.49070859,0.476343784,1.555555556,1.777777778,4.666666667,0,0.194444444,0.222222222,0.583333333,0,TRUE,0.48112901,0.110540651,4.014893137,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,34,11,22.33333333
mp-27441,Au2Se4O11,,,0,1.4326,-0.591782494,15,8,79,71,22.47058824,18.7266436,8,66,89,23,85,4.470588235,87,15.9994,196.966569,180.967169,52.103914,46.72348871,15.9994,54.8,1337.33,1282.53,309.0270588,328.9997232,54.8,11,16,5,15.41176471,1.038062284,16,2,6,4,2.941176471,1.21799308,2,66,136,70,86.94117647,27.10034602,66,2.54,3.44,0.9,3.124705882,0.408027682,3.44,1,2,1,1.882352941,0.207612457,2,0,4,4,3.529411765,0.830449827,4,0,10,10,3.529411765,4.567474048,0,0,14,14,1.647058824,2.906574394,0,6,25,19,10.58823529,5.937716263,6,0,1,1,0.117647059,0.207612457,0,0,2,2,1.764705882,0.415224913,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.882352941,0.207612457,2,9.105,25.92,16.815,13.955,6.276470588,9.105,0,0.799,0.799,0.188,0.287529412,0,0,0,0,0,0,0,12,225,213,37.52941176,44.11072664,12,3,0.698490711,0.658522021,0.64790515,0.647137119,0.647061442,1.882352941,3.529411765,3.529411765,1.647058824,0.177777778,0.333333333,0.333333333,0.155555556,TRUE,0.183313517,0.041307011,6.892725071,0,0,0,0,0,0,0,0.647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,79,8,40.33333333
mp-1196396,Tl4GeSe4,,,0,1.0793,-0.601362988,15,32,81,49,54.66666667,23.40740741,34,76,89,13,82.11111111,6.12345679,76,72.64,204.3833,131.7433,134.0014667,62.56162963,78.96,494,1211.4,717.4,610.6,133.5111111,494,13,16,3,14.44444444,1.382716049,13,4,6,2,4.888888889,0.987654321,4,120,145,25,131.1111111,12.34567901,120,1.62,2.55,0.93,2.076666667,0.420740741,1.62,2,2,0,2,0,2,1,4,3,2.444444444,1.382716049,1,10,10,0,10,0,10,0,14,14,6.222222222,6.913580247,0,14,27,13,20.66666667,5.62962963,16,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,23.005,26.91,3.905,26.03611111,0.776790123,25.92,0,0.799,0.799,0.397666667,0.356740741,0,0,0,0,0,0,0,14,225,211,117.4444444,91.95061728,14,3,0.638284739,0.561419372,0.510582449,0.49070859,0.476343784,2,2.444444444,10,6.222222222,0.096774194,0.11827957,0.483870968,0.301075269,TRUE,0.194445968,0.043723516,4.336896379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,81,32,49
mp-1199265,Nb2Pb2Se4O15,,,0,2.6621,-1.888478024,15,8,82,74,21.82608696,18.03402647,8,47,89,42,83.34782609,6.729678639,87,15.9994,207.2,191.2006,50.26277217,44.69135501,15.9994,54.8,2750,2695.2,413.0095652,467.2298677,54.8,5,16,11,14.86956522,1.867674858,16,2,6,4,2.956521739,1.247637051,2,66,164,98,90.86956522,32.43856333,66,1.6,3.44,1.84,3.028695652,0.536483932,3.44,1,2,1,1.913043478,0.15879017,2,0,4,4,3.47826087,0.862003781,4,0,10,10,2.956521739,3.856332703,0,0,14,14,1.217391304,2.223062382,0,5,28,23,9.565217391,5.444234405,6,0,1,1,0.086956522,0.15879017,0,0,4,4,2,0.347826087,2,0,6,6,0.52173913,0.952741021,0,0,0,0,0,0,0,2,7,5,2.608695652,1.005671078,2,9.105,28.11,19.005,14.47108696,6.999243856,9.105,0,0.799,0.799,0.138956522,0.22958034,0,0,0,0,0,0,0,12,229,217,49.73913043,61.65595463,12,4,0.686075384,0.657286705,0.652360687,0.652182986,0.652174032,1.913043478,3.47826087,2.956521739,1.217391304,0.2,0.363636364,0.309090909,0.127272727,TRUE,0.571043601,0.071974376,6.427870493,0,0,0,0,0,0,0,0.652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,165,82,8,41.25
