mpid,log(PF_n*10^7),maximum NdUnfilled
mp-758689,6.782472624,0
mp-676694,6.781755375,6
mp-540742,6.781755375,0
mp-773067,6.781755375,7
mp-18296,6.781755375,0
mp-18960,6.781755375,7
mp-764846,6.781755375,5
mp-558506,6.781755375,0
mp-18789,6.781755375,3
mp-567652,6.781755375,9
mp-559154,6.781036939,8
mp-11709,6.781036939,0
mp-770692,6.781036939,6
mp-772036,6.781036939,9
mp-1707,6.780317312,0
mp-560845,6.780317312,0
mp-18807,6.780317312,7
mp-27628,6.780317312,0
mp-636952,6.780317312,0
mp-30096,6.780317312,0
mp-558014,6.780317312,0
mp-559583,6.780317312,0
mp-557637,6.780317312,0
mp-18903,6.780317312,6
mp-5470,6.779596491,0
mp-7214,6.779596491,5
mp-31367,6.779596491,0
mp-677164,6.779596491,0
mp-770341,6.779596491,5
mp-29384,6.778874472,0
mp-554930,6.778874472,6
mp-760319,6.778874472,0
mp-763098,6.778874472,5
mp-540794,6.778874472,6
mp-759381,6.77815125,0
mp-697660,6.77815125,0
mp-625207,6.77815125,0
mp-752555,6.77815125,9
mp-19401,6.77815125,5
mp-559184,6.777426822,0
mp-772561,6.777426822,0
mp-11321,6.777426822,9
mp-706301,6.777426822,0
mp-777297,6.777426822,0
mp-16036,6.777426822,0
mp-6770,6.777426822,9
mp-28911,6.777426822,5
mp-2589,6.777426822,0
mp-571260,6.776701184,0
mp-752833,6.776701184,0
mp-555918,6.776701184,0
mp-30057,6.776701184,0
mp-754444,6.776701184,0
mp-29116,6.776701184,7
mp-777480,6.776701184,8
mp-4709,6.775974331,6
mp-23404,6.775974331,0
mp-759553,6.77524626,0
mp-9789,6.77524626,0
mp-4434,6.77524626,0
mp-10821,6.77524626,0
mp-769317,6.774516966,7
mp-561132,6.774516966,0
mp-10489,6.774516966,8
mp-21231,6.774516966,4
mp-28483,6.774516966,6
mp-696949,6.773786445,0
mp-759535,6.773786445,0
mp-11183,6.773786445,0
mp-15922,6.773786445,9
mp-768284,6.773054693,0
mp-568802,6.773054693,0
mp-706608,6.773054693,0
mp-25881,6.773054693,0
mp-779096,6.773054693,7
mp-4888,6.773054693,6
mp-27976,6.772321707,0
mp-554765,6.771587481,0
mp-3764,6.771587481,0
mp-555349,6.771587481,9
mp-27814,6.771587481,0
mp-617442,6.770852012,7
mp-554701,6.770115295,0
mp-757495,6.770115295,0
mp-556819,6.770115295,0
mp-755660,6.770115295,9
mp-29232,6.770115295,8
mp-850779,6.770115295,7
mp-29022,6.769377326,0
mp-759382,6.769377326,8
mp-676400,6.767897616,0
mp-676693,6.767897616,0
mp-704942,6.767897616,5
mp-758957,6.767897616,0
mp-752575,6.767155866,0
mp-767392,6.767155866,8
mp-571057,6.766412847,9
mp-770416,6.766412847,6
mp-14215,6.766412847,0
mp-673071,6.765668555,0
mp-780421,6.765668555,9
mp-769046,6.765668555,0
mp-674537,6.765668555,0
mp-5985,6.765668555,7
mp-556699,6.765668555,0
mp-755609,6.765668555,9
mp-20620,6.765668555,6
mp-29567,6.764922985,0
mp-570757,6.764922985,6
mp-570481,6.764176132,0
mp-6999,6.763427994,9
mp-766303,6.763427994,0
mp-27397,6.763427994,3
mp-684082,6.763427994,0
mp-695843,6.763427994,0
mp-27211,6.763427994,0
mp-17481,6.763427994,7
mp-706566,6.762678564,3
mp-557260,6.762678564,0
mp-540943,6.762678564,0
mp-561257,6.762678564,0
mp-23939,6.762678564,0
mp-757403,6.761927838,0
mp-625663,6.761927838,9
mp-35714,6.761927838,9
mp-559932,6.761927838,0
mp-29542,6.761175813,0
mp-754903,6.761175813,9
mp-557829,6.760422483,9
mp-769271,6.760422483,7
mp-697734,6.760422483,5
mp-541081,6.760422483,0
mp-555237,6.760422483,0
mp-684093,6.760422483,0
mp-16771,6.760422483,0
mp-27135,6.759667845,0
mp-758814,6.759667845,0
mp-616521,6.759667845,0
mp-8727,6.759667845,1
mp-27184,6.758911892,0
mp-625957,6.758911892,7
mp-30239,6.758911892,0
mp-684017,6.758911892,9
mp-19269,6.758911892,5
mp-9481,6.758154622,5
mp-504354,6.758154622,0
mp-23558,6.758154622,0
mp-632724,6.758154622,5
mp-556062,6.757396029,6
mp-9144,6.757396029,0
mp-569225,6.757396029,5
mp-28730,6.757396029,0
mp-776268,6.756636108,0
mp-772869,6.756636108,7
mp-754251,6.755874856,0
mp-553950,6.755874856,0
mp-542461,6.755874856,0
mp-31924,6.755874856,5
mp-35035,6.755874856,0
mp-558588,6.755874856,1
mp-773510,6.755874856,8
mp-3404,6.755874856,0
mp-6721,6.755874856,3
mp-35208,6.755874856,0
mp-759408,6.755112266,0
mp-557373,6.755112266,6
mp-675069,6.754348336,6
mp-759568,6.754348336,0
mp-778756,6.753583059,7
mp-3924,6.753583059,6
mp-646669,6.752816431,0
mp-568986,6.752816431,0
mp-753130,6.752816431,0
mp-558534,6.752816431,0
mp-8111,6.752816431,9
mp-28536,6.752048448,0
mp-772397,6.752048448,6
mp-555942,6.752048448,0
mp-760501,6.752048448,8
mp-16587,6.752048448,0
mp-556235,6.751279104,0
mp-23993,6.751279104,0
mp-720658,6.750508395,0
mp-768582,6.750508395,0
mp-768382,6.750508395,9
mp-3792,6.750508395,9
mp-866649,6.750508395,9
mp-19023,6.750508395,5
mp-19388,6.750508395,2
mp-4591,6.749736316,6
mp-772919,6.749736316,0
mp-781015,6.749736316,9
mp-556327,6.749736316,0
mp-542233,6.748962861,0
mp-5274,6.748188027,8
mp-555109,6.748188027,6
mp-626241,6.748188027,0
mp-560666,6.748188027,6
mp-8256,6.748188027,1
mp-14676,6.748188027,7
mp-697563,6.747411808,0
mp-3941,6.747411808,9
mp-18480,6.747411808,7
mp-13516,6.747411808,0
mp-733858,6.746634199,0
mp-774255,6.746634199,5
mp-27127,6.746634199,0
mp-36033,6.746634199,0
mp-19015,6.745855195,7
mp-758031,6.745855195,0
mp-557807,6.745855195,0
mp-775907,6.745074792,9
mp-777448,6.745074792,7
mp-28294,6.745074792,0
mp-698470,6.745074792,0
mp-554529,6.744292983,8
mp-766348,6.744292983,0
mp-29170,6.744292983,0
mp-17906,6.744292983,0
mp-557691,6.743509765,9
mp-707839,6.743509765,0
mp-756570,6.742725131,0
mp-28990,6.742725131,0
mp-680395,6.742725131,0
mp-781505,6.742725131,6
mp-684090,6.741939078,0
mp-555093,6.741939078,0
mp-626552,6.741151599,0
mp-29612,6.741151599,0
mp-560512,6.741151599,0
mp-27975,6.741151599,0
mp-690542,6.741151599,6
mp-736272,6.740362689,0
mp-28405,6.740362689,0
mp-768942,6.740362689,0
mp-560249,6.739572344,0
mp-557031,6.739572344,0
mp-561635,6.739572344,0
mp-561703,6.739572344,0
mp-560043,6.739572344,0
mp-707841,6.738780558,0
mp-759498,6.738780558,0
mp-567424,6.738780558,6
mp-753544,6.738780558,0
mp-556087,6.737987326,0
mp-10560,6.737192643,0
mp-647556,6.737192643,0
mp-8763,6.737192643,0
mp-566334,6.737192643,0
mp-559366,6.737192643,0
mp-556472,6.736396502,9
mp-23888,6.736396502,0
mp-27736,6.7355989,5
mp-759985,6.7355989,0
mp-6825,6.7355989,0
mp-758086,6.7355989,0
mp-18373,6.7355989,0
mp-26835,6.73479983,0
mp-680482,6.73479983,5
mp-29228,6.733999287,0
mp-16159,6.733999287,0
mp-23907,6.733999287,0
mp-18778,6.733999287,8
mp-23922,6.733197265,0
mp-555939,6.733197265,0
mp-30299,6.733197265,0
mp-555394,6.733197265,0
mp-10299,6.733197265,0
mp-772342,6.73239376,9
mp-558763,6.73239376,0
mp-6694,6.73239376,8
mp-698644,6.731588765,0
mp-684503,6.731588765,0
mp-10553,6.731588765,0
mp-556974,6.731588765,0
mp-694958,6.730782276,0
mp-555105,6.730782276,7
mp-765150,6.729974286,0
mp-18901,6.729974286,7
mp-561489,6.729974286,0
mp-768789,6.729974286,0
mp-556021,6.729974286,0
mp-16995,6.729974286,0
mp-28002,6.729974286,5
mp-5245,6.729974286,0
mp-556242,6.729974286,9
mp-754462,6.72916479,0
mp-17196,6.72916479,8
mp-28932,6.72916479,0
mp-562090,6.72916479,0
mp-553939,6.72916479,0
mp-540584,6.72916479,0
mp-568008,6.72916479,5
mp-680198,6.728353782,8
mp-27421,6.728353782,0
mp-768423,6.727541257,7
mp-29304,6.727541257,9
mp-31116,6.727541257,9
mp-14835,6.727541257,0
mp-766457,6.725911632,0
mp-555088,6.725911632,0
mp-672186,6.725911632,0
mp-768254,6.725911632,9
mp-557285,6.725094521,0
mp-560490,6.725094521,9
mp-675425,6.72427587,0
mp-768995,6.72427587,9
mp-767063,6.72427587,0
mp-761151,6.72427587,8
mp-23427,6.72427587,8
mp-31118,6.72427587,9
mp-18938,6.723455672,5
mp-558277,6.723455672,8
mp-581173,6.723455672,0
mp-753541,6.723455672,0
mp-28836,6.722633923,0
mp-554650,6.722633923,9
mp-722864,6.721810615,1
mp-18800,6.721810615,5
mp-738609,6.720985744,0
mp-774482,6.720985744,8
mp-6105,6.720985744,7
mp-1875,6.720985744,0
mp-686588,6.720159303,0
mp-6109,6.720159303,8
mp-770560,6.720159303,5
mp-561647,6.719331287,0
mp-764786,6.719331287,5
mp-7388,6.719331287,0
mp-19365,6.719331287,7
mp-559348,6.719331287,8
mp-17841,6.718501689,6
mp-4361,6.717670503,7
mp-9173,6.717670503,8
mp-7337,6.717670503,0
mp-14038,6.717670503,2
mp-690,6.716837723,0
mp-27420,6.716837723,0
mp-22977,6.716837723,7
mp-676473,6.716003344,0
mp-540942,6.716003344,0
mp-554012,6.716003344,0
mp-556438,6.716003344,6
mp-29250,6.716003344,7
mp-675033,6.715167358,0
mp-676109,6.715167358,0
mp-683501,6.715167358,5
mp-569321,6.715167358,5
mp-675395,6.71432976,0
mp-759624,6.71432976,0
mp-568546,6.71432976,0
mp-29922,6.71432976,0
mp-621926,6.71432976,8
mp-40451,6.713490543,9
mp-19324,6.713490543,6
mp-756136,6.713490543,0
mp-866813,6.713490543,0
mp-766021,6.711807229,0
mp-652046,6.710963119,5
mp-774616,6.710963119,0
mp-562054,6.710963119,0
mp-695314,6.710117365,0
mp-29193,6.710117365,6
mp-570315,6.710117365,0
mp-696189,6.710117365,0
mp-19433,6.710117365,9
mp-672695,6.709269961,0
mp-555790,6.709269961,0
mp-675266,6.709269961,0
mp-560144,6.709269961,3
mp-570738,6.709269961,0
mp-655105,6.709269961,0
mp-753460,6.7084209,0
mp-849475,6.7084209,7
mp-571056,6.7084209,0
mp-626564,6.707570176,0
mp-707772,6.707570176,0
mp-763344,6.707570176,7
mp-866606,6.707570176,0
mp-19386,6.707570176,7
mp-625803,6.706717782,0
mp-863365,6.706717782,0
mp-17662,6.706717782,9
mp-23183,6.706717782,0
mp-768326,6.705863712,0
mp-559304,6.705863712,0
mp-13292,6.705863712,0
mp-556578,6.705863712,0
mp-28473,6.705863712,0
mp-752638,6.705863712,0
mp-28240,6.705863712,0
mp-768450,6.705863712,0
mp-757490,6.705007959,0
mp-686572,6.705007959,0
mp-569675,6.705007959,0
mp-556539,6.705007959,0
mp-19507,6.704150517,7
mp-8568,6.704150517,1
mp-762351,6.703291378,8
mp-27473,6.703291378,0
mp-771816,6.703291378,9
mp-667345,6.703291378,6
mp-625208,6.702430536,1
mp-27362,6.702430536,6
mp-4820,6.702430536,8
mp-723540,6.702430536,0
mp-27292,6.701567985,0
mp-616463,6.701567985,0
mp-571084,6.701567985,5
mp-561096,6.700703717,0
mp-772878,6.700703717,0
mp-28555,6.700703717,0
mp-154,6.700703717,0
mp-626279,6.699837726,0
mp-580748,6.699837726,5
mp-759849,6.699837726,8
mp-554623,6.699837726,7
mp-771047,6.699837726,5
mp-555252,6.699837726,8
mp-15011,6.699837726,0
mp-559437,6.698970004,0
mp-4649,6.698970004,0
mp-571184,6.698970004,5
mp-759455,6.698100546,0
mp-556872,6.698100546,0
mp-703293,6.698100546,0
mp-698375,6.698100546,0
mp-622086,6.697229343,9
mp-556287,6.697229343,0
mp-626563,6.696356389,0
mp-686543,6.696356389,0
mp-556762,6.696356389,0
mp-706366,6.696356389,0
mp-24656,6.696356389,9
mp-779389,6.695481676,0
mp-541071,6.694605199,8
mp-780580,6.694605199,5
mp-30157,6.694605199,0
mp-781897,6.694605199,9
mp-19438,6.694605199,5
mp-557724,6.694605199,0
mp-684427,6.693726949,0
mp-14142,6.693726949,8
mp-752446,6.693726949,0
mp-567699,6.693726949,0
mp-27831,6.693726949,8
mp-532524,6.692846919,8
mp-675475,6.692846919,5
mp-34475,6.692846919,7
mp-27632,6.692846919,5
mp-558747,6.691965103,8
mp-559243,6.691965103,7
mp-685194,6.691965103,8
mp-28250,6.691965103,5
mp-541282,6.691965103,8
mp-759766,6.691081492,0
mp-559160,6.691081492,0
mp-18814,6.691081492,5
mp-570099,6.691081492,7
mp-14002,6.691081492,0
mp-625112,6.69019608,1
mp-541996,6.69019608,0
mp-10559,6.689308859,9
mp-569084,6.689308859,0
mp-626225,6.689308859,0
mp-770816,6.689308859,8
mp-720205,6.687528961,0
mp-562065,6.687528961,0
mp-18749,6.687528961,2
mp-18757,6.687528961,6
mp-572625,6.687528961,0
mp-18130,6.686636269,0
mp-568299,6.686636269,1
mp-650124,6.686636269,5
mp-554718,6.686636269,0
mp-752460,6.686636269,0
mp-558159,6.686636269,8
mp-18043,6.686636269,9
mp-24217,6.686636269,9
mp-557012,6.685741739,9
mp-697652,6.684845362,8
mp-755083,6.684845362,9
mp-19188,6.684845362,5
mp-504891,6.684845362,9
mp-767192,6.683947131,0
mp-643431,6.683947131,6
mp-695892,6.683947131,0
mp-754266,6.683947131,8
mp-755881,6.683047038,8
mp-561108,6.683047038,9
mp-7386,6.683047038,0
mp-40886,6.683047038,0
mp-769059,6.682145076,6
mp-644330,6.682145076,0
mp-541113,6.682145076,0
mp-19048,6.682145076,6
mp-769014,6.681241237,0
mp-625789,6.681241237,0
mp-568644,6.681241237,0
mp-555117,6.681241237,0
mp-17283,6.681241237,6
mp-35751,6.681241237,0
mp-684783,6.680335513,0
mp-5163,6.680335513,9
mp-723064,6.679427897,8
mp-541067,6.679427897,0
mp-11893,6.679427897,0
mp-23634,6.679427897,0
mp-753164,6.679427897,8
mp-43114,6.678518379,8
mp-733489,6.678518379,0
mp-676300,6.677606953,9
mp-571015,6.677606953,0
mp-684106,6.67669361,0
mp-623087,6.67669361,5
mp-684042,6.674861141,0
mp-756245,6.674861141,9
mp-1714,6.674861141,4
mp-554941,6.674861141,0
mp-685043,6.673941999,0
mp-557940,6.673941999,0
mp-753611,6.673941999,0
mp-18809,6.673941999,7
mp-684477,6.673020907,0
mp-559476,6.673020907,0
mp-24591,6.673020907,0
mp-9740,6.673020907,0
mp-767393,6.673020907,8
mp-674373,6.672097858,9
mp-780448,6.672097858,0
mp-736217,6.671172843,9
mp-28072,6.671172843,9
mp-768794,6.671172843,0
mp-11924,6.671172843,7
mp-676023,6.671172843,9
mp-559719,6.670245853,0
mp-767076,6.670245853,0
mp-556826,6.670245853,0
mp-5403,6.670245853,8
mp-560789,6.670245853,0
mp-560891,6.669316881,0
mp-541860,6.669316881,8
mp-637209,6.669316881,0
mp-570194,6.669316881,0
mp-27310,6.668385917,0
mp-505139,6.668385917,8
mp-771121,6.668385917,9
mp-33319,6.667452953,0
mp-26675,6.667452953,0
mp-606510,6.667452953,7
mp-505321,6.667452953,6
mp-554532,6.666517981,0
mp-4350,6.666517981,9
mp-770386,6.666517981,5
mp-684034,6.666517981,0
mp-543040,6.666517981,0
mp-556908,6.665580991,0
mp-559637,6.665580991,0
mp-573812,6.665580991,0
mp-23843,6.665580991,0
mp-769153,6.665580991,0
mp-755165,6.665580991,9
mp-27377,6.665580991,8
mp-559514,6.665580991,0
mp-770700,6.663700925,8
mp-744208,6.663700925,5
mp-561317,6.663700925,2
mp-554825,6.662757832,0
mp-707744,6.661812686,0
mp-757836,6.661812686,0
mp-3606,6.661812686,5
mp-27575,6.661812686,0
mp-16032,6.661812686,0
mp-771568,6.660865478,0
mp-625249,6.6599162,0
mp-27342,6.6599162,0
mp-28837,6.6599162,2
mp-760170,6.6599162,0
mp-778385,6.6599162,0
mp-567433,6.6599162,0
mp-29763,6.6599162,5
mp-29557,6.6599162,6
mp-31060,6.658964843,0
mp-571502,6.658964843,0
mp-3719,6.658964843,6
mp-25082,6.658964843,5
mp-568231,6.658964843,5
mp-540554,6.658011397,0
mp-761841,6.658011397,0
mp-560107,6.658011397,0
mp-752443,6.657055853,0
mp-676314,6.657055853,8
mp-777356,6.657055853,0
mp-758987,6.657055853,0
mp-554724,6.657055853,0
mp-654105,6.657055853,2
mp-2068,6.656098202,2
mp-559020,6.655138435,0
mp-559204,6.655138435,0
mp-722189,6.654176542,1
mp-570167,6.654176542,0
mp-556185,6.654176542,8
mp-26541,6.654176542,0
mp-23048,6.654176542,5
mp-556085,6.653212514,7
mp-756277,6.653212514,7
mp-557592,6.653212514,5
mp-18725,6.653212514,9
mp-626193,6.653212514,9
mp-6233,6.653212514,3
mp-765076,6.652246341,5
mp-697742,6.651278014,5
mp-560423,6.651278014,0
mp-849325,6.651278014,0
mp-624117,6.651278014,7
mp-36940,6.651278014,0
mp-561470,6.649334859,0
mp-720741,6.649334859,8
mp-643989,6.649334859,0
mp-849800,6.649334859,0
mp-568252,6.648360011,0
mp-769383,6.648360011,0
mp-571526,6.648360011,1
mp-22935,6.648360011,0
mp-570847,6.648360011,3
mp-29877,6.648360011,5
mp-27241,6.64738297,0
mp-766343,6.64738297,0
mp-18051,6.64738297,9
mp-9764,6.64738297,6
mp-11659,6.64738297,8
mp-558571,6.646403726,9
mp-10791,6.646403726,0
mp-557180,6.646403726,0
mp-557917,6.646403726,0
mp-774246,6.645422269,7
mp-9745,6.645422269,3
mp-695592,6.644438589,0
mp-554852,6.644438589,9
mp-560977,6.644438589,8
mp-772428,6.643452676,7
mp-559644,6.643452676,0
mp-768243,6.643452676,8
mp-672234,6.643452676,0
mp-677454,6.64246452,0
mp-767576,6.64246452,5
mp-556637,6.64246452,6
mp-675801,6.641474111,6
mp-15148,6.641474111,6
mp-560608,6.641474111,0
mp-721896,6.640481437,0
mp-18939,6.640481437,3
mp-695259,6.639486489,8
mp-561490,6.639486489,0
mp-11923,6.639486489,7
mp-19431,6.639486489,9
mp-677550,6.638489257,0
mp-24566,6.638489257,0
mp-6050,6.638489257,0
mp-632734,6.638489257,0
mp-3180,6.63748973,7
mp-768295,6.63748973,9
mp-607841,6.63748973,0
mp-541966,6.63748973,0
mp-772155,6.636487896,0
mp-28328,6.636487896,0
mp-28439,6.636487896,9
mp-561205,6.635483747,0
mp-559768,6.635483747,9
mp-554741,6.635483747,0
mp-766995,6.635483747,9
mp-13590,6.635483747,0
mp-770904,6.63447727,5
mp-772137,6.63447727,0
mp-768958,6.633468456,9
mp-636839,6.633468456,0
mp-19367,6.633468456,5
mp-850882,6.632457292,5
mp-776767,6.631443769,7
mp-759587,6.630427875,0
mp-772825,6.630427875,7
mp-560365,6.630427875,8
mp-773126,6.629409599,6
mp-4200,6.629409599,9
mp-12442,6.629409599,0
mp-30086,6.62838893,0
mp-675625,6.627365857,0
mp-771804,6.627365857,0
mp-559917,6.627365857,0
mp-28532,6.627365857,5
mp-720515,6.627365857,0
mp-540847,6.627365857,5
mp-29172,6.627365857,0
mp-559053,6.627365857,9
mp-18414,6.626340367,9
mp-28121,6.626340367,9
mp-763903,6.625312451,7
mp-17272,6.625312451,6
mp-774283,6.625312451,5
mp-8347,6.625312451,5
mp-569303,6.625312451,0
mp-759028,6.624282096,0
mp-720494,6.624282096,0
mp-770342,6.624282096,6
mp-770519,6.624282096,7
mp-19224,6.624282096,5
mp-758944,6.62324929,0
mp-600219,6.62324929,5
mp-696658,6.62324929,0
mp-561492,6.62324929,0
mp-776273,6.622214023,8
mp-559643,6.622214023,5
mp-553912,6.622214023,8
mp-5836,6.621176282,8
mp-626340,6.620136055,0
mp-757127,6.620136055,0
mp-766409,6.620136055,0
mp-849797,6.620136055,0
mp-23568,6.620136055,0
mp-573030,6.619093331,6
mp-780086,6.619093331,5
mp-754614,6.619093331,9
mp-29699,6.619093331,8
mp-23827,6.619093331,0
mp-685352,6.618048097,0
mp-756294,6.618048097,8
mp-19522,6.618048097,6
mp-30237,6.618048097,0
mp-560658,6.617000341,0
mp-554014,6.617000341,0
mp-28159,6.615950052,0
mp-559755,6.615950052,0
mp-684804,6.615950052,0
mp-766217,6.615950052,0
mp-723093,6.614897216,0
mp-759958,6.614897216,0
mp-27839,6.614897216,8
mp-765411,6.613841822,5
mp-28075,6.613841822,8
mp-558893,6.613841822,0
mp-690824,6.613841822,0
mp-683967,6.613841822,0
mp-10792,6.612783857,0
mp-23931,6.612783857,0
mp-768348,6.612783857,0
mp-722266,6.611723308,0
mp-756587,6.611723308,8
mp-29001,6.610660163,9
mp-769038,6.610660163,6
mp-18880,6.610660163,7
mp-770754,6.610660163,0
mp-561303,6.609594409,0
mp-772758,6.609594409,8
mp-690012,6.609594409,5
mp-758253,6.609594409,0
mp-28291,6.609594409,0
mp-675541,6.608526034,0
mp-6358,6.608526034,8
mp-759406,6.608526034,0
mp-706653,6.608526034,0
mp-690977,6.608526034,0
mp-541393,6.608526034,5
mp-706273,6.607455023,0
mp-554645,6.606381365,0
mp-12263,6.606381365,0
mp-14036,6.606381365,2
mp-706285,6.605305046,1
mp-680167,6.604226053,5
mp-740746,6.604226053,0
mp-684508,6.603144373,0
mp-7827,6.603144373,2
mp-567583,6.603144373,0
mp-680168,6.602059991,5
mp-640915,6.602059991,9
mp-863377,6.602059991,0
mp-775170,6.600972896,5
mp-686614,6.600972896,8
mp-675881,6.600972896,0
mp-557488,6.600972896,0
mp-18727,6.600972896,5
mp-768166,6.600972896,0
mp-674421,6.599883072,0
mp-555132,6.599883072,0
mp-554581,6.599883072,0
mp-758151,6.598790507,8
mp-761857,6.598790507,6
mp-27351,6.598790507,0
mp-697761,6.598790507,5
mp-12023,6.598790507,5
mp-19185,6.598790507,5
mp-39288,6.598790507,9
mp-7423,6.597695186,5
mp-560077,6.597695186,0
mp-29543,6.597695186,0
mp-625815,6.597695186,0
mp-626337,6.596597096,0
mp-759444,6.596597096,0
mp-770735,6.596597096,5
mp-556645,6.596597096,6
mp-7640,6.596597096,9
mp-531130,6.595496222,0
mp-571662,6.595496222,9
mp-3529,6.595496222,7
mp-707104,6.595496222,0
mp-684028,6.595496222,0
mp-5295,6.59439255,9
mp-617543,6.593286067,8
mp-706973,6.593286067,0
mp-753532,6.592176757,6
mp-568817,6.592176757,0
mp-612,6.592176757,0
mp-4624,6.592176757,7
mp-9059,6.592176757,7
mp-18867,6.592176757,6
mp-560097,6.591064607,0
mp-761914,6.591064607,0
mp-559052,6.591064607,6
mp-675250,6.589949601,0
mp-756750,6.589949601,8
mp-698410,6.589949601,5
mp-3821,6.589949601,1
mp-761126,6.587710965,0
mp-774530,6.587710965,8
mp-559377,6.587710965,0
mp-29368,6.587710965,8
mp-581026,6.587710965,5
mp-560210,6.587710965,0
mp-560511,6.587710965,0
mp-3960,6.587710965,9
mp-648992,6.586587305,5
mp-690765,6.586587305,0
mp-583221,6.586587305,0
mp-17146,6.586587305,0
mp-23909,6.586587305,0
mp-771771,6.586587305,7
mp-561561,6.586587305,2
mp-27247,6.58546073,6
mp-553981,6.58546073,5
mp-27994,6.58546073,0
mp-28512,6.58546073,0
mp-585408,6.58546073,0
mp-4930,6.584331224,8
mp-17577,6.584331224,5
mp-24307,6.583198774,0
