mpid,log(PF_n*10^7),maximum NdUnfilled
mp-559092,6.900367129,9
mp-13954,6.900367129,0
mp-559482,6.900367129,8
mp-675681,6.899820502,0
mp-775843,6.899820502,8
mp-776362,6.899820502,8
mp-37436,6.899820502,0
mp-23724,6.899820502,0
mp-770646,6.899820502,0
mp-16605,6.899820502,7
mp-757106,6.899820502,0
mp-20489,6.899820502,0
mp-771570,6.899820502,0
mp-39033,6.899820502,0
mp-16791,6.899820502,0
mp-766238,6.899273187,8
mp-625860,6.899273187,0
mp-695601,6.899273187,0
mp-760582,6.899273187,0
mp-554223,6.899273187,9
mp-720874,6.899273187,0
mp-554264,6.899273187,0
mp-768234,6.899273187,9
mp-699284,6.899273187,0
mp-556783,6.898725182,0
mp-31268,6.898725182,0
mp-555838,6.898725182,0
mp-770743,6.898725182,8
mp-706408,6.898725182,0
mp-696992,6.898725182,0
mp-756354,6.898725182,9
mp-641441,6.898725182,6
mp-772801,6.898725182,9
mp-778743,6.898176483,0
mp-556075,6.898176483,0
mp-243,6.898176483,0
mp-6574,6.898176483,0
mp-779864,6.897627091,8
mp-17586,6.897627091,0
mp-568441,6.897627091,0
mp-22908,6.897627091,0
mp-849779,6.897627091,0
mp-769128,6.897627091,0
mp-755742,6.897627091,0
mp-866922,6.897627091,0
mp-34508,6.897627091,0
mp-769039,6.897627091,0
mp-775783,6.897077003,8
mp-7744,6.897077003,0
mp-756597,6.897077003,8
mp-774715,6.897077003,6
mp-766929,6.897077003,0
mp-644607,6.897077003,0
mp-13038,6.897077003,0
mp-619661,6.896526217,0
mp-23412,6.896526217,0
mp-755635,6.896526217,1
mp-28568,6.895974732,0
mp-781757,6.895974732,7
mp-20940,6.895974732,8
mp-20374,6.895974732,0
mp-20066,6.895974732,0
mp-754034,6.895422546,0
mp-768771,6.895422546,0
mp-14289,6.895422546,0
mp-561442,6.895422546,9
mp-756721,6.894869657,0
mp-697645,6.894869657,0
mp-625821,6.894869657,0
mp-18042,6.894869657,0
mp-38240,6.894869657,0
mp-36100,6.894869657,0
mp-768500,6.894869657,0
mp-644101,6.894316063,0
mp-776387,6.894316063,8
mp-754730,6.894316063,0
mp-542604,6.894316063,0
mp-5860,6.894316063,0
mp-16107,6.894316063,0
mp-625886,6.893761762,7
mp-771828,6.893761762,8
mp-17447,6.893761762,0
mp-560314,6.893206753,0
mp-28680,6.893206753,0
mp-3538,6.893206753,0
mp-758174,6.892651034,9
mp-625809,6.892651034,0
mp-569515,6.892651034,0
mp-676319,6.892651034,8
mp-29218,6.892651034,0
mp-756545,6.892651034,8
mp-561622,6.892094603,0
mp-28967,6.892094603,0
mp-542570,6.892094603,0
mp-754352,6.892094603,0
mp-776763,6.891537458,8
mp-541750,6.891537458,0
mp-24534,6.891537458,0
mp-25975,6.891537458,0
mp-643257,6.891537458,0
mp-556257,6.891537458,0
mp-10418,6.890979597,0
mp-707532,6.890979597,0
mp-676629,6.890979597,8
mp-2574,6.890979597,8
mp-696794,6.890421019,0
mp-4160,6.890421019,0
mp-676448,6.890421019,8
mp-551758,6.890421019,0
mp-28419,6.889861721,0
mp-28583,6.889861721,0
mp-720376,6.889861721,0
mp-557685,6.889861721,6
mp-28255,6.889861721,9
mp-677015,6.889861721,0
mp-12403,6.889861721,0
mp-768890,6.889301703,0
mp-17187,6.889301703,0
mp-756769,6.889301703,0
mp-773894,6.889301703,0
mp-30058,6.889301703,0
mp-8860,6.889301703,0
mp-763609,6.888740961,5
mp-676449,6.888740961,0
mp-696283,6.888740961,0
mp-6019,6.888740961,9
mp-23614,6.888740961,6
mp-22888,6.888740961,0
mp-567716,6.888740961,0
mp-770969,6.888740961,7
mp-5889,6.888740961,8
mp-759307,6.888179494,8
mp-553970,6.888179494,0
mp-722342,6.888179494,0
mp-6066,6.888179494,7
mp-30077,6.888179494,0
mp-18104,6.888179494,0
mp-753794,6.888179494,8
mp-2920,6.888179494,9
mp-755313,6.888179494,9
mp-753009,6.8876173,0
mp-8930,6.8876173,0
mp-18634,6.8876173,0
mp-1968,6.8876173,9
mp-624688,6.887054378,7
mp-555742,6.887054378,0
mp-772109,6.887054378,0
mp-12271,6.887054378,0
mp-772823,6.887054378,9
mp-756458,6.887054378,0
mp-42036,6.886490725,0
mp-770469,6.886490725,7
mp-558317,6.886490725,6
mp-22538,6.886490725,0
mp-677067,6.88592634,0
mp-626024,6.88592634,0
mp-757669,6.88592634,0
mp-647987,6.88592634,0
mp-10368,6.88592634,3
mp-24199,6.88592634,0
mp-541819,6.88536122,0
mp-554138,6.88536122,0
mp-572833,6.88536122,0
mp-770290,6.88536122,0
mp-557146,6.88536122,8
mp-561877,6.88536122,0
mp-29349,6.88536122,0
mp-560605,6.88536122,9
mp-554355,6.88536122,0
mp-557953,6.88536122,0
mp-31049,6.884795364,0
mp-772255,6.884795364,0
mp-558658,6.884795364,9
mp-706524,6.88422877,9
mp-570105,6.88422877,1
mp-3519,6.88422877,8
mp-24452,6.883661435,0
mp-775916,6.883661435,0
mp-553978,6.883661435,0
mp-29302,6.883661435,0
mp-38442,6.883661435,0
mp-13614,6.883661435,0
mp-27187,6.883093359,0
mp-34141,6.883093359,9
mp-10426,6.882524538,6
mp-561827,6.882524538,0
mp-14565,6.882524538,0
mp-28040,6.882524538,8
mp-754302,6.882524538,8
mp-604964,6.881954971,0
mp-8496,6.881954971,6
mp-734733,6.881954971,0
mp-766427,6.881384657,0
mp-24767,6.881384657,0
mp-14988,6.881384657,0
mp-28252,6.881384657,0
mp-707767,6.880813592,0
mp-14213,6.880813592,0
mp-768355,6.880241776,9
mp-557728,6.880241776,0
mp-644852,6.880241776,0
mp-30520,6.880241776,0
mp-12355,6.879669206,9
mp-1175,6.879669206,0
mp-6416,6.879669206,0
mp-2782,6.879669206,0
mp-757800,6.87909588,0
mp-29443,6.87909588,0
mp-39159,6.87909588,9
mp-554076,6.87909588,0
mp-696396,6.87909588,0
mp-769147,6.87909588,9
mp-554568,6.87909588,0
mp-29934,6.87909588,8
mp-9056,6.87909588,8
mp-546864,6.87909588,9
mp-504598,6.878521796,0
mp-667426,6.878521796,0
mp-555021,6.878521796,0
mp-758861,6.877946952,0
mp-756718,6.877946952,0
mp-768159,6.877946952,0
mp-760506,6.877946952,0
mp-697981,6.877946952,0
mp-2131,6.877946952,0
mp-41236,6.877946952,9
mp-6560,6.877371346,0
mp-754989,6.877371346,0
mp-23560,6.877371346,0
mp-542749,6.876794976,5
mp-549565,6.876794976,0
mp-754414,6.876794976,0
mp-644494,6.876794976,0
mp-19050,6.876794976,5
mp-866690,6.876794976,9
mp-556331,6.876217841,1
mp-18772,6.876217841,5
mp-757076,6.876217841,0
mp-570290,6.876217841,5
mp-554260,6.875639937,0
mp-557251,6.875639937,0
mp-18585,6.875639937,0
mp-781712,6.875639937,0
mp-34116,6.875639937,0
mp-22956,6.875639937,0
mp-8511,6.875639937,0
mp-771335,6.875061263,0
mp-706514,6.875061263,0
mp-4198,6.875061263,0
mp-15558,6.874481818,0
mp-27931,6.874481818,0
mp-6057,6.874481818,0
mp-17208,6.874481818,8
mp-679669,6.873901598,8
mp-683919,6.873901598,0
mp-684652,6.873320602,0
mp-768556,6.873320602,0
mp-735063,6.873320602,0
mp-720739,6.873320602,0
mp-776239,6.873320602,8
mp-29510,6.873320602,0
mp-768988,6.873320602,0
mp-557090,6.873320602,0
mp-758996,6.872738827,0
mp-17894,6.872738827,0
mp-676673,6.872738827,0
mp-674972,6.872738827,0
mp-504426,6.872738827,0
mp-567771,6.872738827,0
mp-771235,6.872738827,9
mp-753425,6.872738827,0
mp-541818,6.872156273,0
mp-752692,6.872156273,0
mp-554315,6.872156273,0
mp-557521,6.872156273,0
mp-41634,6.872156273,0
mp-37741,6.872156273,9
mp-341,6.872156273,0
mp-752922,6.872156273,8
mp-769404,6.871572936,9
mp-29473,6.871572936,0
mp-752686,6.871572936,7
mp-530331,6.871572936,0
mp-780239,6.871572936,0
mp-756755,6.870988814,6
mp-556517,6.870988814,0
mp-23866,6.870988814,0
mp-752793,6.870988814,0
mp-559400,6.870988814,0
mp-768482,6.870988814,0
mp-695043,6.870403905,0
mp-24303,6.870403905,0
mp-9178,6.870403905,0
mp-773176,6.869818208,5
mp-27502,6.869818208,0
mp-23199,6.869818208,0
mp-559373,6.86923172,0
mp-567658,6.86923172,6
mp-28727,6.86923172,9
mp-28567,6.86923172,0
mp-3667,6.86923172,0
mp-19231,6.86923172,5
mp-560581,6.868644438,0
mp-30982,6.868644438,0
mp-758203,6.868644438,0
mp-762352,6.868644438,0
mp-765277,6.868056362,0
mp-28728,6.868056362,0
mp-568557,6.868056362,7
mp-555424,6.867467488,6
mp-546202,6.867467488,0
mp-12022,6.866877814,0
mp-18765,6.866877814,2
mp-38162,6.866877814,0
mp-568932,6.866877814,4
mp-18138,6.866287339,6
mp-557028,6.866287339,9
mp-571527,6.866287339,0
mp-754535,6.866287339,9
mp-29505,6.866287339,0
mp-7601,6.86569606,6
mp-603414,6.86569606,0
mp-770413,6.86569606,9
mp-850974,6.86569606,5
mp-558046,6.86569606,5
mp-558212,6.86569606,6
mp-754060,6.86569606,0
mp-4782,6.86569606,0
mp-559882,6.865103975,0
mp-18837,6.865103975,9
mp-561202,6.865103975,6
mp-17838,6.865103975,0
mp-773100,6.864511081,9
mp-567221,6.864511081,0
mp-776041,6.864511081,7
mp-769347,6.864511081,0
mp-759680,6.864511081,0
mp-683970,6.864511081,0
mp-557395,6.864511081,0
mp-541568,6.864511081,6
mp-570137,6.864511081,0
mp-557364,6.864511081,0
mp-23562,6.864511081,0
mp-8537,6.864511081,0
mp-13800,6.864511081,0
mp-561133,6.863917377,6
mp-758720,6.863917377,0
mp-767114,6.863917377,0
mp-7405,6.863917377,0
mp-5055,6.863917377,5
mp-740711,6.863917377,0
mp-4602,6.863917377,8
mp-554421,6.86332286,0
mp-642320,6.86332286,0
mp-569132,6.86332286,0
mp-758115,6.86332286,0
mp-559378,6.86332286,7
mp-504827,6.862727528,0
mp-28290,6.862727528,0
mp-541747,6.862727528,0
mp-625174,6.862727528,0
mp-707391,6.862727528,0
mp-17989,6.862727528,0
mp-755405,6.862727528,0
mp-13384,6.862727528,0
mp-9816,6.862727528,0
mp-722397,6.862131379,0
mp-556253,6.862131379,0
mp-680185,6.862131379,5
mp-774407,6.862131379,6
mp-680577,6.862131379,0
mp-557366,6.862131379,0
mp-1138,6.862131379,0
mp-24165,6.861534411,0
mp-557492,6.861534411,9
mp-555575,6.861534411,0
mp-24640,6.861534411,0
mp-752725,6.861534411,0
mp-559065,6.861534411,0
mp-707729,6.860936621,0
mp-551740,6.860936621,0
mp-761922,6.860338007,6
mp-556025,6.860338007,0
mp-27892,6.860338007,0
mp-28695,6.860338007,0
mp-552131,6.860338007,0
mp-754093,6.860338007,9
mp-677734,6.859738566,0
mp-752549,6.859738566,0
mp-761148,6.859738566,8
mp-676563,6.859738566,7
mp-601202,6.859738566,0
mp-780259,6.859738566,9
mp-774182,6.859738566,5
mp-768827,6.859738566,0
mp-18244,6.859738566,5
mp-756935,6.859738566,0
mp-36779,6.859138297,0
mp-757089,6.859138297,0
mp-5132,6.859138297,9
mp-772861,6.858537198,0
mp-20805,6.858537198,0
mp-23281,6.858537198,0
mp-40186,6.857935265,0
mp-12016,6.857935265,0
mp-27927,6.857935265,6
mp-559721,6.857935265,0
mp-29594,6.857935265,9
mp-720287,6.857935265,0
mp-776658,6.857935265,0
mp-540995,6.857935265,6
mp-543056,6.857332496,0
mp-760017,6.857332496,8
mp-766275,6.857332496,0
mp-557224,6.857332496,0
mp-760360,6.857332496,8
mp-11347,6.857332496,0
mp-559764,6.857332496,0
mp-773066,6.857332496,7
mp-6485,6.857332496,9
mp-10155,6.85672889,3
mp-766359,6.85672889,0
mp-556932,6.85672889,0
mp-680122,6.85672889,0
mp-555472,6.85672889,8
mp-754175,6.856124444,0
mp-19146,6.856124444,5
mp-768820,6.856124444,0
mp-559393,6.856124444,0
mp-754408,6.856124444,0
mp-26897,6.856124444,0
mp-686747,6.855519156,6
mp-644332,6.855519156,5
mp-555467,6.855519156,0
mp-557997,6.855519156,0
mp-560642,6.855519156,0
mp-549590,6.855519156,0
mp-560620,6.855519156,8
mp-780238,6.854913022,0
mp-637188,6.854913022,6
mp-25908,6.854913022,0
mp-568108,6.854306042,0
mp-4423,6.854306042,9
mp-554592,6.853698212,0
mp-626701,6.853698212,5
mp-27213,6.853698212,0
mp-560919,6.853698212,9
mp-17799,6.853698212,0
mp-752533,6.853698212,9
mp-37995,6.853698212,8
mp-17337,6.85308953,0
mp-17512,6.85308953,0
mp-768893,6.85308953,0
mp-16903,6.85308953,0
mp-24087,6.85308953,0
mp-22849,6.85308953,0
mp-607987,6.852479994,0
mp-557025,6.852479994,0
mp-766448,6.852479994,0
mp-755804,6.852479994,9
mp-672223,6.852479994,0
mp-559064,6.851869601,0
mp-708961,6.851869601,0
mp-12427,6.851869601,7
mp-23644,6.851869601,0
mp-768199,6.851869601,0
mp-677203,6.851258349,0
mp-504811,6.851258349,0
mp-698289,6.851258349,0
mp-759602,6.851258349,0
mp-768330,6.851258349,0
mp-6796,6.851258349,0
mp-767134,6.851258349,0
mp-11009,6.851258349,0
mp-17805,6.851258349,0
mp-770703,6.851258349,6
mp-24273,6.850646235,0
mp-541688,6.850646235,0
mp-2843,6.850646235,0
mp-680689,6.850646235,8
mp-559562,6.850646235,0
mp-13500,6.850646235,0
mp-557979,6.850646235,5
mp-24523,6.850646235,0
mp-630760,6.850033258,0
mp-621981,6.850033258,0
mp-30224,6.850033258,0
mp-703316,6.850033258,9
mp-766938,6.850033258,6
mp-4609,6.850033258,8
mp-568373,6.850033258,3
mp-6255,6.850033258,9
mp-561664,6.849419414,0
mp-675556,6.849419414,8
mp-19734,6.849419414,0
mp-744751,6.849419414,5
mp-572874,6.848804701,0
mp-707938,6.848804701,0
mp-679997,6.848804701,0
mp-753712,6.848804701,9
mp-570388,6.848189117,0
mp-542846,6.848189117,0
mp-568819,6.847572659,1
mp-7792,6.847572659,9
mp-29605,6.847572659,0
mp-777777,6.846955325,0
mp-695214,6.846955325,9
mp-636731,6.846955325,8
mp-31067,6.846955325,0
mp-722467,6.846337112,0
mp-755835,6.846337112,0
mp-755530,6.846337112,0
mp-555050,6.846337112,6
mp-541106,6.845718018,6
mp-759161,6.845718018,0
mp-23349,6.845718018,0
mp-3901,6.845718018,6
mp-753709,6.845718018,0
mp-19100,6.845718018,5
mp-32780,6.845718018,0
mp-643579,6.845718018,0
mp-12011,6.84509804,0
mp-28391,6.84509804,0
mp-29990,6.84509804,9
mp-768147,6.84509804,0
mp-554370,6.844477176,8
mp-570957,6.844477176,0
mp-18073,6.844477176,7
mp-23970,6.844477176,0
mp-5746,6.844477176,0
mp-22325,6.843855423,0
mp-761759,6.843855423,0
mp-36592,6.843855423,0
mp-23370,6.843855423,6
mp-570379,6.843855423,9
mp-764374,6.843232778,5
mp-707238,6.843232778,0
mp-559289,6.843232778,9
mp-4056,6.843232778,9
mp-753731,6.843232778,0
mp-696683,6.84260924,0
mp-557914,6.84260924,7
mp-28295,6.84260924,0
mp-557580,6.84260924,0
mp-18420,6.84260924,5
mp-31356,6.84260924,5
mp-17088,6.84260924,0
mp-675012,6.84260924,8
mp-23664,6.84260924,9
mp-776229,6.841984805,8
mp-625909,6.841984805,0
mp-756908,6.841984805,0
mp-669521,6.84135947,6
mp-555844,6.84135947,5
mp-30993,6.84135947,9
mp-558753,6.84135947,0
mp-8697,6.84135947,9
mp-570752,6.84135947,0
mp-760483,6.840733235,0
mp-583454,6.840733235,6
mp-755901,6.840733235,6
mp-559061,6.840106094,0
mp-23750,6.840106094,0
mp-17418,6.840106094,0
mp-850279,6.840106094,0
mp-36864,6.840106094,8
mp-571288,6.840106094,7
mp-768315,6.840106094,0
mp-624249,6.840106094,0
mp-23683,6.840106094,0
mp-34580,6.839478047,0
mp-559627,6.839478047,0
mp-780050,6.839478047,8
mp-556298,6.839478047,0
mp-723109,6.839478047,0
mp-5036,6.839478047,0
mp-8946,6.839478047,0
mp-17719,6.839478047,9
mp-863076,6.838849091,6
mp-772395,6.838849091,7
mp-753661,6.838849091,0
mp-720526,6.838849091,0
mp-27396,6.838849091,2
mp-554412,6.838219222,7
mp-721182,6.838219222,0
mp-30301,6.838219222,0
mp-29104,6.838219222,8
mp-555960,6.837588438,0
mp-569812,6.837588438,0
mp-684504,6.837588438,0
mp-770718,6.837588438,0
mp-755401,6.837588438,0
mp-753769,6.836956737,9
mp-16848,6.836956737,0
mp-4325,6.836956737,8
mp-764019,6.836956737,8
mp-29832,6.836956737,0
mp-23771,6.836956737,0
mp-680158,6.836956737,8
mp-675757,6.836324116,0
mp-29504,6.836324116,0
mp-574928,6.836324116,0
mp-622196,6.836324116,0
mp-755685,6.836324116,9
mp-765457,6.836324116,5
mp-743,6.836324116,0
mp-775961,6.835690571,6
mp-3397,6.835690571,8
mp-24733,6.835690571,0
mp-9650,6.835690571,7
mp-758810,6.835056102,0
mp-695325,6.835056102,8
mp-642795,6.835056102,0
mp-26299,6.835056102,0
mp-28563,6.835056102,0
mp-27303,6.835056102,0
mp-755549,6.835056102,9
mp-559118,6.834420704,7
mp-697264,6.834420704,0
mp-27132,6.834420704,8
mp-861868,6.834420704,9
mp-555359,6.834420704,5
mp-673118,6.833784375,0
mp-573281,6.833784375,0
mp-6665,6.833784375,6
mp-29269,6.833784375,0
mp-23739,6.833784375,0
mp-31039,6.833784375,0
mp-698690,6.833784375,0
mp-703527,6.833784375,0
mp-686617,6.833147112,0
mp-771304,6.833147112,0
mp-29502,6.833147112,0
mp-684539,6.833147112,0
mp-27278,6.833147112,0
mp-769630,6.833147112,5
mp-567628,6.833147112,0
mp-783909,6.832508913,5
mp-676556,6.832508913,8
mp-756135,6.832508913,6
mp-555056,6.832508913,0
mp-23837,6.832508913,0
mp-695202,6.831869774,0
mp-17539,6.831869774,0
mp-558114,6.831869774,6
mp-772779,6.831869774,0
mp-772640,6.831229694,6
mp-9692,6.830588669,0
mp-559336,6.830588669,6
mp-541915,6.830588669,0
mp-673059,6.830588669,0
mp-554894,6.830588669,0
mp-755213,6.830588669,0
mp-556953,6.830588669,0
mp-775628,6.829946696,9
mp-17918,6.829946696,0
mp-541667,6.828659897,6
mp-24026,6.828659897,0
mp-9788,6.828659897,0
mp-775830,6.828659897,0
mp-19042,6.828659897,5
mp-556585,6.828659897,5
mp-6633,6.828659897,0
mp-753246,6.828659897,0
mp-9003,6.828659897,6
mp-14836,6.828659897,0
mp-768920,6.828659897,0
mp-18274,6.828659897,6
mp-15501,6.828659897,8
mp-4338,6.828659897,5
mp-772750,6.828015064,0
mp-572332,6.828015064,0
mp-757884,6.828015064,0
mp-696740,6.828015064,0
mp-27352,6.828015064,0
mp-27437,6.828015064,8
mp-559642,6.828015064,8
mp-776334,6.827369273,8
mp-677028,6.827369273,0
mp-768747,6.827369273,0
mp-768921,6.827369273,0
mp-755941,6.827369273,7
mp-23023,6.827369273,9
mp-569843,6.827369273,5
mp-27914,6.827369273,0
mp-775911,6.82672252,9
mp-558336,6.82672252,0
mp-10620,6.82672252,0
mp-696066,6.82672252,0
mp-568965,6.82672252,0
mp-770853,6.82672252,3
mp-555286,6.826074803,6
mp-733853,6.826074803,0
mp-606912,6.826074803,0
mp-19014,6.825426118,6
mp-553972,6.825426118,0
mp-651048,6.825426118,0
mp-555322,6.825426118,0
mp-557773,6.825426118,9
mp-19138,6.825426118,2
mp-24357,6.824776462,0
mp-752675,6.824776462,9
mp-758660,6.824776462,0
mp-554115,6.824776462,0
mp-669564,6.824125834,5
mp-27367,6.824125834,0
mp-27792,6.824125834,0
mp-754964,6.824125834,8
mp-779031,6.824125834,7
mp-757450,6.824125834,9
mp-775820,6.823474229,8
mp-3203,6.823474229,7
mp-696597,6.823474229,0
mp-21282,6.823474229,0
mp-7569,6.823474229,0
mp-673834,6.822821645,0
mp-24124,6.822821645,0
mp-757172,6.822821645,0
mp-756560,6.822821645,8
mp-686347,6.822168079,0
mp-560208,6.822168079,6
mp-33631,6.822168079,8
mp-761057,6.822168079,6
mp-695305,6.821513528,0
mp-778633,6.821513528,5
mp-546684,6.821513528,0
mp-630329,6.821513528,0
mp-735578,6.821513528,5
mp-757310,6.821513528,0
mp-542031,6.821513528,5
mp-676665,6.821513528,8
mp-765294,6.820857989,0
mp-757131,6.820857989,0
mp-37478,6.820857989,9
mp-779456,6.820857989,9
mp-9636,6.820857989,0
mp-27773,6.820201459,0
mp-558982,6.820201459,0
mp-28329,6.820201459,0
mp-4266,6.820201459,0
mp-31476,6.820201459,0
mp-768909,6.819543936,0
mp-548403,6.819543936,0
mp-778969,6.818885415,0
mp-23419,6.818885415,0
mp-759866,6.818885415,0
mp-755898,6.818885415,7
mp-17769,6.818885415,9
mp-24345,6.818225894,0
mp-766168,6.818225894,8
mp-762225,6.818225894,0
mp-561397,6.818225894,0
mp-775265,6.818225894,5
mp-27033,6.818225894,0
mp-622262,6.81756537,5
mp-684497,6.81756537,0
mp-7310,6.81756537,8
mp-571648,6.81756537,5
mp-24433,6.816903839,0
mp-697253,6.816903839,0
mp-2457,6.816903839,0
mp-33508,6.816903839,7
mp-558566,6.816903839,8
mp-849394,6.8162413,5
mp-540920,6.8162413,0
mp-2414,6.8162413,0
mp-698491,6.8162413,0
mp-568611,6.815577748,0
mp-778819,6.815577748,5
mp-17980,6.815577748,5
mp-863427,6.815577748,0
mp-755781,6.815577748,6
mp-2659,6.814913181,0
mp-30209,6.814913181,0
mp-779858,6.814913181,6
mp-554282,6.814247596,9
mp-7765,6.814247596,0
mp-553880,6.814247596,0
mp-29391,6.813580989,0
mp-760396,6.813580989,7
mp-610738,6.813580989,8
mp-5513,6.813580989,7
mp-2943,6.813580989,9
mp-29361,6.812913357,9
mp-555321,6.812913357,2
mp-555678,6.812913357,8
mp-680247,6.812913357,0
mp-555159,6.812244697,0
mp-6674,6.812244697,9
mp-570587,6.812244697,0
mp-28256,6.812244697,7
mp-775980,6.812244697,8
mp-27971,6.812244697,9
mp-763149,6.812244697,5
mp-542724,6.811575006,9
mp-29186,6.811575006,9
mp-573909,6.811575006,0
mp-5388,6.811575006,0
mp-780370,6.811575006,0
mp-696871,6.810904281,9
mp-1745,6.810904281,0
mp-559067,6.810904281,0
mp-540900,6.810904281,0
mp-531051,6.810232518,6
mp-16543,6.810232518,0
mp-573358,6.810232518,0
mp-723483,6.810232518,0
mp-27576,6.810232518,9
mp-9819,6.810232518,0
mp-768871,6.809559715,0
mp-753069,6.809559715,9
mp-7800,6.809559715,0
mp-15016,6.809559715,0
mp-540795,6.809559715,7
mp-776343,6.808885867,6
mp-707023,6.808885867,0
mp-17998,6.808885867,2
mp-753173,6.808885867,0
mp-3584,6.808210973,0
mp-763831,6.808210973,5
mp-28582,6.808210973,0
mp-560902,6.808210973,5
mp-770533,6.808210973,5
mp-769582,6.808210973,7
mp-504211,6.807535028,0
mp-768176,6.807535028,7
mp-706579,6.807535028,0
mp-558523,6.807535028,0
mp-779552,6.807535028,0
mp-29313,6.807535028,7
mp-614185,6.80685803,0
mp-864993,6.80685803,5
mp-17048,6.80685803,6
mp-755461,6.80685803,7
mp-6814,6.80685803,0
mp-696085,6.806179974,0
mp-669543,6.806179974,0
mp-30233,6.806179974,0
mp-504207,6.806179974,0
mp-27996,6.806179974,0
mp-669466,6.806179974,0
mp-562072,6.806179974,0
mp-866658,6.805500858,2
mp-9071,6.805500858,8
mp-569224,6.804820679,0
mp-27018,6.804820679,0
mp-22885,6.804820679,0
mp-766885,6.804139432,0
mp-558469,6.804139432,0
mp-560119,6.804139432,0
mp-763331,6.804139432,5
mp-561973,6.803457116,0
mp-753327,6.803457116,0
mp-567918,6.803457116,0
mp-774335,6.803457116,0
mp-552185,6.803457116,0
mp-23021,6.803457116,5
mp-6568,6.802773725,0
mp-7018,6.802773725,9
mp-9820,6.802773725,0
mp-15046,6.802089258,0
mp-568848,6.802089258,0
mp-28198,6.802089258,0
mp-18740,6.80140371,7
mp-763362,6.80140371,5
mp-29848,6.80140371,0
mp-19247,6.80140371,9
mp-216,6.80140371,9
mp-721011,6.800717078,0
mp-560555,6.800717078,0
mp-705479,6.800717078,0
mp-708066,6.800717078,0
mp-555661,6.800717078,0
mp-8127,6.800717078,0
mp-686585,6.800029359,0
mp-776452,6.800029359,8
mp-554842,6.800029359,0
mp-566301,6.800029359,0
mp-6599,6.800029359,6
mp-28127,6.800029359,0
mp-35907,6.800029359,9
mp-584134,6.799340549,0
mp-555966,6.799340549,8
mp-3395,6.799340549,0
mp-556820,6.799340549,0
mp-542078,6.799340549,9
mp-27522,6.799340549,8
mp-3822,6.799340549,0
mp-608106,6.799340549,0
mp-19144,6.798650645,6
mp-31016,6.798650645,6
mp-9807,6.798650645,0
mp-23963,6.798650645,0
mp-4626,6.798650645,0
mp-10488,6.798650645,8
mp-6026,6.798650645,0
mp-771834,6.797959644,6
mp-559738,6.797959644,0
mp-567917,6.797267541,0
mp-760979,6.797267541,8
mp-766324,6.797267541,0
mp-7238,6.797267541,0
mp-556405,6.797267541,9
mp-18906,6.797267541,5
mp-672233,6.797267541,0
mp-761869,6.796574333,9
mp-613518,6.796574333,0
mp-19169,6.796574333,7
mp-542734,6.796574333,2
mp-11114,6.795880017,0
mp-769023,6.795880017,9
mp-764783,6.795880017,5
mp-1273,6.795880017,0
mp-647343,6.79518459,0
mp-706632,6.79518459,2
mp-3980,6.79518459,0
mp-690136,6.794488047,0
mp-31001,6.794488047,0
mp-779332,6.794488047,0
mp-24207,6.794488047,0
mp-560794,6.794488047,6
mp-553303,6.794488047,0
mp-560964,6.793790385,0
mp-760244,6.7930916,6
mp-27640,6.7930916,0
mp-567756,6.7930916,9
mp-23559,6.7930916,0
mp-7,6.7930916,0
mp-703521,6.792391689,0
mp-675606,6.792391689,0
mp-707734,6.792391689,0
mp-22857,6.792391689,5
mp-573974,6.792391689,0
mp-558489,6.792391689,8
mp-17143,6.791690649,9
mp-757145,6.791690649,0
mp-16929,6.791690649,0
mp-19197,6.791690649,5
mp-729560,6.791690649,0
mp-541368,6.791690649,7
mp-567743,6.790988475,0
mp-570046,6.790988475,5
mp-780098,6.790988475,3
mp-8891,6.790988475,8
mp-568670,6.790988475,0
mp-561005,6.790285164,0
mp-557763,6.790285164,6
mp-6524,6.790285164,0
mp-620404,6.789580712,0
mp-755206,6.789580712,8
mp-24171,6.789580712,0
mp-768809,6.789580712,0
mp-556458,6.789580712,0
mp-556169,6.788875116,9
mp-18003,6.788875116,0
mp-768974,6.788875116,9
mp-553918,6.788875116,0
mp-10383,6.788875116,9
mp-12365,6.788875116,8
mp-33297,6.788875116,8
mp-676456,6.788875116,9
mp-757964,6.788168371,0
mp-556521,6.788168371,0
mp-9007,6.788168371,6
mp-756683,6.787460475,8
mp-555909,6.787460475,0
mp-683925,6.787460475,0
mp-17765,6.787460475,7
mp-763104,6.786751422,5
mp-554863,6.786751422,6
mp-778616,6.78604121,7
mp-690650,6.78604121,0
mp-19121,6.78604121,7
mp-557787,6.78604121,0
mp-754061,6.785329835,0
mp-550474,6.785329835,0
mp-753883,6.784617293,9
mp-28150,6.784617293,6
mp-753445,6.784617293,0
mp-743568,6.784617293,5
mp-14963,6.784617293,6
mp-570530,6.784617293,0
mp-779525,6.783903579,0
mp-556869,6.783903579,0
mp-756202,6.783903579,0
mp-18784,6.783903579,7
mp-37381,6.783903579,0
mp-5478,6.783903579,0
mp-11115,6.783188691,0
mp-31033,6.783188691,8
mp-780403,6.783188691,0
mp-554948,6.783188691,0
mp-29597,6.782472624,9
mp-12932,6.782472624,7
mp-541111,6.782472624,0
mp-504353,6.782472624,0
mp-557589,6.782472624,0
mp-569221,6.782472624,0
